Date,Franchise,New_Titles,Hours_Viewed_M,Revenue_Attribution_M,Social_Mentions_M
2016-02-29 05:47:07.646140,Marvel,1,253.94626787790827,28.340508987311836,3.5180977225802397
2016-02-29 05:47:07.646140,Star Wars,0,37.339418877502645,134.80270990117762,17.143205414366204
2016-02-29 05:47:07.646140,Pixar,0,24.805323036479617,39.01783950999415,3.1145336706642865
2016-02-29 05:47:07.646140,Disney Animation,3,32.084503316411755,46.344424096287355,1.2904162294363377
2016-02-29 05:47:07.646140,National Geographic,2,205.09970908581053,6.640869768283627,10.288131760780782
2016-02-29 05:47:07.646140,ESPN Originals,2,69.70770662226606,22.17860916708324,5.87316697516591
2016-03-31 05:47:07.646140,Marvel,2,79.37257177806106,100.21595551258613,13.57967611821946
2016-03-31 05:47:07.646140,Star Wars,0,1.5185466383092394,28.244764584800226,6.54714631793637
2016-03-31 05:47:07.646140,Pixar,2,368.6985168906543,83.5352686562255,4.163663514048844
2016-03-31 05:47:07.646140,Disney Animation,1,33.59913944296464,25.305137677430867,9.257619770677376
2016-03-31 05:47:07.646140,National Geographic,1,64.72888575689436,49.92643372311931,2.7187028987925737
2016-03-31 05:47:07.646140,ESPN Originals,1,23.432593988041813,128.5337371273775,0.39362420900399375
2016-04-30 05:47:07.646140,Marvel,1,8.723649053107629,24.47401655553595,2.7785094345800787
2016-04-30 05:47:07.646140,Star Wars,2,23.00592837549866,34.867265708953674,0.10856243290467159
2016-04-30 05:47:07.646140,Pixar,2,63.72031060182527,4.599220678022721,21.04474085437603
2016-04-30 05:47:07.646140,Disney Animation,0,9.644622757772982,140.57796580356606,1.3962424678539147
2016-04-30 05:47:07.646140,National Geographic,2,236.4402412510067,5.250064727551463,6.360395236255601
2016-04-30 05:47:07.646140,ESPN Originals,1,85.70038830958991,41.35012790622895,0.44504532030562566
2016-05-31 05:47:07.646140,Marvel,2,74.21818962307037,47.0015049773817,6.213811614176429
2016-05-31 05:47:07.646140,Star Wars,1,62.164343005667966,21.837917470490538,8.761892504848074
2016-05-31 05:47:07.646140,Pixar,2,289.2828910864189,71.24512483588231,4.077025584177953
2016-05-31 05:47:07.646140,Disney Animation,0,121.3474695498491,150.5394873046212,4.666825981114398
2016-05-31 05:47:07.646140,National Geographic,1,100.69738763034795,103.51058082145764,2.55221852370982
2016-05-31 05:47:07.646140,ESPN Originals,0,125.78328712861506,24.464620752140416,9.527364105064208
2016-06-30 05:47:07.646140,Marvel,0,37.266517501937,100.36258413619439,0.7091445454332297
2016-06-30 05:47:07.646140,Star Wars,5,82.57489140119483,0.07898426825571553,3.412875445203607
2016-06-30 05:47:07.646140,Pixar,1,8.918558640339949,127.54798800880202,9.855478881624553
2016-06-30 05:47:07.646140,Disney Animation,1,3.0536991274676852,64.11485718620422,4.9207105886277
2016-06-30 05:47:07.646140,National Geographic,0,9.132576448636511,108.49967834142691,7.033054231175705
2016-06-30 05:47:07.646140,ESPN Originals,1,156.68451343414495,116.66316146128435,3.253522253051372
2016-07-31 05:47:07.646140,Marvel,4,148.3625619212783,25.874744236637127,12.16229884812214
2016-07-31 05:47:07.646140,Star Wars,5,40.6911505729206,5.422296498839084,1.3938367797741422
2016-07-31 05:47:07.646140,Pixar,3,223.34998119243022,71.07048400019835,9.274323197906117
2016-07-31 05:47:07.646140,Disney Animation,1,9.738406488661907,51.925765495353005,1.0278600176374095
2016-07-31 05:47:07.646140,National Geographic,2,95.13505467004796,91.61147782176445,10.117785907672722
2016-07-31 05:47:07.646140,ESPN Originals,3,13.270139086025129,122.77749028770782,3.439264781315525
2016-08-31 05:47:07.646140,Marvel,1,409.2880669840358,121.51676324122509,0.5265502269490171
2016-08-31 05:47:07.646140,Star Wars,1,31.306861779842976,6.440371947843253,2.155784214712189
2016-08-31 05:47:07.646140,Pixar,1,129.13565860779948,8.449277848293505,16.360762378414158
2016-08-31 05:47:07.646140,Disney Animation,1,119.74413263303425,21.064965419400984,18.29473690541704
2016-08-31 05:47:07.646140,National Geographic,1,20.278433550399505,67.84440726737095,1.8875673430418312
2016-08-31 05:47:07.646140,ESPN Originals,3,68.43098085080463,23.141973983104453,8.553321024153052
2016-09-30 05:47:07.646140,Marvel,0,20.974424242843636,83.80169266721006,1.7106894880941437
2016-09-30 05:47:07.646140,Star Wars,2,83.33538474362935,32.958039738763695,6.6494984086751145
2016-09-30 05:47:07.646140,Pixar,0,16.856533662417153,5.713425405295456,1.1255592276144
2016-09-30 05:47:07.646140,Disney Animation,5,14.347838876128385,3.494845198023947,3.0156520101902
2016-09-30 05:47:07.646140,National Geographic,1,88.04982275621606,46.22281657541482,0.07590263215735095
2016-09-30 05:47:07.646140,ESPN Originals,4,5.555095010386054,7.968734951762801,4.116691661160338
2016-10-31 05:47:07.646140,Marvel,1,94.87842820451019,24.921486778207335,1.5624876170789928
2016-10-31 05:47:07.646140,Star Wars,1,33.61977372144754,83.34509861393843,28.967125166067994
2016-10-31 05:47:07.646140,Pixar,1,17.442516976924356,43.35069276917103,2.678610904970393
2016-10-31 05:47:07.646140,Disney Animation,4,150.77876746244343,22.249719853185788,1.846478997085021
2016-10-31 05:47:07.646140,National Geographic,1,13.454216872288299,28.30973231989884,5.150581509378368
2016-10-31 05:47:07.646140,ESPN Originals,5,20.11468430219477,37.119617109313715,1.4639992000288415
2016-11-30 05:47:07.646140,Marvel,1,83.1040903348312,94.71740086064877,10.700565290088022
2016-11-30 05:47:07.646140,Star Wars,2,18.854851188084098,86.67230165332816,1.4120952293184983
2016-11-30 05:47:07.646140,Pixar,0,114.27272954568808,23.926402214097685,1.7956349708233075
2016-11-30 05:47:07.646140,Disney Animation,4,52.32834689926321,7.435356988061348,2.119103467305222
2016-11-30 05:47:07.646140,National Geographic,6,105.45186554581689,94.6219965500082,1.9285338042274125
2016-11-30 05:47:07.646140,ESPN Originals,2,132.00560923266747,16.09499833637196,10.653370625041745
2016-12-31 05:47:07.646140,Marvel,4,116.88173851458372,27.253260266324876,0.99931026641689
2016-12-31 05:47:07.646140,Star Wars,2,153.9291046897325,0.7463918061102698,4.398428838794698
2016-12-31 05:47:07.646140,Pixar,3,37.06085329611623,11.383335312928839,7.623642728299162
2016-12-31 05:47:07.646140,Disney Animation,4,21.44642839347973,98.6599642668234,8.171347911270392
2016-12-31 05:47:07.646140,National Geographic,5,22.853922741174696,64.38546059369355,1.922161804205226
2016-12-31 05:47:07.646140,ESPN Originals,5,84.2640710135919,39.898898919924115,1.5377565914769085
2017-01-31 05:47:07.646140,Marvel,2,340.2139692466135,12.761605147512928,0.7351788663553581
2017-01-31 05:47:07.646140,Star Wars,0,27.59719872921223,36.6967140942509,5.3913980127786125
2017-01-31 05:47:07.646140,Pixar,0,15.176050056984444,94.98076069221291,0.6307697114811823
2017-01-31 05:47:07.646140,Disney Animation,0,63.18909519497736,31.44028850457262,11.342670570092537
2017-01-31 05:47:07.646140,National Geographic,2,24.676954946160063,14.8425521050557,0.49419902620245654
2017-01-31 05:47:07.646140,ESPN Originals,4,154.40782867598116,10.166688214764731,0.35827695630794165
2017-02-28 05:47:07.646140,Marvel,2,168.04538944626412,18.956657980454384,0.3169291342970424
2017-02-28 05:47:07.646140,Star Wars,4,351.7010978193319,79.7121020284452,2.9520200407187853
2017-02-28 05:47:07.646140,Pixar,2,67.58369109697809,63.982415347207436,5.768388508929324
2017-02-28 05:47:07.646140,Disney Animation,2,121.13910658851985,28.54118341898433,0.20274770357358418
2017-02-28 05:47:07.646140,National Geographic,1,106.15570041623957,50.18212796210486,1.7281798127053272
2017-02-28 05:47:07.646140,ESPN Originals,1,24.369419663222605,27.32126506855095,1.3530521963079478
2017-03-31 05:47:07.646140,Marvel,0,15.58315384757753,90.23121686718775,13.038071816436588
2017-03-31 05:47:07.646140,Star Wars,2,48.90678858705203,4.798226824236649,6.478107958504547
2017-03-31 05:47:07.646140,Pixar,4,28.377471766651784,25.370934202026085,14.11107868486533
2017-03-31 05:47:07.646140,Disney Animation,5,166.83150679499306,27.739968232483054,3.372052576415025
2017-03-31 05:47:07.646140,National Geographic,1,182.64618367661024,7.935503015826566,2.0544579284298026
2017-03-31 05:47:07.646140,ESPN Originals,3,181.4083526168252,30.732916611266813,4.251547971150919
2017-04-30 05:47:07.646140,Marvel,5,106.58008131610725,81.18709599360622,2.276728235481828
2017-04-30 05:47:07.646140,Star Wars,2,54.225848750608684,126.85165516388552,20.407109794058023
2017-04-30 05:47:07.646140,Pixar,1,9.176507297148321,33.12753085341868,18.204570775069605
2017-04-30 05:47:07.646140,Disney Animation,2,8.597759247003733,29.283626408746926,2.5272318871703354
