Date,Parks_Revenue_B,Streaming_Subs_M,Merch_Revenue_B,Cross_Promo_Lift_Pct,IP_Licensing_B
2016-03-31 05:47:07.648047,7.740514777442847,172.76922792499582,3.462055767851786,12.461680700388527,2.3221587344972554
2016-06-30 05:47:07.648047,7.155459961154896,119.33568282085739,4.25258337798645,6.697541110827895,2.7605763831195604
2016-09-30 05:47:07.648047,8.04768858953508,195.22738520984882,5.127662979490058,6.624816851025448,2.1458163416357783
2016-12-31 05:47:07.648047,8.387123139441554,122.6822815354066,5.932458553741865,11.704847358401405,3.872498449211823
2017-03-31 05:47:07.648047,6.113520161681274,135.40747096016912,5.167153875119037,9.959262842638271,2.3307301471642075
2017-06-30 05:47:07.648047,6.705940119251088,163.37331217064832,3.1744034422564837,6.659499288885216,2.921772399026817
2017-09-30 05:47:07.648047,5.102961552567719,170.28327455828935,4.689636058412227,5.3649434917058105,3.0037659364234965
2017-12-31 05:47:07.648047,5.790119434379889,107.32033577637357,3.1086833703138392,11.831839097639932,2.9737362476340845
2018-03-31 05:47:07.648047,7.344816426033958,145.89241766240337,3.715894702795895,5.927886555161669,2.4218393389510773
2018-06-30 05:47:07.648047,5.0887980289506345,163.81632770120314,4.520857168186189,7.961553016461256,2.989709015245232
2018-09-30 05:47:07.648047,5.517280011197869,179.49855207761405,3.8534682559601396,9.43081284476616,2.652134125442766
2018-12-31 05:47:07.648047,6.5291753297591235,148.14562419302607,4.9754301061920625,7.995294157971074,2.118035626100918
2019-03-31 05:47:07.648047,7.659958266695904,160.62874818701962,3.3303231944645453,5.8584620195928885,3.322115350247388
2019-06-30 05:47:07.648047,8.651724457334293,175.1189658720552,3.1942088534429582,5.033780464688494,2.598275045222301
2019-09-30 05:47:07.648047,7.781450220972992,127.22601877688999,3.0280914887352663,13.47636570304043,3.8548393384806947
2019-12-31 05:47:07.648047,8.140505725754524,174.79929217086965,4.785857164228318,13.739546606081364,2.936978634670611
2020-03-31 05:47:07.648047,8.985956115132693,140.00338652654563,3.6779218666071714,14.491196433523758,2.5658470073230104
2020-06-30 05:47:07.648047,7.216681378261306,154.85767209095715,4.6775306452812035,14.872256262427058,3.3571783709516843
2020-09-30 05:47:07.648047,8.576999011567832,110.52509078350054,4.597548801039612,10.09607000980793,3.372459298924949
2020-12-31 05:47:07.648047,8.08898951853835,122.08450821113203,5.191046553322381,8.262283339773242,3.1374700048434976
2021-03-31 05:47:07.648047,5.028432322412072,100.98026583097027,3.551208555660355,6.6702840361100755,3.942793729304464
2021-06-30 05:47:07.648047,8.014862843249404,187.5731562541313,5.666337403846913,13.99634193476261,3.276823164215733
2021-09-30 05:47:07.648047,6.796888450292604,151.04203258864686,3.5725572167753126,13.804715729626274,2.1150858311123315
2021-12-31 05:47:07.648047,5.059308276060436,100.85303880839018,3.786213240402046,12.061807035741513,2.3398241613516557
2022-03-31 05:47:07.648047,8.503721500172842,105.24566383133924,5.789263828553462,7.766927849892752,3.448556885274969
2022-06-30 05:47:07.648047,6.041855351796635,130.11132715632326,4.070197209547539,14.020891627057408,2.7920971978720113
2022-09-30 05:47:07.648047,6.191415037110792,187.3185146192904,3.1459035315130865,5.503713977183798,2.324157310422958
2022-12-31 05:47:07.648047,5.746142687973126,180.6735320532315,4.472008406014628,8.00084321763088,2.0568699792668026
2023-03-31 05:47:07.648047,6.351123113447558,115.06187175440229,5.427241268378466,8.299613782941375,2.8208751718046248
2023-06-30 05:47:07.648047,7.362270137069337,144.72150853888135,4.896499170592518,7.722170766027807,2.071188271393071
2023-09-30 05:47:07.648047,8.637689739691673,168.46582265924872,5.431974594115624,13.352147787175614,3.4765015604014047
2023-12-31 05:47:07.648047,7.510784230294046,129.30081976436475,4.931433119091204,12.422282130220815,2.6106613379937764
2024-03-31 05:47:07.648047,7.061134348141609,162.6615473475116,5.63780830810469,8.061159594942023,3.91177472594324
2024-06-30 05:47:07.648047,6.284999932886882,145.56246389934054,5.501457752870034,11.510580331780393,2.089558996273423
2024-09-30 05:47:07.648047,8.115641456743784,134.73389760867508,4.341601653972454,13.512243427055646,3.8248456269944793
2024-12-31 05:47:07.648047,8.077238374548626,125.27011383105632,3.854738704922574,7.381132270781828,2.29147986870852
2025-03-31 05:47:07.648047,7.220881431477467,194.17100967230652,4.809441594690217,8.912391585998012,2.284396261678816
2025-06-30 05:47:07.648047,7.134013467888809,154.3387647219056,5.392100510274377,9.459579647579645,2.597887420364412
2025-09-30 05:47:07.648047,8.635497526505032,104.13659784562556,3.9019040945390793,12.13891315489966,3.8142668122998007
2025-12-31 05:47:07.648047,7.160727792809553,119.34193128431407,3.4190758993981634,14.519747728771975,3.7779971294996284
