Date,Streamer,Weekly_Hours_Per_User,Sessions_Per_Week,Avg_Session_Length_Min,Mobile_Share,TV_Share,Search_Volume_Index
2016-02-07 05:47:07.989439,Netflix,14.114007777924458,6.1006404606687985,32.969706835981896,0.32795529845683435,0.5891672582469694,95.98501419508057
2016-02-07 05:47:07.989439,Disney+,6.825562890066372,3.532214740800666,89.50027443014154,0.4271654891404239,0.5019512563623288,66.95747066860658
2016-02-07 05:47:07.989439,Amazon Prime,11.592525966321261,7.289864791679829,37.6170766018399,0.3282014660271412,0.5931622850101,57.051164043467864
2016-02-07 05:47:07.989439,HBO Max,7.655952815729381,6.963172100488018,45.74195073064176,0.4178400569748682,0.5515104636552225,78.5608449122229
2016-02-14 05:47:07.989439,Netflix,5.027449964899291,5.618556229803824,66.74682024616254,0.38824571119162904,0.560802720318866,60.38022286478375
2016-02-14 05:47:07.989439,Disney+,8.724564228015812,3.172813578847473,80.30048140563757,0.25379053533349916,0.47911319007210446,81.24026933260389
2016-02-14 05:47:07.989439,Amazon Prime,10.197389903081357,3.7127505132780247,81.70486072323014,0.41792377308905376,0.6317883255036146,58.73781163611622
2016-02-14 05:47:07.989439,HBO Max,8.15797500018634,4.356649290979902,47.38036904402695,0.2938573401474973,0.5541295976915149,88.98327848392843
2016-02-21 05:47:07.989439,Netflix,14.681607600520149,4.186319499314746,55.201797163094156,0.28237809661355406,0.4636221354058573,83.24766951475944
2016-02-21 05:47:07.989439,Disney+,5.813036388284737,3.273803773702455,48.315522465110284,0.41191085830569624,0.5296872552386357,53.54659309934471
2016-02-21 05:47:07.989439,Amazon Prime,9.030110738000412,4.945609238051096,45.396861205718785,0.30200015946462344,0.4785196289109673,77.29610675582141
2016-02-21 05:47:07.989439,HBO Max,10.954050718919161,4.389520148603335,33.906464072603534,0.2513389004223032,0.5683245072348554,74.61364620919568
2016-02-28 05:47:07.989439,Netflix,8.82527059546337,4.770410677658429,34.1452442826167,0.41247344838831257,0.5963885956565013,52.22765293588423
2016-02-28 05:47:07.989439,Disney+,8.492558804918461,3.5881296371708373,49.414292897027295,0.4321132975291987,0.5263141513330593,94.44181968016876
2016-02-28 05:47:07.989439,Amazon Prime,13.38959892632638,4.950239513339097,69.8584418396905,0.32862792742433455,0.5170631598797512,60.931487373429455
2016-02-28 05:47:07.989439,HBO Max,12.252741972870552,7.676397144921598,64.378853412395,0.3458624896250901,0.5690714062571641,79.80156891611733
2016-03-06 05:47:07.989439,Netflix,11.32303277995295,4.865457807879071,58.55175115292958,0.345337053601822,0.581985627444404,93.91886874394008
2016-03-06 05:47:07.989439,Disney+,8.70323528720797,3.8194052239075136,59.41686412261991,0.2668039598475985,0.49697958598194125,77.8806977742642
2016-03-06 05:47:07.989439,Amazon Prime,6.054286742110312,7.785318723307292,52.86240884554793,0.27489350774035015,0.5954260663403605,72.92839403863337
2016-03-06 05:47:07.989439,HBO Max,9.49233841940025,6.540285057201383,36.15143357761278,0.30111448831673254,0.4995609302540683,53.327983906730864
2016-03-13 05:47:07.989439,Netflix,12.780504222670801,3.0524617671177694,39.58101079900353,0.28399621893417054,0.6230875523842565,99.5670530966153
2016-03-13 05:47:07.989439,Disney+,11.890354526708935,6.051705140122113,81.47009207538451,0.3813972722283318,0.5501695257494714,57.72093557852859
2016-03-13 05:47:07.989439,Amazon Prime,5.722313006659161,7.724722703276187,54.302126540756085,0.36988460705769816,0.630030094589951,94.63412962731095
2016-03-13 05:47:07.989439,HBO Max,14.131483444690723,4.990678824721204,53.4899103931395,0.3898378854269871,0.6255576296146972,71.63225973120126
2016-03-20 05:47:07.989439,Netflix,11.402277788665637,7.478659933170542,36.25619736371415,0.3673348401826342,0.5204713622265819,50.858462381589916
2016-03-20 05:47:07.989439,Disney+,13.075023509580477,5.682823303559537,43.459386136859585,0.27106899347763597,0.5989038837184539,60.90301690358702
2016-03-20 05:47:07.989439,Amazon Prime,12.033607233505602,5.854135487359759,82.93457786195327,0.25997497339093634,0.64109147537655,51.298355439273216
2016-03-20 05:47:07.989439,HBO Max,7.568799824665677,6.226471993104962,53.659779223503726,0.426277435373902,0.5101005297272985,91.5082928779625
2016-03-27 05:47:07.989439,Netflix,7.189236001003893,4.65108985293709,60.92962306018495,0.3424914820434799,0.535753435709828,76.75444850001215
2016-03-27 05:47:07.989439,Disney+,6.11885642262132,5.023769754863867,51.92757116361313,0.4432715785465506,0.5606293832289523,55.96799617387519
2016-03-27 05:47:07.989439,Amazon Prime,8.40403130000441,7.599877881392484,53.68198936187865,0.4081574784507045,0.5029614269208175,62.219576820230486
2016-03-27 05:47:07.989439,HBO Max,9.089941002485242,6.934659375839224,67.98446423101373,0.37259664957678484,0.49822343617424436,71.02321284387853
2016-04-03 05:47:07.989439,Netflix,13.894733122251067,7.692041395591006,31.279337547855334,0.34344102741713295,0.5406421363346268,60.718736811012505
2016-04-03 05:47:07.989439,Disney+,13.316357022302393,6.785896423974774,36.11186545430128,0.410674954396166,0.5368153999863368,57.510638328207705
2016-04-03 05:47:07.989439,Amazon Prime,11.180502171661082,7.251034190921122,34.94756539513423,0.3623381374342064,0.5303339684177517,86.87430317322173
2016-04-03 05:47:07.989439,HBO Max,14.324445620585653,3.3633415958801933,32.11592568475777,0.27447971192929194,0.5551543875832046,73.24539730092998
2016-04-10 05:47:07.989439,Netflix,13.82449090753257,6.987644754948513,84.77662357562171,0.34732364077599776,0.5483377766951314,69.1874654713117
2016-04-10 05:47:07.989439,Disney+,6.491780554689026,7.2664699425703585,89.82895131207205,0.4155631193345438,0.5600145825785631,91.18534247372772
2016-04-10 05:47:07.989439,Amazon Prime,7.8458127306252585,4.124051071967617,52.02752410315761,0.41885917906275916,0.4540894015439866,98.16002795587272
2016-04-10 05:47:07.989439,HBO Max,9.486620174147024,6.688086517284005,56.03230569524637,0.3815734118993231,0.6140716538166842,68.19274135882146
2016-04-17 05:47:07.989439,Netflix,7.092016347993396,6.098309164319364,63.84453553619599,0.3613753185375281,0.4935104727802913,51.92386245839797
2016-04-17 05:47:07.989439,Disney+,13.541926424506945,5.694821506465886,64.88424464279589,0.41181048233620615,0.5403737895379027,83.34357158530302
2016-04-17 05:47:07.989439,Amazon Prime,7.834178907422562,4.236552809823993,32.03379385012445,0.3697317502354054,0.5278306595502897,72.9162285657521
