Date,Artist_Tier,Avg_Monthly_Streams_M,Payout_Per_Stream,Catalog_Share_Pct,Merch_Revenue_Index
2021-02-28 05:47:07.334844,Top 100,1644.1040994841876,0.0033300671880458366,0.61397460960983,134.28636978613832
2021-02-28 05:47:07.334844,Top 1000,797.0840050289921,0.003149168870111518,0.5903849701910429,68.69647837349237
2021-02-28 05:47:07.334844,Top 10000,56.81439245684443,0.0047934095022639555,0.41434897851446834,0.0
2021-02-28 05:47:07.334844,Long Tail,8.59251949008696,0.0040090333429686105,0.6578061429544602,0.0
2021-03-31 05:47:07.334844,Top 100,1147.6431054005848,0.00479736750407143,0.6808258248747854,61.83139266061113
2021-03-31 05:47:07.334844,Top 1000,652.1017735863172,0.003767565627958422,0.4887874572919655,140.14723860680132
2021-03-31 05:47:07.334844,Top 10000,4.033930939141303,0.0048970143383025785,0.4985683920687268,0.0
2021-03-31 05:47:07.334844,Long Tail,5.739086162978052,0.0036415790612776447,0.3453886784376819,0.0
2021-04-30 05:47:07.334844,Top 100,8149.735828872506,0.003752419331937358,0.3526381117079861,91.2840256279336
2021-04-30 05:47:07.334844,Top 1000,178.10725967808486,0.004623693163848176,0.6450230626844642,149.4258365950376
2021-04-30 05:47:07.334844,Top 10000,211.05177326185085,0.004141412821841647,0.48372558850819214,0.0
2021-04-30 05:47:07.334844,Long Tail,9.879347566558764,0.004993563582750978,0.343176737397629,0.0
2021-05-31 05:47:07.334844,Top 100,14647.716739345797,0.00321411380773736,0.5004059568842675,63.81971763025669
2021-05-31 05:47:07.334844,Top 1000,765.058632149037,0.0033828500484822037,0.31116126767612223,75.1895983581925
2021-05-31 05:47:07.334844,Top 10000,13.007592415204263,0.004937798831500157,0.6953504672465619,0.0
2021-05-31 05:47:07.334844,Long Tail,34.4661931885137,0.0041929714997751165,0.3250534412152595,0.0
2021-06-30 05:47:07.334844,Top 100,4485.234345562736,0.004148416457398545,0.6660303553971113,76.85361183479897
2021-06-30 05:47:07.334844,Top 1000,1148.7484616729996,0.004872693429135153,0.4946943557535859,109.92927408939698
2021-06-30 05:47:07.334844,Top 10000,53.23169789109906,0.003359487143402873,0.4987819413183925,0.0
2021-06-30 05:47:07.334844,Long Tail,8.618377355047476,0.0033147575851797933,0.4957567462251409,0.0
2021-07-31 05:47:07.334844,Top 100,1886.1495120713516,0.00341380394318087,0.33047674352523676,117.95629964137026
2021-07-31 05:47:07.334844,Top 1000,408.4786670076638,0.003408022165977758,0.3531487367204753,51.29945435109261
2021-07-31 05:47:07.334844,Top 10000,73.33622474990338,0.0033219298246377387,0.3053159356806204,0.0
2021-07-31 05:47:07.334844,Long Tail,19.014582904300365,0.004520342668847149,0.5295983084849284,0.0
2021-08-31 05:47:07.334844,Top 100,27497.30612801775,0.004624692879283518,0.6416183757213323,85.93858410522846
2021-08-31 05:47:07.334844,Top 1000,71.01740991680582,0.003519799589443992,0.4189073755706475,50.827359789155025
2021-08-31 05:47:07.334844,Top 10000,107.98307211668327,0.004133774331264388,0.6553124537062965,0.0
2021-08-31 05:47:07.334844,Long Tail,0.9381789281308478,0.004973405836838283,0.3530032259722165,0.0
2021-09-30 05:47:07.334844,Top 100,9716.191844999159,0.0033885092439484028,0.6664625068361565,89.91476588378707
2021-09-30 05:47:07.334844,Top 1000,851.6268022130248,0.003404651686190114,0.5613679726108699,110.5344789280104
2021-09-30 05:47:07.334844,Top 10000,442.3093096207184,0.0036053878363392997,0.4820947552299513,0.0
2021-09-30 05:47:07.334844,Long Tail,8.882414568171585,0.0038969846396571216,0.37149160382224977,0.0
2021-10-31 05:47:07.334844,Top 100,3553.2934350827077,0.004460751148938408,0.36964897417585874,57.59247087096975
2021-10-31 05:47:07.334844,Top 1000,2523.5324433050578,0.0045402691053297965,0.37842954926840594,146.90433534743295
2021-10-31 05:47:07.334844,Top 10000,84.48317205381147,0.00477517713163256,0.5467407660750311,0.0
2021-10-31 05:47:07.334844,Long Tail,6.2416434303087245,0.0037012610132600076,0.5985498947790306,0.0
2021-11-30 05:47:07.334844,Top 100,26564.76612572868,0.004528941120723304,0.3298976536687153,76.4336306717116
2021-11-30 05:47:07.334844,Top 1000,941.2782875907789,0.004423194809207976,0.4460420018352082,149.06114645605842
2021-11-30 05:47:07.334844,Top 10000,53.766416533832874,0.0037833561298918975,0.5884237814530122,0.0
2021-11-30 05:47:07.334844,Long Tail,5.823036979046535,0.0031923003672346445,0.5494757035909065,0.0
2021-12-31 05:47:07.334844,Top 100,8182.844070700556,0.00332839657672199,0.5931422856794838,125.09257296929022
2021-12-31 05:47:07.334844,Top 1000,810.118924704451,0.0038475934717831714,0.5527437339362831,131.47348043048044
2021-12-31 05:47:07.334844,Top 10000,5.3237804247504785,0.003922103237042182,0.3965645563694261,0.0
2021-12-31 05:47:07.334844,Long Tail,14.170668114569517,0.0032880416428735506,0.4009582507461975,0.0
2022-01-31 05:47:07.334844,Top 100,5768.545130284059,0.003020520389400504,0.6489743285915656,92.866708144471
