Date,Bundle,Subscribers_M,ARPU,Churn_Rate,Content_Hours_M
2016-02-29 05:47:07.642493,Disney Bundle,49.39460337097609,11.177478892284796,0.04571134657419824,1359.183420006473
2016-02-29 05:47:07.642493,Hulu + Live,30.852951088907055,9.239934236559936,0.03140705345805131,697.648540182466
2016-02-29 05:47:07.642493,ESPN+,24.35607794251918,9.082419441834395,0.02582881168024716,792.1423356227842
2016-02-29 05:47:07.642493,Disney+ Standalone,104.06023956947624,11.49750041342959,0.027855730056254115,1127.1475666891656
2016-03-31 05:47:07.642493,Disney Bundle,50.09061065456006,16.791726910782973,0.03496994682589252,1282.1393703103292
2016-03-31 05:47:07.642493,Hulu + Live,30.11685828900182,8.539507737953201,0.03553825436364015,1994.715448114382
2016-03-31 05:47:07.642493,ESPN+,26.75110963373556,10.673669356448173,0.04643153950546262,1398.1628575500079
2016-03-31 05:47:07.642493,Disney+ Standalone,102.04142499891844,11.36398917042171,0.03034391862599426,1009.5856017712491
2016-04-30 05:47:07.642493,Disney Bundle,50.61024643690528,10.67905728013898,0.04491233229262574,1524.526797509801
2016-04-30 05:47:07.642493,Hulu + Live,30.394780793725683,8.808071933438649,0.0321344358631641,1249.1979188909095
2016-04-30 05:47:07.642493,ESPN+,25.221303548504235,8.73189933495352,0.02943502121379131,889.3384687929439
2016-04-30 05:47:07.642493,Disney+ Standalone,102.21551253758763,11.264223990987581,0.030942692700364684,1348.7803549827304
2016-05-31 05:47:07.642493,Disney Bundle,51.83772383074699,14.075749776958796,0.02787103156106179,1858.885599385905
2016-05-31 05:47:07.642493,Hulu + Live,31.592819096314628,7.656675284767051,0.03217438954408529,1500.9524160937765
2016-05-31 05:47:07.642493,ESPN+,25.49654273961215,9.55236379698919,0.03622600473078407,1739.4421689374467
2016-05-31 05:47:07.642493,Disney+ Standalone,104.17437133449272,11.768533514203847,0.032668447128959804,1092.0499984218966
2016-06-30 05:47:07.642493,Disney Bundle,50.629638708939645,15.371319643972218,0.048146424615565134,1964.6224556630107
2016-06-30 05:47:07.642493,Hulu + Live,31.357490841520832,7.792052549293359,0.0380428196584653,1209.7569354204888
2016-06-30 05:47:07.642493,ESPN+,26.39737980073129,7.215654880710391,0.038867685873145465,1775.5369323378413
2016-06-30 05:47:07.642493,Disney+ Standalone,103.83851172137967,10.033935481458903,0.02364579219802785,1338.3874636598637
