Date,Streamer,Region,Subscribers_M,ARPU,Churn_Rate
2016-03-31 05:47:07.873483,Netflix,North America,46.49462978447183,9.864669164070675,0.05347599726666125
2016-03-31 05:47:07.873483,Netflix,EMEA,43.57370639654414,6.162035883869347,0.04051974383644272
2016-03-31 05:47:07.873483,Netflix,LATAM,21.67765007956415,4.820794394998781,0.05011541450665763
2016-03-31 05:47:07.873483,Netflix,APAC,28.833689415850326,9.2348147056529,0.04177156128327086
2016-03-31 05:47:07.873483,Disney+,North America,27.128521099952895,9.60979449587542,0.03620469134315721
2016-03-31 05:47:07.873483,Disney+,EMEA,22.610138937459705,5.644229374091594,0.057669386887257125
2016-03-31 05:47:07.873483,Disney+,LATAM,10.774293290713244,8.019780655674786,0.026429416047937127
2016-03-31 05:47:07.873483,Disney+,APAC,15.918392201850947,4.0064109583671215,0.02441064354556872
2016-03-31 05:47:07.873483,Amazon Prime,North America,71.23664348185385,10.25248106701632,0.030899611665539714
2016-03-31 05:47:07.873483,Amazon Prime,EMEA,56.58692590511111,8.607997119097696,0.022279191237213367
2016-03-31 05:47:07.873483,Amazon Prime,LATAM,29.816317121062298,9.19388955135798,0.05052712682803348
2016-03-31 05:47:07.873483,Amazon Prime,APAC,42.390992495872766,5.395964910531916,0.02222614346030945
2016-03-31 05:47:07.873483,HBO Max,North America,20.460052334049678,12.799183712876722,0.05520945086318024
2016-03-31 05:47:07.873483,HBO Max,EMEA,19.091116808740697,4.74791185774406,0.031830059535376695
2016-03-31 05:47:07.873483,HBO Max,LATAM,8.699774935000132,7.949859884736855,0.04230550425432756
2016-03-31 05:47:07.873483,HBO Max,APAC,12.483038133821445,8.048710210594779,0.0339095987753869
2016-03-31 05:47:07.873483,Paramount+,North America,14.812155843992004,9.886966793512814,0.051492281010508206
2016-03-31 05:47:07.873483,Paramount+,EMEA,12.709269390855592,9.551328240633064,0.031538838997181656
2016-03-31 05:47:07.873483,Paramount+,LATAM,5.587709068658419,4.655254092325392,0.03518013203171739
2016-03-31 05:47:07.873483,Paramount+,APAC,7.713401310945758,5.1871572705942,0.05252301546857111
2016-03-31 05:47:07.873483,Peacock,North America,11.059990134603495,14.810297703432177,0.021841568440456687
2016-03-31 05:47:07.873483,Peacock,EMEA,8.836678340455293,6.077044771269844,0.05000956246476993
2016-03-31 05:47:07.873483,Peacock,LATAM,4.39557459234678,4.918362874104108,0.05644004886199383
2016-03-31 05:47:07.873483,Peacock,APAC,5.907266911999165,8.4482599746057,0.03727052066822601
2016-03-31 05:47:07.873483,Apple TV+,North America,8.959794165003572,14.748865984452356,0.04850706239585182
2016-03-31 05:47:07.873483,Apple TV+,EMEA,8.008882617099996,5.4731715373621785,0.055043926183748926
2016-03-31 05:47:07.873483,Apple TV+,LATAM,3.767022900885519,5.016144489984725,0.021217665576136028
2016-03-31 05:47:07.873483,Apple TV+,APAC,5.167958865035461,4.547081432207968,0.0531578280997036
2016-06-30 05:47:07.873483,Netflix,North America,55.52353474103393,12.780491667024549,0.028563947398567806
2016-06-30 05:47:07.873483,Netflix,EMEA,45.40770288072719,5.116452621565985,0.025115655389137036
2016-06-30 05:47:07.873483,Netflix,LATAM,21.5679692646168,9.414848727820523,0.04858557808734055
2016-06-30 05:47:07.873483,Netflix,APAC,31.440821357494066,7.953466270558258,0.02691282508076493
2016-06-30 05:47:07.873483,Disney+,North America,26.994152413741677,13.540874669321063,0.05169007721608322
2016-06-30 05:47:07.873483,Disney+,EMEA,21.793304159844904,9.854036561685074,0.04291600797296444
2016-06-30 05:47:07.873483,Disney+,LATAM,11.893708933768055,7.797484349621325,0.04659352739474835
2016-06-30 05:47:07.873483,Disney+,APAC,13.900677402708938,7.955077941650519,0.03925096966127573
2016-06-30 05:47:07.873483,Amazon Prime,North America,70.25933014683083,11.543345996175423,0.025244484571787365
2016-06-30 05:47:07.873483,Amazon Prime,EMEA,64.10049489225277,5.737292843044263,0.024412271328673792
2016-06-30 05:47:07.873483,Amazon Prime,LATAM,29.28879333356411,7.6957498591273605,0.04794614027001273
2016-06-30 05:47:07.873483,Amazon Prime,APAC,39.37627815733038,7.454831058502224,0.053199352512774835
2016-06-30 05:47:07.873483,HBO Max,North America,20.463333378478747,8.891688490633525,0.03746991657806528
2016-06-30 05:47:07.873483,HBO Max,EMEA,18.81916012361124,9.936729998008218,0.04813755708427946
2016-06-30 05:47:07.873483,HBO Max,LATAM,8.746240658706999,8.471087571045896,0.0340230351624269
2016-06-30 05:47:07.873483,HBO Max,APAC,13.051099348079768,6.621732139608244,0.05708392070741761
2016-06-30 05:47:07.873483,Paramount+,North America,14.960985896240935,15.990880919401645,0.025145002914314814
2016-06-30 05:47:07.873483,Paramount+,EMEA,13.742554209069432,6.92856765821629,0.02175702253155903
2016-06-30 05:47:07.873483,Paramount+,LATAM,6.287646762281441,5.212516046853328,0.02880276881609545
2016-06-30 05:47:07.873483,Paramount+,APAC,8.72817842856768,8.598718929859743,0.043150330374281454
2016-06-30 05:47:07.873483,Peacock,North America,10.414608264988095,14.567538732119104,0.029731123987820376
2016-06-30 05:47:07.873483,Peacock,EMEA,8.886274616643885,6.109146716030277,0.05343202980855015
2016-06-30 05:47:07.873483,Peacock,LATAM,4.950718253982073,4.421102432008671,0.020217852218535885
2016-06-30 05:47:07.873483,Peacock,APAC,6.199080723150633,5.840036580482428,0.058199263102934384
2016-06-30 05:47:07.873483,Apple TV+,North America,8.88001955579884,12.268184911835066,0.024737237202573262
2016-06-30 05:47:07.873483,Apple TV+,EMEA,7.335837658768378,8.014391652642923,0.05743061410361504
2016-06-30 05:47:07.873483,Apple TV+,LATAM,3.8614415592628863,5.7288674039944585,0.04450481289258368
2016-06-30 05:47:07.873483,Apple TV+,APAC,5.079459775904384,4.183034146171857,0.059273317336667575
2016-09-30 05:47:07.873483,Netflix,North America,51.12757943849971,15.389062219829242,0.05206283632405325
2016-09-30 05:47:07.873483,Netflix,EMEA,47.613022522074964,5.3875543560891845,0.044940804959326744
2016-09-30 05:47:07.873483,Netflix,LATAM,23.716495079101303,4.271021375641847,0.03042665240487527
2016-09-30 05:47:07.873483,Netflix,APAC,30.423973905764562,4.666338311210265,0.023055712407237902
2016-09-30 05:47:07.873483,Disney+,North America,28.306109260153622,12.078238301702102,0.049286771449216164
2016-09-30 05:47:07.873483,Disney+,EMEA,26.6953971879593,7.536594008135403,0.03426825330810452
