Date,Max_Subs_M,Discovery_Subs_M,Combined_ARPU,Churn_Rate,Content_Hours_Viewed_B,DTC_Revenue_B
2024-02-29 05:47:07.661873,79.28877320357978,20.0,8.079380263533157,0.047890338363203215,5.363676932525778,0.7166726179953462
2024-03-31 05:47:07.661873,82.19848396746146,20.5,9.478617579972202,0.06183672490095942,9.364638162248982,0.6135353327228872
2024-04-30 05:47:07.661873,85.96780167816324,21.0,8.92391598108863,0.06183738373052596,9.4138150080119,0.7425310119816874
2024-05-31 05:47:07.661873,85.16265320667424,21.5,9.719744291992289,0.06019874269323651,8.713112847028539,0.85538382460395
2024-06-30 05:47:07.661873,87.755169205245,22.0,8.924891465092394,0.06560108266880624,7.29317324623148,0.7058590914526511
2024-07-31 05:47:07.661873,87.91544724777299,22.5,8.194920430987043,0.045181032731918785,8.234931102228556,0.805249526966378
2024-08-31 05:47:07.661873,91.18161217201983,23.0,8.897014236170138,0.048903300110662684,8.05209639660842,0.8844702702399877
2024-09-30 05:47:07.661873,92.83382896134819,23.5,8.53818595151036,0.05588228953808353,7.227569607034064,0.9069756876602486
2024-10-31 05:47:07.661873,94.13080363005882,24.0,8.572852759162485,0.041236744984936076,6.794410247222503,0.7304655723954465
2024-11-30 05:47:07.661873,99.1245871190663,24.5,9.341902663971354,0.06646282964887616,7.053648192571577,0.8123983391106684
2024-12-31 05:47:07.661873,100.97421079048219,25.0,8.669085328951079,0.06462178664497514,5.38511692337779,0.9672490581027489
2025-01-31 05:47:07.661873,98.80347025205603,25.5,9.208674236799538,0.06962885929060642,9.238987191959973,0.8972753707724106
2025-02-28 05:47:07.661873,104.80489284385068,26.0,9.916348739928326,0.05800895887420541,6.153573716957715,0.7993896802925677
2025-03-31 05:47:07.661873,106.65722961027447,26.5,9.6523125162884,0.04065889598190586,5.209408319503337,0.8624930214489405
2025-04-30 05:47:07.661873,106.68306671335979,27.0,9.182787991013072,0.05376736085963631,8.921818687152973,1.016220307939667
2025-05-31 05:47:07.661873,108.85413136436297,27.5,7.251452775807478,0.04658379135075382,6.694738640028139,0.7743494119337581
2025-06-30 05:47:07.661873,112.32045341238876,28.0,9.318729143710456,0.06834786736759975,8.127639083930086,0.9675084201888491
2025-07-31 05:47:07.661873,115.66407161259924,28.5,8.791725301039971,0.06369694441269824,6.272291778149906,1.0225838859401948
2025-08-31 05:47:07.661873,120.01949543083984,29.0,9.555267299843782,0.052361056630767344,9.047231243930904,0.8992787550315465
2025-09-30 05:47:07.661873,114.50674846303791,29.5,8.654317776597239,0.05341458100618984,8.683479622403816,0.9425524405784097
2025-10-31 05:47:07.661873,117.96942158655656,30.0,7.72165732466149,0.051547570603679475,6.884116423339652,0.9521663481355458
2025-11-30 05:47:07.661873,122.75629616008152,30.5,7.530009531063307,0.045790018900930964,9.843610465073416,1.0720076757661494
2025-12-31 05:47:07.661873,120.09611553361732,31.0,8.052655618320522,0.05542738488810479,9.192373965564425,1.0209961412395399
2026-01-31 05:47:07.661873,129.0483548692635,31.5,9.691911177372289,0.05138536238982886,6.725398576009249,1.0719522739295688
