Date,Broker,AUM_B,Client_Accounts_M,NNA_B,Revenue_Per_Account
2016-03-31 05:58:04.255860,Schwab,7055.035917799281,38.561687980123864,14.918998377996113,288.1546189009382
2016-03-31 05:58:04.255860,Fidelity,11068.131923642703,37.46891976851616,39.00066660849037,267.2951838023304
2016-03-31 05:58:04.255860,Vanguard,8057.788976225732,10.462738466840747,-19.267995283860067,299.0483454592091
2016-03-31 05:58:04.255860,Morgan Stanley,4660.817299814708,13.76967563076065,41.71873691763741,229.0391046233308
2016-03-31 05:58:04.255860,Merrill,3493.641958282041,12.370903068533467,-0.16357570470974414,459.0850105503771
2016-06-30 05:58:04.255860,Schwab,7097.256611322007,37.87241148517056,-9.091637688738402,231.16641155856246
2016-06-30 05:58:04.255860,Fidelity,11917.093067517915,20.020848495177553,1.5798776438746454,492.56097909834625
2016-06-30 05:58:04.255860,Vanguard,7906.842489489025,13.826558430253689,46.23776786882393,397.4568863767968
2016-06-30 05:58:04.255860,Morgan Stanley,4577.822937377555,5.471528003512708,-0.385295432021453,311.2626873026556
2016-06-30 05:58:04.255860,Merrill,3561.797833987763,9.319510700892831,62.77107745345938,404.71970034342047
2016-09-30 05:58:04.255860,Schwab,7071.612180584466,30.86421128439656,-18.08421545299786,494.30504155980867
2016-09-30 05:58:04.255860,Fidelity,11735.137455856435,35.0444667280205,74.56199125052093,461.7588056274414
2016-09-30 05:58:04.255860,Vanguard,8244.245642202979,12.12089557511082,55.34599946873545,314.3773436248924
2016-09-30 05:58:04.255860,Morgan Stanley,4713.675528975069,6.109138536694228,-12.70336916639118,331.86775689080594
2016-09-30 05:58:04.255860,Merrill,3690.202724476679,12.29358453855989,63.25762351535664,275.0467889238717
2016-12-31 05:58:04.255860,Schwab,7632.616034947158,39.11508845227695,-13.848143769890424,397.00366776947243
2016-12-31 05:58:04.255860,Fidelity,11582.367118158934,28.223193697767492,-12.175696246122596,420.72397684961567
2016-12-31 05:58:04.255860,Vanguard,8876.336760371913,13.40749228308349,28.511261572572938,367.0642495999396
2016-12-31 05:58:04.255860,Morgan Stanley,4619.564445993887,13.567259757438014,28.749753338851086,473.53209643998764
2016-12-31 05:58:04.255860,Merrill,3603.4823791630533,13.156433130187882,67.7777288231401,487.4076304567845
2017-03-31 05:58:04.255860,Schwab,7441.877840953692,30.41597110775265,25.23890614188505,206.33018425831963
2017-03-31 05:58:04.255860,Fidelity,11899.243916447602,26.008084773441414,-0.07640957082799993,212.4235623970867
2017-03-31 05:58:04.255860,Vanguard,8238.566313684743,9.398428271121627,30.207139831141557,348.92954846887795
2017-03-31 05:58:04.255860,Morgan Stanley,4824.005335076526,5.799844584375845,54.024622066703415,360.8167414739009
2017-03-31 05:58:04.255860,Merrill,3898.798085601521,11.118065052293813,-15.173761791423683,241.3915542876618
2017-06-30 05:58:04.255860,Schwab,7475.420514731046,26.076121222476534,9.344427917802262,244.85110390263523
2017-06-30 05:58:04.255860,Fidelity,12115.685253962143,28.447465730733114,55.456768817946305,464.38737341754904
2017-06-30 05:58:04.255860,Vanguard,9001.942400289356,10.129000887113492,7.742100588066288,266.27286929084704
2017-06-30 05:58:04.255860,Morgan Stanley,4881.2236931898815,9.41653738788976,-14.738023217994783,222.22160842297788
2017-06-30 05:58:04.255860,Merrill,3960.7710120203715,10.43463130759591,39.34703783596665,375.52063208365536
2017-09-30 05:58:04.255860,Schwab,8094.364537289765,22.75370095455427,45.290685181434846,255.37722209638224
2017-09-30 05:58:04.255860,Fidelity,12484.507652968014,39.97147495117514,46.025646913902605,436.19317024102685
2017-09-30 05:58:04.255860,Vanguard,8736.148201790294,8.473985144326807,-4.5472983579930055,316.88240382273113
2017-09-30 05:58:04.255860,Morgan Stanley,4949.832134325562,7.597916906668221,22.740654167775606,452.58830147592994
2017-09-30 05:58:04.255860,Merrill,4151.33981398683,8.225050312308525,32.99969896418071,432.6010957435445
2017-12-31 05:58:04.255860,Schwab,8146.56878673507,38.97219170711019,4.371796923605016,483.5566842279153
2017-12-31 05:58:04.255860,Fidelity,12292.334859860435,22.846853003745615,50.56858129722531,434.8111320621493
2017-12-31 05:58:04.255860,Vanguard,8708.196106477124,13.350529702357644,7.106590252971808,468.59243210279465
2017-12-31 05:58:04.255860,Morgan Stanley,5194.498581320326,7.595410679483803,70.61453453979229,429.1366633156294
2017-12-31 05:58:04.255860,Merrill,4306.025317180877,6.0402601123159885,48.792837911255255,218.2698647668591
2018-03-31 05:58:04.255860,Schwab,8032.007449542227,21.489056596336727,65.2416165535069,441.11289491306263
