Date,NII_B,Asset_Mgmt_B,Trading_B,Other_B,Total_Revenue_B
2016-03-31 05:58:04.265812,2.795427623009639,1.3977138115048195,0.8386282869028917,0.5590855246019278,5.590855246019278
2016-06-30 05:58:04.265812,2.1201201230073816,1.0600600615036908,0.6360360369022144,0.42402402460147637,4.240240246014763
2016-09-30 05:58:04.265812,2.2855941010445022,1.1427970505222511,0.6856782303133506,0.4571188202089005,4.5711882020890044
2016-12-31 05:58:04.265812,2.0191522116114164,1.0095761058057082,0.605745663483425,0.4038304423222833,4.038304423222833
2017-03-31 05:58:04.265812,2.852037189012912,1.426018594506456,0.8556111567038737,0.5704074378025824,5.704074378025824
2017-06-30 05:58:04.265812,2.927598703192814,1.463799351596407,0.8782796109578441,0.5855197406385628,5.855197406385628
2017-09-30 05:58:04.265812,2.3273071929130182,1.1636535964565091,0.6981921578739054,0.4654614385826037,4.6546143858260365
2017-12-31 05:58:04.265812,2.125939177298666,1.062969588649333,0.6377817531895998,0.42518783545973327,4.251878354597332
2018-03-31 05:58:04.265812,2.126276896169888,1.063138448084944,0.6378830688509664,0.4252553792339776,4.252553792339776
2018-06-30 05:58:04.265812,2.0297681092598125,1.0148840546299063,0.6089304327779438,0.40595362185196254,4.059536218519625
2018-09-30 05:58:04.265812,2.5463100739410796,1.2731550369705398,0.7638930221823238,0.509262014788216,5.092620147882159
2018-12-31 05:58:04.265812,2.4112659089438973,1.2056329544719486,0.7233797726831691,0.48225318178877946,4.8225318178877945
2019-03-31 05:58:04.265812,2.8250183573966883,1.4125091786983441,0.8475055072190064,0.5650036714793377,5.6500367147933765
2019-06-30 05:58:04.265812,2.095130626519731,1.0475653132598655,0.6285391879559192,0.41902612530394623,4.190261253039462
2019-09-30 05:58:04.265812,2.8921069362645557,1.4460534681322779,0.8676320808793667,0.5784213872529111,5.7842138725291115
2019-12-31 05:58:04.265812,2.5572151153758527,1.2786075576879263,0.7671645346127558,0.5114430230751705,5.114430230751705
2020-03-31 05:58:04.265812,2.7212956565778543,1.3606478282889272,0.8163886969733563,0.5442591313155709,5.442591313155709
2020-06-30 05:58:04.265812,2.47749122853374,1.23874561426687,0.743247368560122,0.49549824570674805,4.95498245706748
2020-09-30 05:58:04.265812,2.5748975084340615,1.2874487542170308,0.7724692525302185,0.5149795016868123,5.149795016868123
2020-12-31 05:58:04.265812,2.0174089061647758,1.0087044530823879,0.6052226718494327,0.4034817812329552,4.0348178123295515
2021-03-31 05:58:04.265812,2.753940960039575,1.3769704800197875,0.8261822880118724,0.5507881920079151,5.50788192007915
2021-06-30 05:58:04.265812,2.7217606347847925,1.3608803173923962,0.8165281904354377,0.5443521269569586,5.443521269569585
2021-09-30 05:58:04.265812,2.044149716456925,1.0220748582284624,0.6132449149370774,0.408829943291385,4.08829943291385
2021-12-31 05:58:04.265812,2.4436609730430545,1.2218304865215273,0.7330982919129163,0.48873219460861095,4.887321946086109
2022-03-31 05:58:04.265812,2.491833225670264,1.245916612835132,0.7475499677010792,0.4983666451340528,4.983666451340528
2022-06-30 05:58:04.265812,2.711206010329211,1.3556030051646055,0.8133618030987633,0.5422412020658423,5.422412020658422
2022-09-30 05:58:04.265812,2.161976465516828,1.080988232758414,0.6485929396550484,0.4323952931033656,4.323952931033656
2022-12-31 05:58:04.265812,2.7797151379684366,1.3898575689842183,0.833914541390531,0.5559430275936873,5.559430275936873
2023-03-31 05:58:04.265812,2.045258404344962,1.022629202172481,0.6135775213034885,0.4090516808689924,4.090516808689924
2023-06-30 05:58:04.265812,2.0375772884298304,1.0187886442149152,0.6112731865289491,0.4075154576859661,4.075154576859661
2023-09-30 05:58:04.265812,2.7795823743663055,1.3897911871831528,0.8338747123098916,0.5559164748732611,5.559164748732611
2023-12-31 05:58:04.265812,2.532669614730986,1.266334807365493,0.7598008844192957,0.5065339229461973,5.065339229461972
2024-03-31 05:58:04.265812,2.5569350157564763,1.2784675078782382,0.7670805047269429,0.5113870031512953,5.113870031512953
2024-06-30 05:58:04.265812,2.0306011246489053,1.0153005623244526,0.6091803373946716,0.40612022492978106,4.061202249297811
2024-09-30 05:58:04.265812,2.5174536815295916,1.2587268407647958,0.7552361044588775,0.5034907363059183,5.034907363059183
2024-12-31 05:58:04.265812,2.901056725169626,1.450528362584813,0.8703170175508879,0.5802113450339252,5.802113450339252
2025-03-31 05:58:04.265812,2.7630670641938195,1.3815335320969098,0.8289201192581458,0.552613412838764,5.526134128387639
2025-06-30 05:58:04.265812,2.7497062729404576,1.3748531364702288,0.8249118818821373,0.5499412545880915,5.499412545880915
2025-09-30 05:58:04.265812,2.2543099984330057,1.1271549992165029,0.6762929995299017,0.4508619996866012,4.5086199968660114
2025-12-31 05:58:04.265812,2.5785477297513544,1.2892738648756772,0.7735643189254063,0.5157095459502709,5.157095459502709
