Date,Equity_Notional_B,Options_Contracts_M,Crypto_Notional_B,Avg_Trade_Size,Trades_Per_User
2023-02-02 05:58:03.845014,4.552963181833302,130.37350127432575,1.1150552920704768,335.53778895148184,4.766214259820061
2023-02-03 05:58:03.845014,4.8732435558829685,92.82792013573086,1.8413826188112048,292.36788733469893,6.147142574786389
2023-02-04 05:58:03.845014,5.690517845309229,123.83449687624388,1.4571395287253242,378.2061862198061,3.5854854908722524
2023-02-05 05:58:03.845014,6.514116858836291,57.69472058412206,1.0077367676648161,249.02217072794053,7.5888268393765985
2023-02-06 05:58:03.845014,5.247535488982475,144.2272007316802,2.8783237553435317,342.03467441548395,7.487951180163112
2023-02-07 05:58:03.845014,7.2115811447819755,73.48767905626511,1.0399847946450507,350.0211274542023,3.3962873687343698
2023-02-08 05:58:03.845014,5.86990970130959,52.4064866689559,2.5779063256922967,294.25689369650024,6.6714946590713895
2023-02-09 05:58:03.845014,7.007694401303535,127.83493448453295,1.477014180165837,261.2473739833266,5.331246734403168
2023-02-10 05:58:03.845014,6.7877899373358925,56.888051555862305,1.876638502805376,470.9678762201245,6.5181383556476
2023-02-11 05:58:03.845014,7.3637370101226045,124.321368287173,0.8705231864691969,458.1805769333469,7.786097297766218
2023-02-12 05:58:03.845014,3.5528707313290773,118.19324087982784,1.8611110240535753,448.03066468822175,6.80053681009865
2023-02-13 05:58:03.845014,7.611227055116801,63.18413268869154,1.122886680380598,411.7299543424863,5.988011586912901
2023-02-14 05:58:03.845014,6.967178824728354,101.21708896740915,1.8715565171650044,342.26232643324664,3.185311199338494
2023-02-15 05:58:03.845014,2.952771343912225,94.3878852427441,1.24450001990642,472.7015258100976,6.969877504923717
2023-02-16 05:58:03.845014,6.605197105996616,104.63130927836093,1.5139013032917121,359.41889148249805,4.206695880040106
2023-02-17 05:58:03.845014,3.6321541063268388,84.9278239211461,0.58898225392167,265.24127778610824,5.3572912759768645
2023-02-18 05:58:03.845014,6.292094869533775,77.39063876120444,1.2279386374857237,431.1238473128593,4.667870176237441
2023-02-19 05:58:03.845014,2.1088929720432565,149.26496406087156,0.7154801178029286,322.0890656844465,3.9338532731005333
2023-02-20 05:58:03.845014,6.604959831702487,138.6886338574649,1.8019883037960298,269.3463943581138,6.537169890124351
2023-02-21 05:58:03.845014,7.652578534602254,77.9180042102283,2.051806361517009,477.0440311045611,3.3669450482068815
2023-02-22 05:58:03.845014,4.958014953179887,83.46855507193797,0.9192361008658616,426.32593004548767,3.0539556738664393
2023-02-23 05:58:03.845014,4.337025382413945,102.3927745901555,1.711247050996565,365.84598433613564,5.915721211663381
2023-02-24 05:58:03.845014,6.67706928621792,146.95227788766076,1.890070376258306,238.93610659211132,6.3101737461504195
2023-02-25 05:58:03.845014,7.893527543767287,67.28671554550824,2.27173654918711,284.00558695217535,4.388535772098434
2023-02-26 05:58:03.845014,7.917050019531543,76.90914511951259,2.478739198110998,381.8423730058893,6.712610478321104
2023-02-27 05:58:03.845014,5.224008653053328,99.94763726184131,2.969867616663449,220.92039074882953,4.777485604793125
2023-02-28 05:58:03.845014,7.739446785718016,70.75621035132241,0.9088903184726533,280.07376872479193,6.242955955262496
2023-03-01 05:58:03.845014,2.6122608278366366,104.02869277419087,2.2901140761387584,411.211066355148,6.187036379216091
2023-03-02 05:58:03.845014,4.113657382971025,58.444545275179436,2.9511458823555254,395.14984846174815,4.7303975990071905
2023-03-03 05:58:03.845014,7.205958357636274,89.77988066341462,2.4216580302737514,273.5204795285825,7.198490135831912
2023-03-04 05:58:03.845014,6.4085701279760805,54.8857422057625,1.5709556708732384,303.86353645205594,4.873614223820277
2023-03-05 05:58:03.845014,5.365059649873849,143.84281563988222,2.08380485509555,457.2398345064522,3.2094244078047005
