Date,Margin_Loans_B,Securities_Lending_B,Avg_Margin_Rate,Margin_Utilization_Pct
2023-02-02 05:58:04.076301,48.15035812226706,45.02591604229898,7.916046681476126,41.611863161617286
2023-02-03 05:58:04.076301,75.13069356775561,30.371952823654837,5.041340444040646,30.582706195573248
2023-02-04 05:58:04.076301,41.59196213270421,30.601680263574313,5.106684635932817,47.6644916811919
2023-02-05 05:58:04.076301,67.99379679759274,27.15886741593914,6.332273239327428,45.79027207283068
2023-02-06 05:58:04.076301,76.63763350131894,21.074229151067808,5.520625164404884,45.943582895983184
2023-02-07 05:58:04.076301,71.61350246027621,28.716214055923473,6.526202932798939,39.00391207271471
2023-02-08 05:58:04.076301,65.04105229806638,41.62522687050684,6.453763404461969,30.61106204524767
2023-02-09 05:58:04.076301,53.28825735142378,30.995001598941425,7.354020801078727,40.99009363181311
2023-02-10 05:58:04.076301,65.64747438241798,39.023183167494636,7.480658462115709,36.14667095180693
2023-02-11 05:58:04.076301,46.145755412692274,41.6582137282278,6.652515756691168,38.723649322745814
2023-02-12 05:58:04.076301,62.34911145902706,43.32653875724034,7.938971217537963,41.13369010347745
2023-02-13 05:58:04.076301,40.89718475585732,24.081929731215197,7.541143012607049,40.08214050267636
2023-02-14 05:58:04.076301,45.46100556581956,20.525927424231384,6.073968154108384,32.40847517030654
2023-02-15 05:58:04.076301,46.05061930455672,33.557109057973214,6.3107696788091925,43.86324265086822
2023-02-16 05:58:04.076301,75.41448145413334,31.53313525076568,5.739925088164052,30.07583533201832
2023-02-17 05:58:04.076301,53.1278813574016,42.95266115537636,5.676173148967076,42.4268430994164
2023-02-18 05:58:04.076301,62.061122370261884,21.263404941323685,6.141932140552159,35.360253081500005
2023-02-19 05:58:04.076301,57.536359515316576,42.672139573168806,6.37256551568378,37.60707085413285
2023-02-20 05:58:04.076301,42.656021119692774,28.07071012689045,6.516585265201611,37.84937176959145
2023-02-21 05:58:04.076301,72.54350223377197,25.72248065307118,5.543942033103372,33.03244062044086
2023-02-22 05:58:04.076301,48.11852518538577,24.35501379984373,7.655645976722558,42.16314070443442
2023-02-23 05:58:04.076301,73.51634853363235,22.29870285137704,5.46558154430115,33.7428698161161
2023-02-24 05:58:04.076301,73.35465564803219,42.34065093039963,5.468646890793577,35.298755787610055
2023-02-25 05:58:04.076301,55.14299058655352,32.269203358386065,5.478814460580243,41.86655789173097
2023-02-26 05:58:04.076301,71.00903004297516,44.78585628085065,5.868651643605427,48.12563042822138
2023-02-27 05:58:04.076301,49.40632414410324,31.814721342989074,6.057595274674247,38.04825212804242
2023-02-28 05:58:04.076301,43.22810892400192,48.18887232701028,5.7642353240143755,38.008042473916376
2023-03-01 05:58:04.076301,40.9047826292195,27.255783963309682,6.106030941179778,37.28991106933369
2023-03-02 05:58:04.076301,52.337812285433735,33.94008162184614,6.524638224154532,32.57501954054108
2023-03-03 05:58:04.076301,70.09015275036262,36.24980713386226,6.06452537247323,45.31943040425862
2023-03-04 05:58:04.076301,51.96441507349749,25.893491214550703,7.784865070414998,31.578524435215982
2023-03-05 05:58:04.076301,47.14112753737537,30.425723947082183,6.565506389608359,45.7912516926021
2023-03-06 05:58:04.076301,42.708002611436086,41.08130433727304,7.814029059338107,48.324273800117474
2023-03-07 05:58:04.076301,47.816172093762944,23.40071758619042,6.842164441824673,44.63823437344088
2023-03-08 05:58:04.076301,66.45977764650397,42.55162439507977,5.792496689682581,35.88496637979013
