Date,Product,Volume_B,Revenue_M,Market_Share_Pct
2021-02-28 05:58:04.074657,Stocks,72.8474141042273,347.88750564992347,24.435918298761095
2021-02-28 05:58:04.074657,Options,75.59856693313054,177.6138158521151,11.0765492813974
2021-02-28 05:58:04.074657,Futures,47.26835181501271,40.210612777885444,5.886071167950398
2021-02-28 05:58:04.074657,Forex,37.89312766818875,91.83064686275083,5.316809682113697
2021-02-28 05:58:04.074657,Bonds,21.308164172956335,28.19420380777586,1.5876046450298
2021-02-28 05:58:04.074657,Mutual Funds,24.761773567868076,32.67387505896751,1.6882565950640225
2021-03-31 05:58:04.074657,Stocks,178.30575515085994,284.7785566915629,15.4544491287064
2021-03-31 05:58:04.074657,Options,41.195429147016775,186.2678119536029,5.110148672810119
2021-03-31 05:58:04.074657,Futures,24.5913021521148,43.573682388065315,4.872052851351822
2021-03-31 05:58:04.074657,Forex,65.23983515533442,125.66208358016456,5.948032895306766
2021-03-31 05:58:04.074657,Bonds,19.829725161780612,79.39986085114799,4.37852267561375
2021-03-31 05:58:04.074657,Mutual Funds,16.79552847298039,50.08570017410167,1.527793103281033
2021-04-30 05:58:04.074657,Stocks,79.18612844276062,107.94196321637003,17.318278082567492
2021-04-30 05:58:04.074657,Options,137.65549822475748,205.64847578251238,10.727358020627761
2021-04-30 05:58:04.074657,Futures,27.316575061472125,105.29289634863446,1.8738822977000509
2021-04-30 05:58:04.074657,Forex,20.137557768031787,70.2607624298407,9.365754346645591
2021-04-30 05:58:04.074657,Bonds,14.813058481017585,65.80216985578832,1.5256091208791505
2021-04-30 05:58:04.074657,Mutual Funds,23.624719167337343,36.42992392504056,0.7555853414240407
2021-05-31 05:58:04.074657,Stocks,165.76597460368444,347.21531245009993,9.469165657894315
2021-05-31 05:58:04.074657,Options,96.62155495596414,128.81226779476717,18.49718495224611
2021-05-31 05:58:04.074657,Futures,52.000902654814844,105.05233353166818,1.6564564144899656
2021-05-31 05:58:04.074657,Forex,33.430569270148276,87.00122516538417,6.434059953832047
2021-05-31 05:58:04.074657,Bonds,19.28362158054971,66.08516158447134,1.2580595653135906
2021-05-31 05:58:04.074657,Mutual Funds,23.429932536250615,46.24476699767459,3.10425044524409
