Date,Service,Revenue_B,Client_Penetration_Pct,NPS_Score
2021-02-28 05:58:04.122379,Wealth Management,2.713840307740588,34.11000714640651,43.802671622772955
2021-02-28 05:58:04.122379,Retirement,2.7230303973652514,22.569344075479265,49.954497320972465
2021-02-28 05:58:04.122379,Trading,0.9317986163510386,27.385400029705277,42.757874021944865
2021-02-28 05:58:04.122379,Banking,0.7988290126356019,12.68495685691182,54.308185903258654
2021-02-28 05:58:04.122379,Advice,1.3164737708078336,14.695813826984342,49.946898689023264
2021-03-31 05:58:04.122379,Wealth Management,2.7173225340674003,32.743696850850284,48.76046288488705
2021-03-31 05:58:04.122379,Retirement,2.3596280465800703,16.882965568513654,44.569516453952154
2021-03-31 05:58:04.122379,Trading,1.809144027394879,19.248136525544044,69.70384290751507
2021-03-31 05:58:04.122379,Banking,1.3497179433321094,9.367042704792501,69.50879430973667
2021-03-31 05:58:04.122379,Advice,2.833438812034226,12.029864962062737,46.31331828138798
2021-04-30 05:58:04.122379,Wealth Management,1.5205615575222766,37.787810750246436,41.02375735166334
2021-04-30 05:58:04.122379,Retirement,3.5546378969975536,47.69946533579344,42.067536396610464
2021-04-30 05:58:04.122379,Trading,1.7483532007716645,28.163099869163876,42.13292418622661
2021-04-30 05:58:04.122379,Banking,1.207861635120078,14.663348018009971,59.141380614887005
2021-04-30 05:58:04.122379,Advice,2.308837342961702,26.761124742992248,46.73432869165313
2021-05-31 05:58:04.122379,Wealth Management,2.751724799239515,45.9494168506891,47.03595509833677
2021-05-31 05:58:04.122379,Retirement,1.1153908527656566,35.87790623974917,54.005893082090275
2021-05-31 05:58:04.122379,Trading,1.493865560837541,25.70618085924988,44.65908949486657
2021-05-31 05:58:04.122379,Banking,1.3340435430683912,11.800618962848462,46.984477537788706
2021-05-31 05:58:04.122379,Advice,0.6550112106283748,20.26980806732401,63.2989861278608
2021-06-30 05:58:04.122379,Wealth Management,2.8977213221190707,44.948774322618945,63.57478559348578
2021-06-30 05:58:04.122379,Retirement,2.0142971479973073,38.29864027613478,42.003776335563494
2021-06-30 05:58:04.122379,Trading,1.8299456857068126,16.19436136379829,46.80192684959166
2021-06-30 05:58:04.122379,Banking,0.3799463236287157,12.745090265856001,64.70805017373739
2021-06-30 05:58:04.122379,Advice,2.7826637835489927,26.37958963293761,40.1318752149444
2021-07-31 05:58:04.122379,Wealth Management,2.7272449113428245,27.848466666498606,63.20387611177551
2021-07-31 05:58:04.122379,Retirement,3.9876841320249983,16.793886459390826,48.13661090482096
2021-07-31 05:58:04.122379,Trading,1.6549608128164028,21.922912923000244,51.182157072098946
2021-07-31 05:58:04.122379,Banking,1.3897933862330885,8.966036448158002,60.89399407637494
2021-07-31 05:58:04.122379,Advice,1.7222592977021745,31.70642449064349,57.434172430214616
2021-08-31 05:58:04.122379,Wealth Management,4.817235334040518,28.614247603826644,47.28814715090671
2021-08-31 05:58:04.122379,Retirement,1.0924982246116035,30.965403149941736,55.80751086934664
2021-08-31 05:58:04.122379,Trading,0.9882791994410254,29.046823989163407,56.67867787724196
2021-08-31 05:58:04.122379,Banking,1.1372845416704254,11.613388140625608,49.58924921884942
2021-08-31 05:58:04.122379,Advice,1.3078291296278794,15.819689209261535,52.44791621013489
