Date,Firm,AUM_B,Advisor_Count_K,Revenue_Per_Advisor_K,Client_Retention_Pct
2016-03-31 05:58:04.121213,Fidelity,10847.58298486766,11.92502708579444,780.2802945489235,97.30020455836772
2016-03-31 05:58:04.121213,Schwab,7047.273475249333,14.45131450865693,552.1435308011205,92.79747628714458
2016-03-31 05:58:04.121213,Vanguard,7851.088144780891,1.1320405835244032,792.6941755335007,92.10736667230188
2016-03-31 05:58:04.121213,Morgan Stanley WM,4495.740265816679,16.37615342031594,1103.028372318192,97.51141842861698
2016-03-31 05:58:04.121213,Merrill Lynch,3561.1710894489142,18.38602091033236,798.5935084289235,95.8251134924114
2016-06-30 05:58:04.121213,Fidelity,11704.02538688222,10.064821806779113,596.4002474756162,94.32771286991392
2016-06-30 05:58:04.121213,Schwab,7013.764053699114,14.901263254893657,856.9445675959811,95.37255625849772
2016-06-30 05:58:04.121213,Vanguard,8494.625450109888,2.4105515283983427,755.4978331335298,95.05930186756805
2016-06-30 05:58:04.121213,Morgan Stanley WM,4588.819919004165,10.995127275849018,1100.9259521275042,97.73960912841282
2016-06-30 05:58:04.121213,Merrill Lynch,3597.775079125626,10.644223006103209,1114.8075155670363,93.05692882859927
2016-09-30 05:58:04.121213,Fidelity,11257.129056772388,18.68628096008986,1090.5002772306448,92.80024416626783
2016-09-30 05:58:04.121213,Schwab,7307.095832165079,18.09528544586498,717.773393389371,97.6679410819678
2016-09-30 05:58:04.121213,Vanguard,8357.051595985622,2.6669047190805077,567.3057732736245,96.96605831466512
2016-09-30 05:58:04.121213,Morgan Stanley WM,4831.4004753902855,19.42810511481675,1189.373542802384,97.98538150658966
2016-09-30 05:58:04.121213,Merrill Lynch,3682.0181162082986,19.62966517660798,770.9091463005861,94.59869749879807
2016-12-31 05:58:04.121213,Fidelity,11523.566030250468,18.67628681000469,866.9307255686058,95.58196451767965
2016-12-31 05:58:04.121213,Schwab,7518.046272875574,18.122491989786585,1146.634218420382,96.84833229159558
2016-12-31 05:58:04.121213,Vanguard,8460.126956135082,2.3687959660442717,939.5484450408019,94.28337029224076
2016-12-31 05:58:04.121213,Morgan Stanley WM,4811.356513273716,18.956040941678037,646.637517808428,94.5952151299073
2016-12-31 05:58:04.121213,Merrill Lynch,3727.666860980894,10.238609428734724,590.8443057215941,97.95003713550453
2017-03-31 05:58:04.121213,Fidelity,11985.518416069512,12.508319920300709,882.8503764686252,94.12645915989613
2017-03-31 05:58:04.121213,Schwab,7489.378071072407,17.97296154311165,514.5512386656451,94.04976037148619
2017-03-31 05:58:04.121213,Vanguard,8686.535589159063,2.5861042225523247,949.772103277036,95.17151128360786
2017-03-31 05:58:04.121213,Morgan Stanley WM,4864.289312132224,13.481038995926527,970.1002893998683,95.23316941906694
