Date,Equity_Trades_M,Options_Contracts_M,PFOF_Revenue_M,Margin_Balances_B,Cash_Sweep_B
2021-02-02 05:58:04.257138,0.6600927280595783,32.17974367946614,173.8941717051356,68.11686522600984,455.09650688026204
2021-02-03 05:58:04.257138,22.412680809433688,47.26602215096348,91.0166146167517,77.71276043382389,400.9290257691981
2021-02-04 05:58:04.257138,0.1711335217281931,124.19457622326792,192.36730656091902,90.5836335736943,497.4195632539637
2021-02-05 05:58:04.257138,1.6611577443713927,64.19332824640479,201.48706698854383,74.75480475796039,309.727735458734
2021-02-06 05:58:04.257138,0.41536682598991537,0.05785047638047691,14.326693254609598,62.26665361617074,424.06022082445327
2021-02-07 05:58:04.257138,0.5664638572046145,1.5543390033134834,7.4962863362043635,81.58123498648888,496.6352466949206
2021-02-08 05:58:04.257138,10.19562414367548,125.01288718733282,116.5786467579905,77.40136315713329,378.0168933119639
2021-02-09 05:58:04.257138,7.977480383941894,94.92517132209295,184.01326030841267,60.92873136563968,322.20800758203416
2021-02-10 05:58:04.257138,0.39679673416843175,4.546455793598372,127.24253021287336,99.31148486056072,411.1082592605691
2021-02-11 05:58:04.257138,10.856175598425764,29.77300142328687,97.24515209666822,89.44454155800794,457.8963681562118
2021-02-12 05:58:04.257138,0.6393172772038175,7.811999413415726,142.46646017181536,64.11788680045164,321.57557732049634
2021-02-13 05:58:04.257138,1.0076175379445707,2.4272954033770056,10.376713433098828,79.3091237000215,456.81423317676735
2021-02-14 05:58:04.257138,0.6003045832477367,1.2642847581138994,5.578868185952118,91.85233360722098,339.4926980480361
2021-02-15 05:58:04.257138,13.3962316077392,124.61307774965502,175.1602733922355,87.704446508388,315.1265306066873
2021-02-16 05:58:04.257138,3.7870822334166294,117.6710818815857,170.46179622041592,93.45392540087943,427.39854792507145
2021-02-17 05:58:04.257138,20.47332255209938,9.664363472025183,169.85997525164137,69.1570236203372,318.572148519689
2021-02-18 05:58:04.257138,2.8647451899696232,5.719674517304935,99.91875850473558,76.46909220213307,423.41858493078155
2021-02-19 05:58:04.257138,13.757887234404148,135.48617579103856,183.40165983371702,73.96321102747405,448.2106018275347
2021-02-20 05:58:04.257138,2.135767230979672,0.8994096414089363,11.96408799395445,77.9833148517563,370.51383577204115
2021-02-21 05:58:04.257138,0.16466184900977954,0.3955535795359234,10.749093755067735,92.27856559931175,352.76753363890526
2021-02-22 05:58:04.257138,0.7633831044659725,16.038789444876688,207.17683806750665,81.33903014600808,434.4326174982416
2021-02-23 05:58:04.257138,2.4970153800534174,2.2271359003925064,144.3913186580849,87.00457043187275,347.9000513958497
2021-02-24 05:58:04.257138,10.49473432818919,8.067807343347939,92.8016794209795,98.21521216565891,341.2224812535812
2021-02-25 05:58:04.257138,8.174912574160665,59.1921653218357,104.68579361172672,61.86619861781255,311.42475297020223
2021-02-26 05:58:04.257138,4.813624837920234,91.79919712802382,118.88723675626065,81.00742818982808,388.5113139571841
2021-02-27 05:58:04.257138,0.33367444375227034,0.21978275031756664,9.999333011492816,71.99395792325753,467.8872353594823
2021-02-28 05:58:04.257138,1.4007287552236656,2.753545070557716,7.260854109714074,86.68046571047311,443.37664316354113
2021-03-01 05:58:04.257138,5.6559617337484545,113.88236927465522,221.61811636942804,73.0347467451415,401.1584541296334
2021-03-02 05:58:04.257138,6.540619714790054,24.653784687956183,196.0890666912387,98.60294920283562,438.5900522301762
2021-03-03 05:58:04.257138,11.17967433151407,29.6752286667926,216.42651542508486,93.83088610991588,448.308623324572
2021-03-04 05:58:04.257138,12.887914601069983,13.09415068223091,157.8280703879584,93.73344252496223,375.25647082220047
2021-03-05 05:58:04.257138,0.46624103567150277,24.053447154539455,101.0315019176511,69.7551849037223,334.8300017994847
2021-03-06 05:58:04.257138,0.9570811499430644,2.444821884919982,6.703799989640718,76.49722303869424,343.99844436787725
2021-03-07 05:58:04.257138,0.5196030585051782,0.26998689407455567,6.723630334244437,96.31968979196407,358.43645551647046
2021-03-08 05:58:04.257138,21.218019812612013,19.411464264311796,87.5826608333391,90.54691171323898,306.13256283599844
2021-03-09 05:58:04.257138,0.23999548166167955,32.50418011508743,165.75938954084234,93.68149482656399,333.0167297951593
2021-03-10 05:58:04.257138,3.4059511687135693,45.30459916503926,219.7617527239747,66.38896397502069,334.5834053024301
2021-03-11 05:58:04.257138,3.140825754702969,57.60184924542354,120.57634217883796,91.74166900605368,421.8581417188637
2021-03-12 05:58:04.257138,2.2445285195064457,45.17624176982407,215.68119195447312,90.5379575291757,313.71827789870207
2021-03-13 05:58:04.257138,1.2374183890063186,3.6299313022507067,11.675832177342537,91.37953044424194,407.6298970562612
2021-03-14 05:58:04.257138,0.49393799542078354,22.064005687739982,7.393194875218342,83.07100542770333,391.765961807699
2021-03-15 05:58:04.257138,4.765092434755642,19.76632054260069,223.97660285721236,62.472842382350564,462.5816499831769
2021-03-16 05:58:04.257138,1.011450921949947,0.03963630570266741,151.60599342587372,88.82672471697897,488.545512052387
2021-03-17 05:58:04.257138,1.3703141727116466,11.80355234118588,84.29111657242237,83.19717436909997,372.8150193490525
2021-03-18 05:58:04.257138,0.4334438375036045,31.46918610812563,112.81635311705514,90.84052478406487,322.38572758077544
