Date,Bank,Risk_Category,Risk_Score,Control_Effectiveness,Residual_Risk,Trend
2016-02-29 05:42:17.579860,Bank of America,Credit Risk,27.95582289480899,0.9010960029566665,26.512129438718212,Stable
2016-02-29 05:42:17.579860,Bank of America,Market Risk,67.2944780970335,0.8049654198400658,13.477055159111012,Stable
2016-02-29 05:42:17.579860,Bank of America,Operational Risk,61.47494882264414,0.9007469560658766,10.339011173348855,Improving
2016-02-29 05:42:17.579860,Bank of America,Liquidity Risk,36.78302259105191,0.8546584832857043,34.55000961061002,Deteriorating
2016-02-29 05:42:17.579860,Bank of America,Compliance Risk,50.23688630597256,0.8363998452568784,33.12422157519009,Deteriorating
2016-02-29 05:42:17.579860,Bank of America,Reputational Risk,9.765717607491073,0.8896987939623762,24.92518536580811,Stable
2016-02-29 05:42:17.579860,Bank of America,Model Risk,25.110380410582092,0.866814188845046,39.919512356479935,Stable
2016-02-29 05:42:17.579860,Bank of America,Cyber Risk,63.22669647738822,0.8289124179979938,24.87684543818949,Improving
2016-02-29 05:42:17.579860,JPMorgan,Credit Risk,30.504733342469745,0.8329426091649167,32.98246116784897,Improving
2016-02-29 05:42:17.579860,JPMorgan,Market Risk,37.0023416315282,0.934826926248381,34.41587934724264,Improving
2016-02-29 05:42:17.579860,JPMorgan,Operational Risk,39.21746759960785,0.9287722258818081,26.687097297766226,Improving
2016-02-29 05:42:17.579860,JPMorgan,Liquidity Risk,22.73546077730468,0.9165789973322708,28.849881226162537,Improving
2016-02-29 05:42:17.579860,JPMorgan,Compliance Risk,19.978160389011236,0.8205918084415632,22.85552754164778,Stable
2016-02-29 05:42:17.579860,JPMorgan,Reputational Risk,42.58586575100469,0.7114092923067927,37.526849857632,Stable
2016-02-29 05:42:17.579860,JPMorgan,Model Risk,63.98642126057622,0.7908943940134063,30.24675853115091,Stable
2016-02-29 05:42:17.579860,JPMorgan,Cyber Risk,30.435175628009674,0.7805611322761938,27.408387834969517,Improving
2016-02-29 05:42:17.579860,Citigroup,Credit Risk,65.58973527060095,0.8910888917476298,31.564656602126774,Improving
2016-02-29 05:42:17.579860,Citigroup,Market Risk,52.963584524248034,0.7355939097057804,15.881279206481647,Deteriorating
2016-02-29 05:42:17.579860,Citigroup,Operational Risk,27.244404368068256,0.8482234951350577,15.712637107685811,Stable
2016-02-29 05:42:17.579860,Citigroup,Liquidity Risk,30.014535867423675,0.8570930019078401,12.634852460504376,Deteriorating
2016-02-29 05:42:17.579860,Citigroup,Compliance Risk,36.840943871067296,0.8423288702165121,29.124552409525407,Stable
2016-02-29 05:42:17.579860,Citigroup,Reputational Risk,47.86366212062892,0.8365448783879921,28.509620902948747,Stable
2016-02-29 05:42:17.579860,Citigroup,Model Risk,24.045744148961955,0.8789050194922751,36.19907617764369,Deteriorating
2016-02-29 05:42:17.579860,Citigroup,Cyber Risk,17.612360103819174,0.8245968171210866,12.589071655172644,Deteriorating
2016-02-29 05:42:17.579860,Wells Fargo,Credit Risk,71.05042420197628,0.8967849586219669,15.195740959805695,Improving
2016-02-29 05:42:17.579860,Wells Fargo,Market Risk,38.60806820230339,0.7019512697461608,37.66284226718208,Stable
2016-02-29 05:42:17.579860,Wells Fargo,Operational Risk,24.95783191565298,0.9037412940934558,39.67754940998122,Improving
2016-02-29 05:42:17.579860,Wells Fargo,Liquidity Risk,69.99989463709578,0.8614626431876403,20.491073644805223,Improving
2016-02-29 05:42:17.579860,Wells Fargo,Compliance Risk,25.63023183830114,0.7434628943173914,37.682362388367,Improving
2016-02-29 05:42:17.579860,Wells Fargo,Reputational Risk,18.44971455847684,0.8492148634002882,38.6305470740725,Stable
2016-02-29 05:42:17.579860,Wells Fargo,Model Risk,11.411592131862353,0.8261409222597313,27.79167918821102,Stable
2016-02-29 05:42:17.579860,Wells Fargo,Cyber Risk,67.65599186144915,0.827713885394399,31.045504493292068,Stable
2016-02-29 05:42:17.579860,Goldman Sachs,Credit Risk,42.36130520660558,0.7389875183356541,26.066570409805916,Stable
2016-02-29 05:42:17.579860,Goldman Sachs,Market Risk,76.0221240917812,0.8757863243451249,21.23458119667002,Stable
2016-02-29 05:42:17.579860,Goldman Sachs,Operational Risk,25.268557263136312,0.8397149215695014,12.037578956502331,Stable
2016-02-29 05:42:17.579860,Goldman Sachs,Liquidity Risk,59.00040797049466,0.8819768403456572,25.14774430034651,Improving
2016-02-29 05:42:17.579860,Goldman Sachs,Compliance Risk,13.656133820375857,0.8618251803485459,33.38067403867709,Deteriorating
2016-02-29 05:42:17.579860,Goldman Sachs,Reputational Risk,49.54911852608517,0.7440826426156784,28.86526026735091,Stable
2016-02-29 05:42:17.579860,Goldman Sachs,Model Risk,38.55487144545273,0.7926409403364516,30.466572968768684,Deteriorating
2016-02-29 05:42:17.579860,Goldman Sachs,Cyber Risk,52.01642873355304,0.7803435749502496,21.631595769893345,Improving
2016-02-29 05:42:17.579860,Morgan Stanley,Credit Risk,48.21852342528004,0.877723363909699,21.833516994986496,Stable
2016-02-29 05:42:17.579860,Morgan Stanley,Market Risk,10.762012666409214,0.8551349890340356,19.874210734586352,Stable
2016-02-29 05:42:17.579860,Morgan Stanley,Operational Risk,65.94452068772635,0.829241364827052,37.13378721884267,Improving
2016-02-29 05:42:17.579860,Morgan Stanley,Liquidity Risk,64.33544640720724,0.9449636078463393,11.424859055308685,Improving
2016-02-29 05:42:17.579860,Morgan Stanley,Compliance Risk,46.50645476071253,0.7579528136516323,24.501296110298096,Improving
2016-02-29 05:42:17.579860,Morgan Stanley,Reputational Risk,63.149287647589624,0.9220502328336629,11.382214770971736,Improving
2016-02-29 05:42:17.579860,Morgan Stanley,Model Risk,71.83639966723783,0.9370269467853903,26.029407415924002,Stable
2016-02-29 05:42:17.579860,Morgan Stanley,Cyber Risk,29.68542606504854,0.8507885370182473,14.9201708192249,Stable
2016-03-31 05:42:17.579860,Bank of America,Credit Risk,55.6820987459344,0.8956439849786778,25.018731445980677,Improving
2016-03-31 05:42:17.579860,Bank of America,Market Risk,60.58783127695825,0.788702186175315,23.67854381687528,Stable
2016-03-31 05:42:17.579860,Bank of America,Operational Risk,35.82097204488865,0.9436030093102926,30.83023741546657,Improving
2016-03-31 05:42:17.579860,Bank of America,Liquidity Risk,72.90602136437533,0.831767123267693,27.586167471001893,Deteriorating
2016-03-31 05:42:17.579860,Bank of America,Compliance Risk,31.384239041119223,0.8958337696458923,28.594927178149337,Improving
2016-03-31 05:42:17.579860,Bank of America,Reputational Risk,33.93223315322556,0.7273759225493566,18.264068855698746,Improving
2016-03-31 05:42:17.579860,Bank of America,Model Risk,52.34183926569089,0.7295838930804076,17.215448963546137,Stable
2016-03-31 05:42:17.579860,Bank of America,Cyber Risk,44.74445442942069,0.7657635768709098,19.799019000267506,Deteriorating
2016-03-31 05:42:17.579860,JPMorgan,Credit Risk,59.127435575331205,0.7568618911023165,21.244516873726912,Deteriorating
2016-03-31 05:42:17.579860,JPMorgan,Market Risk,65.61913179440393,0.7036100295351848,19.196069757207894,Improving
2016-03-31 05:42:17.579860,JPMorgan,Operational Risk,39.09539182224966,0.779307771913429,24.69178833066647,Improving
2016-03-31 05:42:17.579860,JPMorgan,Liquidity Risk,39.03914225972943,0.831688762684826,33.709368674915446,Deteriorating
2016-03-31 05:42:17.579860,JPMorgan,Compliance Risk,51.651340307721156,0.9229731408625594,22.693584877684543,Stable
