Date,Company,Complaint_Count,Timely_Response_Pct,Consumer_Disputed_Pct,Median_Resolution_Days,Complaints_7d,Complaints_30d,Complaints_90d,Complaints_YoY_Change,Complaint_Velocity,Response_Risk_Score,Dispute_Risk_Score,Resolution_Risk_Score,Composite_Risk_Score
2016-02-03 05:41:48.424478,Equifax,1106,0.9564967729365234,0.25017673628780385,25.430379746835442,,,,,,4.350322706347665,25.017673628780386,8.476793248945146,13.855204238099997
2016-02-04 05:41:48.424478,Equifax,1344,0.956177137389575,0.25406621614997466,25.571428571428573,,,,,,4.3822862610425,25.406621614997466,8.523809523809526,14.034477381454593
2016-02-05 05:41:48.424478,Equifax,988,0.9562190756262869,0.25164144059748783,23.156626506024097,,,,,,4.378092437371306,25.164144059748782,7.718875502008032,13.694748005713315
2016-02-06 05:41:48.424478,Equifax,306,0.9594638080544523,0.2320082133872805,25.459016393442624,,,,,,4.05361919455477,23.20082133872805,8.486338797814208,13.042315933201913
2016-02-07 05:41:48.424478,Equifax,385,0.9564991239588883,0.24319558158942156,24.555555555555557,,,,,,4.350087604111175,24.319558158942158,8.185185185185185,13.488405100365773
2016-02-08 05:41:48.424478,Equifax,832,0.95627969823163,0.2577228335796104,25.056818181818183,,,,,,4.372030176837005,25.77228335796104,8.352272727272728,14.126204214417337
2016-02-09 05:41:48.424478,Equifax,980,0.9552970259327832,0.24491464684602618,25.080459770114942,5941.0,,,,,4.470297406721679,24.49146468460262,8.360153256704981,13.645721072869046
2016-02-10 05:41:48.424478,Equifax,1379,0.9576694593671472,0.25146720893967,24.033333333333335,6214.0,,,,,4.23305406328528,25.146720893967,8.011111111111113,13.731937909905719
2016-02-11 05:41:48.424478,Equifax,1606,0.9552759806942381,0.2504779667720637,25.912087912087912,6476.0,,,,,4.472401930576186,25.047796677206367,8.637362637362639,13.952048041264195
2016-02-12 05:41:48.424478,Equifax,868,0.9568878480338544,0.24822025608228251,21.9375,6356.0,,,,,4.31121519661456,24.82202560822825,7.3125,13.41592480227567
2016-02-13 05:41:48.424478,Equifax,314,0.955550275624391,0.24917655125796964,25.602739726027398,6364.0,,,,,4.444972437560901,24.917655125796966,8.534246575342465,13.860827754189799
2016-02-14 05:41:48.424478,Equifax,267,0.955480242133586,0.24984808687482268,25.473684210526315,6246.0,,,,,4.4519757866414045,24.984808687482268,8.491228070175438,13.87688463203796
2016-02-15 05:41:48.424478,Equifax,899,0.9566703891648244,0.2570801396777707,23.325,6313.0,,,,,4.332961083517562,25.70801396777707,7.7749999999999995,13.915593912166097
2016-02-16 05:41:48.424478,Equifax,1553,0.9530326231456897,0.25404399532421107,21.625,6886.0,,,,0.15906413061774116,4.69673768543103,25.404399532421106,7.208333333333333,13.733281118597752
2016-02-17 05:41:48.424478,Equifax,1590,0.9560568151579267,0.25480345099931523,24.814814814814813,7097.0,,,,0.14209848728677188,4.394318484207327,25.480345099931522,8.271604938271604,13.991915066716288
2016-02-18 05:41:48.424478,Equifax,891,0.9535638978631599,0.23833551550439003,24.25609756097561,6382.0,,,,-0.014515132798023522,4.643610213684013,23.833551550439005,8.085365853658537,13.352113440378368
2016-02-19 05:41:48.424478,Equifax,1208,0.9537768578967221,0.23355095972163137,23.738636363636363,6722.0,,,,0.05758338577721833,4.622314210327794,23.355095972163138,7.912878787878787,13.102596288327229
2016-02-20 05:41:48.424478,Equifax,250,0.9544068976148095,0.23786188424270951,23.516129032258064,6658.0,,,,0.04619736015084852,4.559310238519054,23.78618842427095,7.838709677419354,13.233881344489903
