Date,NGR_M,Active_Users_K,ARPU,Slots_Share_Pct,Table_Games_Share_Pct
2021-03-31 06:02:51.537139,86.5038246066948,286.2923490715364,154.7514381252291,64.04397563109468,22.137785504115673
2021-06-30 06:02:51.537139,113.73526020577759,271.3008882430085,161.83181880020572,62.25295280962143,23.118841320227915
2021-09-30 06:02:51.537139,122.48884830966303,705.838577654729,253.3984932375523,66.2101780967388,26.267898821774825
2021-12-31 06:02:51.537139,150.40417241977525,536.1701691417899,168.4331155428417,69.18436230490718,26.572472565580856
2022-03-31 06:02:51.537139,159.83584159019114,825.4471960666694,283.11314623575436,67.37237655797774,29.64461653568082
2022-06-30 06:02:51.537139,163.6308516265785,992.0273957808207,172.63592077870715,73.5693725082351,23.99418441105572
2022-09-30 06:02:51.537139,198.71327238300506,860.6831656750745,164.36813752513223,69.65079947382279,21.363904758383267
2022-12-31 06:02:51.537139,221.64227890659933,1324.1581788120739,259.9175333064553,74.17507226161842,29.678209290073834
2023-03-31 06:02:51.537139,286.1287383749056,1100.244807761251,291.4615383789484,70.49536816760053,24.545013233997885
2023-06-30 06:02:51.537139,309.8777264422865,1337.5312067731786,168.16973985616013,60.97539660614272,27.559810977238875
2023-09-30 06:02:51.537139,321.1066649121099,1074.73204468222,179.9043576451139,63.600985274643826,26.969745628013722
2023-12-31 06:02:51.537139,315.41340111281437,2054.610274504565,199.46176809262437,67.78495215274596,20.829298703092636
2024-03-31 06:02:51.537139,427.18983123892286,1492.328083861665,248.77077980563206,66.52262509039289,29.957731998731468
2024-06-30 06:02:51.537139,461.6428468035492,1965.6290863395736,296.3034186846879,65.88915062977198,22.224365886840502
2024-09-30 06:02:51.537139,484.24536392765555,2241.7220904363962,237.69590580824783,66.64391037046832,27.884182867548276
2024-12-31 06:02:51.537139,511.8606089617279,2733.3025628766122,244.39327748791302,68.12766317668823,25.987655260086004
2025-03-31 06:02:51.537139,597.4898662957819,2568.5580127623925,202.7132504612048,71.06147742253849,26.443917902743348
2025-06-30 06:02:51.537139,717.1280770254291,3714.625562066392,246.08286404260966,66.47331617895166,21.7474414425145
2025-09-30 06:02:51.537139,808.8758255637455,1924.5605932912397,151.20645977272875,72.49080637834567,22.841590858041982
2025-12-31 06:02:51.537139,877.05002964583,5121.039345717083,151.47528376287025,60.213500279483036,28.30933361790925
