Date,Slots_Sessions_K,Table_Sessions_K,Live_Dealer_Sessions_K,Avg_Session_Minutes,RTP_Pct
2023-02-02 06:02:51.537558,224.03144533427175,37.3170788211134,32.22967179687855,44.7045820874451,93.7510894921453
2023-02-03 06:02:51.537558,230.15655008286086,95.80331566113688,23.482089396943056,21.79435135403988,94.11353329650046
2023-02-04 06:02:51.537558,280.40234927834524,71.23428782706085,60.58260455822996,32.965283998635,95.3209917089437
2023-02-05 06:02:51.537558,166.7643594289111,118.46028047368193,21.588547949544214,38.33714935807144,92.53484986544747
2023-02-06 06:02:51.537558,216.28686294620277,89.63631751156082,37.30429300456222,29.170479561622482,92.85555658378406
2023-02-07 06:02:51.537558,323.281430969482,54.2553466211354,15.986915117643816,44.71333214649529,94.84843475119256
2023-02-08 06:02:51.537558,234.65961666067884,68.55530555167626,39.87910170617617,33.32709881922606,96.97677166730018
2023-02-09 06:02:51.537558,247.70026285800867,59.93183176231031,47.60832682634485,40.15622320965784,95.38294191153346
2023-02-10 06:02:51.537558,327.21437720082844,45.88442669118282,38.725039616083386,43.47982213531948,93.01914557995315
2023-02-11 06:02:51.537558,208.8684597664595,61.052905374961504,33.85743177626441,26.16587230347849,94.94914893893123
2023-02-12 06:02:51.537558,312.7886746164673,132.7175884603946,38.74719836011943,29.621236119841033,94.64263762265824
2023-02-13 06:02:51.537558,131.63538444570491,64.98777092802185,33.80623505464836,20.245244241150534,95.6711481217831
2023-02-14 06:02:51.537558,193.4434398704772,86.60399810986502,21.389882013030686,25.265538117483732,92.26868095931447
2023-02-15 06:02:51.537558,175.3827301350907,55.63609413513297,37.93734343100535,38.848921470235965,95.24043565965798
2023-02-16 06:02:51.537558,173.90143497034654,44.63137966820879,23.864371330896237,38.9418055631744,93.07358499213888
2023-02-17 06:02:51.537558,174.66497897179502,99.55342410111913,22.12980573250362,42.35582273484175,95.69828302914527
2023-02-18 06:02:51.537558,315.5750876450313,60.15295069561085,15.216126693283273,23.395925152688047,96.21946610583136
2023-02-19 06:02:51.537558,444.93406264947606,42.06563001710896,39.83012551405509,24.59694708566382,96.61712332025331
2023-02-20 06:02:51.537558,327.41467237870626,49.49600149148512,22.966587941897995,22.192934051774834,96.71627783596163
2023-02-21 06:02:51.537558,341.4399388534949,90.87732086724897,39.66858099046845,38.990878911881964,95.60217309441634
2023-02-22 06:02:51.537558,206.758468820571,60.36570853932853,25.656492848095695,25.62423512556906,92.7884212257658
2023-02-23 06:02:51.537558,303.23895744882105,79.41754753626248,14.025514755423615,40.78315361743806,96.57785046129537
2023-02-24 06:02:51.537558,263.19067427223536,90.86837148688281,16.888971981971423,33.3347863538706,96.66257219742096
2023-02-25 06:02:51.537558,371.07393868603725,80.51820769858807,41.57753901058227,35.08379845459143,93.88466674325522
2023-02-26 06:02:51.537558,284.25976814464417,68.67299266363665,40.907974279005586,37.27467225597906,93.54284631765033
2023-02-27 06:02:51.537558,210.7853377942796,85.42797744960876,19.690970143861172,28.76198656618624,95.2684465260312
2023-02-28 06:02:51.537558,344.76406171546864,73.79656109258511,37.98521904170099,42.61934051953937,94.84645968597829
2023-03-01 06:02:51.537558,109.13735094650906,67.31683403944544,28.23072846912798,33.77949744846252,92.78442300997006
2023-03-02 06:02:51.537558,139.29810353552554,37.027803796234075,31.802515126143977,40.12322693698674,93.95064949278178
2023-03-03 06:02:51.537558,283.09716416418775,84.36454293531882,19.184248276307756,36.27479745290075,96.51589134414006
2023-03-04 06:02:51.537558,519.4288012025589,117.19704065183538,25.8878145819661,31.72691516016832,94.95416184069025
2023-03-05 06:02:51.537558,505.92069095853935,51.93477599475481,69.99040905961682,44.58569474987331,92.44657386566406
2023-03-06 06:02:51.537558,231.28469771139027,69.95458949413924,49.275520334958436,33.34748716075492,93.24329405462515
2023-03-07 06:02:51.537558,315.50121214533914,66.72343442717859,31.465502250664738,39.58354577497406,92.14451377941812
2023-03-08 06:02:51.537558,389.078978446649,98.79879807863213,42.577239842383754,42.0308276835837,95.75252262746494
2023-03-09 06:02:51.537558,351.7770255391899,81.76307904143486,45.51054603711366,41.27548525729468,93.30714202899709
2023-03-10 06:02:51.537558,293.1694294828663,63.82549030681592,20.110878543215577,30.904524584729554,94.14084002828413
2023-03-11 06:02:51.537558,312.3959116868328,91.9596461017947,62.19081660868176,23.562943516904948,94.38635207052339
2023-03-12 06:02:51.537558,153.52723675973039,119.96272877529304,31.80758488580231,42.28601824258461,93.7496417388938
2023-03-13 06:02:51.537558,181.61640230817414,98.5344747643379,35.078825107120664,28.022908453898054,92.03921464177122
2023-03-14 06:02:51.537558,342.3487916529829,40.7000515273915,30.98803483390768,27.209961271466582,94.98761062719667
2023-03-15 06:02:51.537558,334.97335705421943,70.20214567170892,41.12867388776797,22.447877023624745,92.38077914570188
2023-03-16 06:02:51.537558,232.24006790780166,81.51593757334383,21.316245518467845,25.465729424253034,92.90175879111325
2023-03-17 06:02:51.537558,219.16107610057878,71.51350742148088,29.23498396700066,34.02835502748852,93.7948818168179
2023-03-18 06:02:51.537558,199.1331594779678,47.31331041522849,18.75295754784611,26.3335422965679,95.51719309753118
2023-03-19 06:02:51.537558,321.91325119645364,102.83009952941947,17.95766391292638,33.27109464107182,95.57511377816235
2023-03-20 06:02:51.537558,169.99828627695487,52.56901440810219,49.88312957892256,36.058751974528434,92.66587575007026
2023-03-21 06:02:51.537558,251.78253533565442,96.42249536271856,33.47875228065527,44.903813478049656,94.41651214202332
