Date,Operator,Market_Share_Pct,Handle_B,GGR_M,Hold_Pct
2021-03-31 06:02:51.376323,FanDuel,42.674841775829805,1.420272834085204,209.0137150443229,7.045029185956144
2021-03-31 06:02:51.376323,DraftKings,30.88634112771046,2.981078396056504,66.96801864974515,7.617427253901597
2021-03-31 06:02:51.376323,BetMGM,8.606319062223907,0.42688460199077766,60.09106622200356,8.80128813986811
2021-03-31 06:02:51.376323,Caesars,9.112429935517339,0.8737198309872533,27.852861801067334,8.703572053458762
2021-03-31 06:02:51.376323,Others,8.059035461362827,2.153906546836535,32.93853687169841,7.026843432749319
2021-06-30 06:02:51.376323,FanDuel,38.42819913638128,9.250303425898213,254.61174772442516,9.861543297958486
2021-06-30 06:02:51.376323,DraftKings,29.098854491365408,7.1339454357953365,224.43425054147758,8.682319450044364
2021-06-30 06:02:51.376323,BetMGM,14.38040677134228,0.8744916803775536,73.88179748210709,9.088428925591165
2021-06-30 06:02:51.376323,Caesars,6.4909779390571645,1.1505832852554285,20.099619738009324,7.408218120578187
2021-06-30 06:02:51.376323,Others,13.019918542970974,1.9918913826519176,71.98453542104195,9.936067113152404
2021-09-30 06:02:51.376323,FanDuel,43.2713091247063,1.49835658425966,90.73339505127552,11.271590766153986
2021-09-30 06:02:51.376323,DraftKings,30.258733451301303,6.2116789099365395,158.66017622439296,7.410995495068126
2021-09-30 06:02:51.376323,BetMGM,12.278122634522246,1.3181894830171752,16.623881698535648,8.893624541302733
2021-09-30 06:02:51.376323,Caesars,8.485715412524325,0.6227676132082173,33.05787067781013,10.155219975076859
2021-09-30 06:02:51.376323,Others,9.404958278890007,1.4085746182723369,38.02754628068629,10.836285460060969
2021-12-31 06:02:51.376323,FanDuel,38.373735459365015,3.8996499924192216,81.02597845178151,9.411779167608126
2021-12-31 06:02:51.376323,DraftKings,27.830431830720055,3.8897685539046325,118.79813030385989,8.432849970894422
2021-12-31 06:02:51.376323,BetMGM,12.211003214219117,0.7498294541390924,30.84255231037888,7.23778360195781
2021-12-31 06:02:51.376323,Caesars,7.367197383811991,0.8955832604158851,24.988124812594346,8.97563855953859
2021-12-31 06:02:51.376323,Others,10.963261079055147,1.4753796033571593,31.932624284814814,10.454471046934213
2022-03-31 06:02:51.376323,FanDuel,41.26266939855791,6.9702128460478905,277.29000694894705,10.108562096941919
2022-03-31 06:02:51.376323,DraftKings,30.544438076464182,1.3989491684319524,44.48683000159629,9.659667890901389
2022-03-31 06:02:51.376323,BetMGM,9.453997933765564,1.724986468214515,63.47095374291071,7.968904291731578
2022-03-31 06:02:51.376323,Caesars,6.589190121891535,0.35891073451601613,12.944442463007759,10.683817742513227
2022-03-31 06:02:51.376323,Others,10.345054423402384,1.533489486542552,33.503884825482416,9.401701828481198
2022-06-30 06:02:51.376323,FanDuel,39.52608818538965,9.949470106094777,253.8961038652486,8.209415330234009
2022-06-30 06:02:51.376323,DraftKings,30.800476757761842,6.4741131549064,48.449139274593236,9.237839321841884
2022-06-30 06:02:51.376323,BetMGM,8.896088136792956,1.3616426156608639,39.572049310941146,11.26633034461443
2022-06-30 06:02:51.376323,Caesars,9.254839255890776,1.7911820434069055,10.759360065811322,8.432542345439531
2022-06-30 06:02:51.376323,Others,7.0854844174201554,1.0512891462419311,56.49912939198807,11.308826630785134
2022-09-30 06:02:51.376323,FanDuel,39.31175759647708,2.5918668990174174,136.93020360136305,9.023493848180001
2022-09-30 06:02:51.376323,DraftKings,29.846037335643043,0.8511651486863488,93.30571649378038,8.141303079393554
2022-09-30 06:02:51.376323,BetMGM,12.730142186622942,2.4785520920280857,20.668370911968868,10.515828868864203
2022-09-30 06:02:51.376323,Caesars,8.606297028924159,1.7191050477485494,18.32915029886062,11.11783257016105
2022-09-30 06:02:51.376323,Others,8.350168043329667,2.3393635496560576,25.95352922270985,8.685065005344446
2022-12-31 06:02:51.376323,FanDuel,42.6192300539504,4.779695481342359,180.0698181920972,11.461225477291592
2022-12-31 06:02:51.376323,DraftKings,28.99676315025118,3.0964669959193305,171.4585904433759,10.8498967952463
2022-12-31 06:02:51.376323,BetMGM,10.287194686251993,2.513181483903994,59.11110127653545,9.91191328185051
2022-12-31 06:02:51.376323,Caesars,8.92111237369371,0.7470787852613814,52.43839676621482,7.364114459663313
2022-12-31 06:02:51.376323,Others,11.188352899060028,1.9307677480542855,36.93240850739656,10.93073102030654
2023-03-31 06:02:51.376323,FanDuel,39.039573453174505,9.873952841045355,253.882839602926,11.561229732843001
2023-03-31 06:02:51.376323,DraftKings,29.936672257905084,4.726845306862092,44.109717463759786,11.34521695115116
2023-03-31 06:02:51.376323,BetMGM,9.456461354890685,2.8280982339465193,33.61119929795726,7.459762402639325
2023-03-31 06:02:51.376323,Caesars,4.029422987119014,0.5586016439418289,53.64389592382584,10.01397443390708
2023-03-31 06:02:51.376323,Others,10.889527517444993,1.566368911993607,55.955473953910776,9.906063475017321
2023-06-30 06:02:51.376323,FanDuel,42.71601101221971,4.720563922902354,130.2063831403991,8.129802217276014
2023-06-30 06:02:51.376323,DraftKings,31.45379973299502,4.809014699651709,179.91206371451477,10.214494738137338
2023-06-30 06:02:51.376323,BetMGM,13.378250817110468,2.4344162547990527,28.98221997501714,7.2014351576951245
2023-06-30 06:02:51.376323,Caesars,9.656910237981812,0.8148500039713285,45.181823098397786,9.946966661696376
2023-06-30 06:02:51.376323,Others,11.776844647572737,0.7285935930001237,23.61515400375039,8.706171074253389
2023-09-30 06:02:51.376323,FanDuel,41.353391634393276,5.971234003700788,89.8334694147291,11.041113974359835
2023-09-30 06:02:51.376323,DraftKings,31.81703534625354,3.355777153603671,158.64649548652207,7.905092327250961
2023-09-30 06:02:51.376323,BetMGM,12.946408786544588,2.0331959567920643,33.089244652782135,10.731208901163544
2023-09-30 06:02:51.376323,Caesars,6.118860673200976,0.9736783842679726,10.293639297255433,10.616520224214316
2023-09-30 06:02:51.376323,Others,11.701887336816817,2.1745207560613564,28.06773120036172,8.414287635825666
2023-12-31 06:02:51.376323,FanDuel,43.1033186778198,3.7259193161184827,90.52204054035721,11.967617860598104
2023-12-31 06:02:51.376323,DraftKings,27.398499709809677,5.52131265766559,111.78309185049557,7.352780823358935
2023-12-31 06:02:51.376323,BetMGM,10.728750941547343,2.8088526326958774,15.54878144211039,8.961695984815346
2023-12-31 06:02:51.376323,Caesars,4.1443819919757665,0.4911570188282533,22.636101056281486,7.917524529268422
