Date,Region,GGR_M,Occupancy_Pct,RevPAR,F_B_Revenue_M
2016-03-31 06:02:51.479188,Las Vegas,901.7142305451488,90.37032419136172,270.9339876289839,239.5083843337013
2016-03-31 06:02:51.479188,Atlantic City,393.60211437603647,87.60345254989917,201.1514566663358,155.77759125480182
2016-03-31 06:02:51.479188,Regional,413.46539430301766,84.71511920590181,222.024926784165,163.74458780104786
2016-03-31 06:02:51.479188,Tribal,202.488122538402,93.37009463352064,160.2822977634548,34.29961228667277
2016-03-31 06:02:51.479188,International,158.87645222760753,83.69595484388574,47.50288807328597,59.22403680198279
2016-06-30 06:02:51.479188,Las Vegas,761.9461458960338,71.79822922757509,358.2037718022468,194.21915078255608
2016-06-30 06:02:51.479188,Atlantic City,546.3004320785669,89.60335662241543,180.42329868286444,41.80659762023472
2016-06-30 06:02:51.479188,Regional,531.9175178180477,82.0978977503608,205.01029607568654,63.15517299966702
2016-06-30 06:02:51.479188,Tribal,358.5209993381686,72.89095915771362,119.5051245790325,43.24127872001605
2016-06-30 06:02:51.479188,International,267.8347979047883,92.61287812773901,118.51299143776141,22.880629234793908
2016-09-30 06:02:51.479188,Las Vegas,1051.209792096055,70.4115442412495,275.3147485465092,173.82543267624348
2016-09-30 06:02:51.479188,Atlantic City,508.79414467586287,74.37331677796628,110.34380631479753,65.01242358305784
2016-09-30 06:02:51.479188,Regional,290.6520668543772,82.64238642031044,197.5895301554721,126.34750803357166
2016-09-30 06:02:51.479188,Tribal,236.65560411626313,84.6558331508221,111.2749854401458,79.80162912437127
2016-09-30 06:02:51.479188,International,282.8350667272246,83.1728156070674,95.89961018395407,68.67141958164977
2016-12-31 06:02:51.479188,Las Vegas,524.8915618393282,78.98612840281169,240.95169873782652,148.93028744873027
2016-12-31 06:02:51.479188,Atlantic City,483.5009215235983,86.26013905755356,94.14929080290987,81.34883731739338
2016-12-31 06:02:51.479188,Regional,710.1213529458615,93.84517829034993,150.00878091408308,162.55357566095245
2016-12-31 06:02:51.479188,Tribal,255.7386356705624,84.00586166713461,100.08906531245522,84.89036788901491
2016-12-31 06:02:51.479188,International,286.8565118758007,88.78150804639452,52.50804355152518,41.045921512566295
2017-03-31 06:02:51.479188,Las Vegas,1112.688648109392,82.3345192275689,428.17196286420335,235.19272404866166
2017-03-31 06:02:51.479188,Atlantic City,323.9893752508119,82.3748335245559,104.20611416554416,116.67913417565273
2017-03-31 06:02:51.479188,Regional,335.2320530345911,82.80619398235903,296.9385664094854,148.03306439709993
2017-03-31 06:02:51.479188,Tribal,207.81201430068396,84.36317672509107,86.99138539077146,105.42004637817838
