Date,Promo_Spend_M,Promo_as_Pct_GGR,CAC,LTV,LTV_CAC_Ratio
2021-02-28 06:02:51.383854,364.05688885618355,48.49236692621737,398.5478608373675,1298.3448100767873,2.266332889004849
2021-03-31 06:02:51.383854,248.70155180695676,45.26868692608888,386.2337066806091,1135.9709133700642,3.188730626450632
2021-04-30 06:02:51.383854,186.13374430679136,46.398169309019536,427.2723464074168,991.541543960507,3.057393666560839
2021-05-31 06:02:51.383854,263.1384061313678,26.107950597472342,491.9436218438223,1358.0785872130364,2.892732560419768
2021-06-30 06:02:51.383854,241.3256726478862,46.37706488133908,303.0360391909731,1376.322753282051,2.9849184953811605
2021-07-31 06:02:51.383854,104.62963536897023,41.41682541917989,469.65559888896325,1023.9556563942665,2.008899249179435
2021-08-31 06:02:51.383854,158.14360305943882,43.178926306946636,328.97778908654,1345.4330450244863,2.568494717271662
2021-09-30 06:02:51.383854,301.84252604555877,47.89163368897852,463.15630619611284,1435.0100523568906,1.6024280012053729
2021-10-31 06:02:51.383854,191.43196956816973,36.88456242505314,542.3732454057027,1149.5508206703812,1.8772186781179174
2021-11-30 06:02:51.383854,163.5103418062248,39.92406901048519,390.6853496397269,1273.8386090086233,1.7759108822169671
2021-12-31 06:02:51.383854,295.53836192522056,44.19391144375684,454.0464322129197,1130.7925613409295,3.1153113841413114
2022-01-31 06:02:51.383854,331.1093357473511,49.855957505064865,549.5464813751204,1464.5695295193939,1.5801999250083139
2022-02-28 06:02:51.383854,293.0926417652732,26.56492877402624,479.11658819526224,912.0173465481439,1.6911205227064416
2022-03-31 06:02:51.383854,189.7196590050243,40.09652908555528,463.707984697345,842.3362109449278,2.865002612747988
2022-04-30 06:02:51.383854,161.35503391652492,29.576866446086463,421.9211594357265,1048.674745352069,2.2682148891146925
2022-05-31 06:02:51.383854,236.7658443098222,25.440033016494926,401.7105499366096,1449.509142715334,2.0947325860554074
2022-06-30 06:02:51.383854,178.67017407087485,20.715302386453885,380.3325775431724,849.3570539591875,2.3739294935177435
2022-07-31 06:02:51.383854,159.85191674308697,32.961124092568426,394.75478474316554,1406.9110343469174,3.188988395168741
2022-08-31 06:02:51.383854,402.88347817051203,44.32175864236189,318.95879003861035,922.1106946298686,2.3094918852800945
2022-09-30 06:02:51.383854,255.60460714880966,36.99803978535407,437.0061379227366,970.1794374604199,2.9252922917093787
2022-10-31 06:02:51.383854,202.45448889945504,41.06111792647082,502.0669131247389,1456.9795424661345,1.9071619949589247
2022-11-30 06:02:51.383854,308.3977528263537,47.1184761321177,301.3986114479574,1271.6163749045916,3.231258904831013
2022-12-31 06:02:51.383854,193.56212114334653,30.275255903290528,412.6973430372435,969.4610795432341,2.763484099259178
2023-01-31 06:02:51.383854,212.81734378919066,29.93599229785464,501.55955292370044,1269.5642452190593,1.723881849249997
2023-02-28 06:02:51.383854,415.0018477974374,41.010076080367384,595.0671317060136,944.6484563253026,2.162457497038959
2023-03-31 06:02:51.383854,293.1621289152613,25.471035873633156,499.088038459942,949.7763282023446,2.781799684512759
2023-04-30 06:02:51.383854,176.84545850342482,20.30718926466723,483.58194387706186,1272.2627900867337,2.7400991478137633
2023-05-31 06:02:51.383854,147.15457864393466,36.233675896201916,566.6391726392736,1090.3002898804452,3.320330973914559
2023-06-30 06:02:51.383854,246.90951683590666,49.016664292856476,569.1595873900719,898.3158845551105,1.8458823469068146
2023-07-31 06:02:51.383854,190.5679352813304,29.202690023907813,560.3015807915734,1479.2006107013908,2.8988395360975425
2023-08-31 06:02:51.383854,394.65918282135067,40.2638854498534,404.0348372153644,1092.2076912336634,3.457474470935
2023-09-30 06:02:51.383854,316.2866052719223,29.177116380411135,489.2199003251063,1296.6811410615535,2.919845752665777
2023-10-31 06:02:51.383854,267.80444070187434,22.22854182945196,408.0888063305175,1498.1879682204135,2.0649806476772063
2023-11-30 06:02:51.383854,412.9087720063137,27.974511025820604,528.7427104269043,1344.4470703055918,2.304737288520527
2023-12-31 06:02:51.383854,228.94865795446412,26.516761315994614,590.2285717689558,1164.3589095352559,2.6836665197162564
2024-01-31 06:02:51.383854,382.4205092288882,48.45553478108679,415.78799059497425,1076.287324560792,2.8522379980864283
2024-02-29 06:02:51.383854,361.9195055522383,27.997426583351128,380.3582045575104,952.0561992401705,3.0230757340665013
2024-03-31 06:02:51.383854,280.5906030359428,33.62658750759188,577.3709857561036,1093.189455469359,3.1482389371513957
2024-04-30 06:02:51.383854,245.16473624140852,20.33155165030962,335.7065975489226,1321.5123372744222,3.3597798443587283
2024-05-31 06:02:51.383854,145.65047355587964,47.92662600056781,587.0557330251697,942.2980236324813,3.392306384197864
2024-06-30 06:02:51.383854,180.94922429026607,22.130143080023768,469.0773574345491,1168.645627632228,1.6058266029060995
2024-07-31 06:02:51.383854,150.84409604108055,23.243817307652783,598.7037878168712,964.7331473684626,1.8413759234592622
2024-08-31 06:02:51.383854,328.56354162110597,47.46886130542818,363.22285914899123,1426.4928378674776,3.1392915260302976
2024-09-30 06:02:51.383854,283.7744818119443,48.831208240575066,579.4942451024074,1310.5342968049724,2.5486708118845547
2024-10-31 06:02:51.383854,175.28603837771328,34.3096700716076,351.4726717586316,1311.782118745715,3.19901295448434
2024-11-30 06:02:51.383854,313.24575358902865,45.128550171365056,447.06078100615423,868.8910636396267,3.4289614883881567
2024-12-31 06:02:51.383854,242.5111779351912,21.02034142726514,367.59330500239497,985.855113968141,2.5256434400926935
2025-01-31 06:02:51.383854,426.7021326439894,32.41617495053058,541.7729004487527,1156.3905125577278,3.2660406393820542
2025-02-28 06:02:51.383854,229.51705385945746,42.05790612475832,374.1801149373998,940.3187339620674,3.400233906577193
2025-03-31 06:02:51.383854,218.2902082617235,28.868538974486157,547.595833890608,1329.8931247712,2.1075290162459934
2025-04-30 06:02:51.383854,173.59560150958947,44.76451557461614,508.9247397565867,813.0449203050997,1.899426661225954
2025-05-31 06:02:51.383854,211.803762964382,26.72221950406856,544.5168098182894,1467.5003415117053,3.4392488819470564
2025-06-30 06:02:51.383854,179.21166044625923,46.68865848055559,494.5285121840543,954.6299169456128,2.5910826132554337
2025-07-31 06:02:51.383854,126.47357826044514,41.977390429000636,579.4125571158669,852.5513486689197,2.7925355198750346
2025-08-31 06:02:51.383854,333.96497400440006,33.73432584842622,508.58455819367884,964.2925245712831,2.9569142463931364
2025-09-30 06:02:51.383854,372.31931253388336,37.757635887929524,450.06409058949265,947.0079507437734,1.9669399610511047
2025-10-31 06:02:51.383854,331.74790500038307,31.856759432514576,411.02733599143914,1374.541288108884,1.812826035446615
2025-11-30 06:02:51.383854,187.010416998189,39.08225135101621,492.8648791601135,964.8249152219915,3.1660859281181777
2025-12-31 06:02:51.383854,319.93524474277234,46.55406643396153,373.24480146989043,1016.1594234548481,3.1932624868363266
2026-01-31 06:02:51.383854,295.18116251657364,26.334974278972954,440.5021513131087,1268.9607004728412,2.783325396954098
