Date,Digital_Revenue_M,Brick_Mortar_Revenue_B,Digital_Pct_Total,Cross_Channel_Users_K,Rewards_Members_M
2021-03-31 06:02:51.478741,174.90206819162512,3.6044746110120167,12.267426192432954,1491.0825362253197,56.123882305730305
2021-06-30 06:02:51.478741,324.8233470326688,2.06174329769228,17.970583403060797,835.528094007871,53.03887496992746
2021-09-30 06:02:51.478741,135.9494619441888,2.0074322378805416,15.074893571303772,1788.6798141765407,68.31301224248787
2021-12-31 06:02:51.478741,291.56303360927177,2.59379964682011,18.49283805380325,793.1381270640479,51.70084787613048
2022-03-31 06:02:51.478741,181.39626175115376,3.8779475497131592,11.912768571948597,1348.2956829119237,57.755579751633036
2022-06-30 06:02:51.478741,534.7467714381016,3.769622266848592,14.440178316139193,2483.695409648158,68.1091404006046
2022-09-30 06:02:51.478741,333.82814781514986,3.452109632422115,20.84971163238977,2107.896253499323,57.770120521410426
2022-12-31 06:02:51.478741,280.349240121874,2.7897012161568244,16.404577762936515,3882.3203426375435,51.20461985631055
2023-03-31 06:02:51.478741,469.5035370439476,3.1754035800875835,22.20764333555453,1653.9086141448217,59.85697046938869
2023-06-30 06:02:51.478741,970.4579340669674,3.218345610500395,14.118316037571224,4993.1297339657995,60.011320845783544
2023-09-30 06:02:51.478741,962.2618951933165,2.709465840907981,11.645540572469345,4802.960218720487,60.16020208642034
2023-12-31 06:02:51.478741,1199.022299070543,3.1389781271196324,15.803877474769694,2337.6682959078803,52.49528910654222
2024-03-31 06:02:51.478741,1313.3706776968945,2.9848450150301815,17.15312381219725,7004.539429901287,69.12553347682582
2024-06-30 06:02:51.478741,1672.300636025595,2.346130840701945,22.469578353915033,9033.842636180249,57.44416060640677
2024-09-30 06:02:51.478741,2119.323748764588,2.9938265273172577,8.44906481726311,4655.087561618472,64.29619592195134
2024-12-31 06:02:51.478741,1802.6787849867508,2.613818680545634,8.62324013399406,6912.478062415545,57.14960484324251
2025-03-31 06:02:51.478741,1673.8200401941917,3.8484189749686335,22.13329593442022,5534.668725360272,68.90481744884046
2025-06-30 06:02:51.478741,2492.2529289478566,3.2303902465221315,15.777074231835632,6067.86380307382,57.15028225040912
2025-09-30 06:02:51.478741,3434.7020953003325,3.1036212747980985,17.44552581624632,15706.029581453606,61.98315871518861
2025-12-31 06:02:51.478741,3229.302853188491,3.309344290764683,15.55358207805807,8929.30206576519,69.11154674266615
