Date,New_Enrollments_K,Active_Members_M,Tier_Credits_Earned_B,Reward_Redemptions_M,Digital_Engagement_Pct
2023-02-02 06:02:51.480315,16.502589718778598,57.31895356586595,0.9493356977192404,1.4133611349595063,39.84467161315775
2023-02-03 06:02:51.480315,17.73554064118756,55.2496861640583,1.621914197007101,4.623359890368026,38.4903913816985
2023-02-04 06:02:51.480315,17.844663039455025,59.653889640401076,2.3436809161495287,5.859320153100976,33.14470773443894
2023-02-05 06:02:51.480315,9.000667920857174,55.974443769840065,1.4826593836542463,2.3285615513503193,35.616082221773794
2023-02-06 06:02:51.480315,10.82583814784309,61.45003662991305,1.0095391761403265,4.072884939685618,37.956262653367446
2023-02-07 06:02:51.480315,17.45151041072417,64.36755389246972,1.9654609014257836,2.474024576971253,40.11831467761782
2023-02-08 06:02:51.480315,5.294472704997876,56.675341133391804,1.7490179103695918,1.026471969284449,31.17577560057808
2023-02-09 06:02:51.480315,16.564879850077,62.20066068918666,1.3305694031106228,3.2891813842009356,31.882344337602287
2023-02-10 06:02:51.480315,8.097863495602555,57.15112675891997,0.577812716223191,2.9973633717907346,49.50678664856828
2023-02-11 06:02:51.480315,10.646237062886277,60.0359630711457,0.8922903548351182,5.405531927127711,37.79187011656007
2023-02-12 06:02:51.480315,14.930200992578891,55.00847184284984,0.7933086720121977,2.19132794994259,48.88222614365971
2023-02-13 06:02:51.480315,7.875255232397141,60.420357924453846,0.9723130337033022,3.679778803051239,45.460597704106775
2023-02-14 06:02:51.480315,16.387567583026513,57.5848804553588,1.3849989757530883,2.6987731010617817,34.921275068841325
2023-02-15 06:02:51.480315,16.600011113198033,60.10130861393642,1.2042124076359157,1.083828899137131,39.90924562176506
2023-02-16 06:02:51.480315,9.97357494607944,56.29929560224763,1.968301878632523,1.3435226756105836,46.52320366657898
2023-02-17 06:02:51.480315,19.39343289509374,64.50424166224586,1.1153802169430864,3.2641235298934554,35.00410504055694
2023-02-18 06:02:51.480315,24.20975993879647,58.87410547560232,1.0515473246438336,2.541205103010999,40.58978585680211
2023-02-19 06:02:51.480315,23.06783718006707,55.02208485505604,1.5154625041093914,3.037561744810111,34.67490785427943
2023-02-20 06:02:51.480315,11.868497637290426,59.0244233990982,1.3212761701325169,2.9710184798510646,33.41791380172678
2023-02-21 06:02:51.480315,11.857286407307248,56.853286315159245,1.83584620999274,4.62455086428211,35.99501801666189
2023-02-22 06:02:51.480315,18.283475396258645,64.8834897494496,1.020592209156359,4.961125985169874,30.191001593634887
2023-02-23 06:02:51.480315,8.559663559875869,62.06765176445139,1.3301089541649702,2.1441301998638793,39.42044442521135
2023-02-24 06:02:51.480315,19.571950773304543,58.75414517394831,1.926055025700041,1.858386176903088,47.986536396188335
2023-02-25 06:02:51.480315,18.951307956808225,60.010986781653436,1.706977506844073,2.95348023595788,45.03556992231137
2023-02-26 06:02:51.480315,16.20438078199473,60.85728272755655,1.0818150934457984,5.573339821702858,47.44590005847729
2023-02-27 06:02:51.480315,15.886052964106753,60.80726916746416,1.6163459538533707,2.6406062263884618,43.36944099412104
2023-02-28 06:02:51.480315,11.306179103682085,58.09157378437004,1.1675056479031218,3.3682611230267274,40.83755068331725
2023-03-01 06:02:51.480315,5.562952188183703,61.576921841513574,1.0082291201867042,1.4386118992631403,39.3323875571753
2023-03-02 06:02:51.480315,19.672987425780864,64.09449790823751,1.1436643577371821,3.2055873532661576,33.45539522810936
2023-03-03 06:02:51.480315,12.320456453945177,60.88756073406215,1.1476135587541825,4.462878068870905,47.64048658395847
2023-03-04 06:02:51.480315,16.79702497302898,57.80067269310697,1.3997697687329596,5.663726532390151,39.02700355426485
2023-03-05 06:02:51.480315,21.46477899407062,55.083322345631416,1.407126498217437,4.496760304583445,31.670455117755026
2023-03-06 06:02:51.480315,16.14855921566073,58.2398089352148,0.6242924599499045,2.2832209966243027,38.45534095561249
2023-03-07 06:02:51.480315,5.860980763881686,59.734044887331365,1.6501058210040322,1.1214472305300642,33.311019932844694
2023-03-08 06:02:51.480315,6.442373255061239,64.4623585026976,1.6753620692872015,2.521725457147562,48.09138860889273
2023-03-09 06:02:51.480315,19.39198443897091,56.82507437819044,0.7174368444069432,2.6017345318813225,44.852636248296655
2023-03-10 06:02:51.480315,12.383784895791642,63.231697628765254,1.7204888796603162,3.3195488953108137,31.41713765240287
2023-03-11 06:02:51.480315,12.425439078362322,64.09388536160597,2.495729850764288,3.845643322667755,44.97709490065848
2023-03-12 06:02:51.480315,6.6552933817520215,64.56729514235182,0.8330519369562368,2.754806669967722,36.83591751483944
2023-03-13 06:02:51.480315,9.648725898074233,56.76985109803668,1.8169062914905236,4.444053409041331,33.85617296700512
2023-03-14 06:02:51.480315,8.82281010950543,62.82989274227252,0.7796107943033805,3.478422099740061,30.661899351850348
2023-03-15 06:02:51.480315,15.80923007466435,55.95996902083764,1.722474547935386,1.3659035143534073,37.19235011367652
2023-03-16 06:02:51.480315,6.161483125020695,60.75262495296622,1.6375728557126226,4.037831384447664,40.36230797180285
2023-03-17 06:02:51.480315,5.607896266761967,55.47968164187144,1.4134378136499037,2.9538335555482083,48.51606369494457
2023-03-18 06:02:51.480315,9.87804551960092,58.71226489235843,0.655772097979814,3.995229072664187,34.90683014157235
2023-03-19 06:02:51.480315,10.543638724980942,64.36495777815506,1.899503640209252,2.166309804293511,45.339103009334245
2023-03-20 06:02:51.480315,5.159116196279456,55.48746947007439,1.0582647704377375,3.6810544385102646,36.55989927164899
2023-03-21 06:02:51.480315,9.063142119206807,61.94015366193621,1.493931982837241,3.66835903984002,45.07839605616696
2023-03-22 06:02:51.480315,17.855445076665482,56.3364210735154,1.9866662528336454,4.596326487775526,42.16598279429258
