Date,Monthly_Unique_Payers_M,MUP_YoY_Growth,ARPMUP,Entry_Fee_Revenue_M,Sportsbook_Handle_B
2021-03-31 06:02:51.318638,10.130748218044584,27.07781960021173,94.29319276254253,263.34056020263415,4.307404609108701
2021-06-30 06:02:51.318638,11.407774438454945,24.03282939952115,104.83024295845331,365.53990592251114,4.227859605286449
2021-09-30 06:02:51.318638,11.636754003754252,24.821799478955406,90.3494552611726,547.2659520355495,3.1857799824111743
2021-12-31 06:02:51.318638,12.131665779657267,15.522720229105328,106.38581648870307,529.8580243661421,4.231205243769755
2022-03-31 06:02:51.318638,12.666412500739122,34.09439168953902,90.76963152300381,652.6917951042614,3.637007131805075
2022-06-30 06:02:51.318638,14.052466146816721,26.842703864267058,105.79644154600733,599.8155390726498,7.220444519673463
2022-09-30 06:02:51.318638,14.88956609777823,28.768029888418422,101.30509724424464,606.7943822959201,9.321325560200005
2022-12-31 06:02:51.318638,18.206079050912788,29.314450877905152,97.81886817628157,502.71305171707866,12.77111624436722
2023-03-31 06:02:51.318638,17.85318915785698,26.464544908792654,78.68046700494318,703.1884943477072,14.802225204611512
2023-06-30 06:02:51.318638,20.096516214978195,22.273960008335422,97.1356688785327,897.3459222926231,7.215434241831094
2023-09-30 06:02:51.318638,19.826651172778224,15.580929834751021,113.87980390913988,850.1852741910895,8.11911768586841
2023-12-31 06:02:51.318638,22.12347201543881,16.320199863610398,89.93147933775543,906.139986103124,11.477712346815938
2024-03-31 06:02:51.318638,27.311919998667783,24.656531107362255,109.32479063109295,954.043899946015,5.324094817897104
2024-06-30 06:02:51.318638,27.62956113236375,16.605699695942697,110.90470998285353,865.4432953278656,11.803887253850826
2024-09-30 06:02:51.318638,29.223703191953962,34.585914651955136,118.20322769662866,1139.1406057467575,13.327784663287824
2024-12-31 06:02:51.318638,32.07843712987066,23.178019486463832,92.03591601526414,645.4537687851268,23.807897678341426
2025-03-31 06:02:51.318638,32.11650287765163,25.98669605248794,109.22972001285757,1568.6273543234302,12.324736171329926
2025-06-30 06:02:51.318638,39.226933631187556,22.766374190313854,112.57294405461985,1049.6133757687785,17.44911889850898
2025-09-30 06:02:51.318638,42.686821305434655,21.195529010075138,116.85799560872078,1071.5748754380993,28.162063140468778
2025-12-31 06:02:51.318638,44.32219636036245,18.7989687163437,111.74115708077403,1014.7289581025793,8.950140205004526
