Date,Total_Bets_M,Avg_Bet_Size,Parlay_Volume_Pct,Live_Betting_Pct,Mobile_Pct
2023-02-02 06:02:51.377185,24.3594323094266,49.55648115362732,31.789759999910633,40.048507683842224,85.63456833539601
2023-02-03 06:02:51.377185,36.36826680351189,42.308480985982364,31.217377280660735,30.383607026554934,89.53155053140628
2023-02-04 06:02:51.377185,26.012217262511886,50.59796132759905,32.814852413756114,39.70742595500022,90.44703933674461
2023-02-05 06:02:51.377185,37.975365878561114,31.297522858603237,39.40653515909058,28.30816123935389,93.5153957249077
2023-02-06 06:02:51.377185,37.2454195611483,54.00742178656871,33.77317605596781,33.24541976344538,88.24124620590223
2023-02-07 06:02:51.377185,23.671124436295504,37.80507268900537,31.425763597856104,36.62903082718857,92.96762444197624
2023-02-08 06:02:51.377185,32.553729710907106,28.171674843325274,20.21349205223677,27.783495234737494,90.58229563604053
2023-02-09 06:02:51.377185,26.844162136436978,43.08255774928693,26.679548857565425,26.552892089627704,88.2930123450435
2023-02-10 06:02:51.377185,11.872251425238632,32.727923938505064,22.119434869248526,41.00882086604284,91.23962239321195
2023-02-11 06:02:51.377185,12.524122560237288,55.79677801439709,34.36663185413525,37.2043800797614,86.90118624399275
2023-02-12 06:02:51.377185,34.839076095058545,37.16847522597202,28.25914027294305,43.19485947935993,94.80253268382776
2023-02-13 06:02:51.377185,29.162592777278515,26.50814865328267,32.91790126284029,33.71257587946676,89.31193482240148
2023-02-14 06:02:51.377185,15.427847603845153,49.184095491833006,28.76630699971147,34.897779927877636,88.85101283579527
2023-02-15 06:02:51.377185,12.228442416693312,46.95069372069501,38.533337954827914,27.375590408114817,90.43025687469391
2023-02-16 06:02:51.377185,27.37522022169922,36.566063718556364,37.937386108659474,39.727063056249875,94.39357863803193
2023-02-17 06:02:51.377185,38.36653643736413,52.49637929756407,33.79988048418792,43.31813650003833,89.40681643154204
2023-02-18 06:02:51.377185,12.518659756423329,42.68639040808689,21.318046795584017,41.093166809629,91.60933724717964
2023-02-19 06:02:51.377185,38.58992100009128,72.90176101376396,25.633262158137782,41.648928638424515,86.8570245294651
2023-02-20 06:02:51.377185,35.89771573213095,61.92764090745682,39.473726603221586,43.32509710891692,85.73843849032991
2023-02-21 06:02:51.377185,29.07845502284656,54.11635012173336,29.12960891179733,35.435256968430885,93.3978851122115
2023-02-22 06:02:51.377185,23.09150686220496,42.03307437364601,28.09468929171426,41.16549472668152,93.47197060796275
2023-02-23 06:02:51.377185,25.996537468892598,50.18363071460799,26.491163826235276,41.31142546272458,92.49545945422523
2023-02-24 06:02:51.377185,27.205586375007346,29.214649107430734,35.58086612890485,31.726910799784957,91.68369288992675
2023-02-25 06:02:51.377185,15.59799991849111,36.41196059936737,21.26700634610059,40.1545144059403,85.82727171754014
2023-02-26 06:02:51.377185,18.63229811088987,63.205632020573496,38.48566402658678,31.461588397722128,93.14812544205078
2023-02-27 06:02:51.377185,35.65340422479583,32.12440608547094,38.276904885416435,27.950648538344897,88.8050995649962
2023-02-28 06:02:51.377185,15.505393173626489,52.43332991422178,38.46186671304611,43.401628863097834,89.78021153123227
2023-03-01 06:02:51.377185,18.554799095933372,42.10839608728364,26.961346234712032,27.455316291902793,89.62704875073594
2023-03-02 06:02:51.377185,13.262005147760554,55.342606700376685,28.74776638556608,44.45527954929164,93.92594983437492
2023-03-03 06:02:51.377185,8.966505108436797,41.225502583828955,28.28546224377814,32.47400835880024,85.15191988162333
2023-03-04 06:02:51.377185,16.214986700550863,52.06292272726971,38.67013073675571,42.08725530921424,88.9950867174824
2023-03-05 06:02:51.377185,10.371418125773491,35.2841548428441,23.923972045033253,28.292783376509384,93.41104240055216
2023-03-06 06:02:51.377185,19.280458138806683,73.58361197338226,29.386112726885326,43.50349637918367,91.86280136836444
2023-03-07 06:02:51.377185,8.321137414932316,51.27782490367568,39.39498610934725,27.54864253724901,85.09796123056864
2023-03-08 06:02:51.377185,16.700283158338664,59.85340910243232,36.62064602344085,30.76367533619112,94.01830209165972
2023-03-09 06:02:51.377185,9.597231434362156,62.05232145810592,23.722646926086675,38.988821554739346,89.65085318599361
2023-03-10 06:02:51.377185,15.949101040543841,36.82399175201411,27.4173710214329,34.44058629628147,92.88717465090087
2023-03-11 06:02:51.377185,18.162072283546127,71.56806944987888,36.76264634742597,26.56072057567226,93.29932807240405
2023-03-12 06:02:51.377185,14.06586355928188,49.95806847495683,20.06210468933944,31.436291995345023,93.68838242757896
2023-03-13 06:02:51.377185,7.273018944976544,47.87754785469782,31.1579080412721,34.52174040204382,89.46093566465858
