Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Ticker,Name
2016-02-03 00:00:00-05:00,2.2890000343322754,2.302999973297119,2.171999931335449,2.299999952316284,5558000,0.0,0.0,SHOP,Shopify
2016-02-04 00:00:00-05:00,2.2860000133514404,2.378999948501587,2.2809998989105225,2.3480000495910645,3637000,0.0,0.0,SHOP,Shopify
2016-02-05 00:00:00-05:00,2.3329999446868896,2.3434998989105225,2.127000093460083,2.187000036239624,13918000,0.0,0.0,SHOP,Shopify
2016-02-08 00:00:00-05:00,2.1519999504089355,2.174999952316284,1.9919999837875366,2.0380001068115234,6237000,0.0,0.0,SHOP,Shopify
2016-02-09 00:00:00-05:00,2.0320000648498535,2.1029999256134033,1.968999981880188,1.9850000143051147,3927000,0.0,0.0,SHOP,Shopify
2016-02-10 00:00:00-05:00,2.000999927520752,2.056999921798706,1.9845000505447388,1.996999979019165,1602000,0.0,0.0,SHOP,Shopify
2016-02-11 00:00:00-05:00,1.9500000476837158,1.9989999532699585,1.8899999856948853,1.937000036239624,2126000,0.0,0.0,SHOP,Shopify
2016-02-12 00:00:00-05:00,1.9390000104904175,1.9850000143051147,1.8580000400543213,1.9329999685287476,4952000,0.0,0.0,SHOP,Shopify
2016-02-16 00:00:00-05:00,2.053999900817871,2.1419999599456787,1.9819999933242798,2.049999952316284,11851000,0.0,0.0,SHOP,Shopify
2016-02-17 00:00:00-05:00,2.428999900817871,2.4809999465942383,2.1640000343322754,2.236999988555908,34914000,0.0,0.0,SHOP,Shopify
2016-02-18 00:00:00-05:00,2.2990000247955322,2.316999912261963,2.055000066757202,2.059000015258789,14585000,0.0,0.0,SHOP,Shopify
2016-02-19 00:00:00-05:00,2.0220000743865967,2.075000047683716,1.9839999675750732,2.056999921798706,6386000,0.0,0.0,SHOP,Shopify
2016-02-22 00:00:00-05:00,2.0799999237060547,2.1389999389648438,2.061000108718872,2.121000051498413,7640000,0.0,0.0,SHOP,Shopify
2016-02-23 00:00:00-05:00,2.1059999465942383,2.13700008392334,1.9509999752044678,2.003999948501587,13058000,0.0,0.0,SHOP,Shopify
2016-02-24 00:00:00-05:00,1.9769999980926514,2.11899995803833,1.968000054359436,2.1019999980926514,9715000,0.0,0.0,SHOP,Shopify
2016-02-25 00:00:00-05:00,2.132999897003174,2.183000087738037,2.0769999027252197,2.1659998893737793,12715000,0.0,0.0,SHOP,Shopify
2016-02-26 00:00:00-05:00,2.1689999103546143,2.2119998931884766,2.131999969482422,2.200000047683716,11062000,0.0,0.0,SHOP,Shopify
2016-02-29 00:00:00-05:00,2.203000068664551,2.2899999618530273,2.190000057220459,2.23799991607666,6481000,0.0,0.0,SHOP,Shopify
2016-03-01 00:00:00-05:00,2.2669999599456787,2.2869999408721924,2.2009999752044678,2.2690000534057617,6927000,0.0,0.0,SHOP,Shopify
2016-03-02 00:00:00-05:00,2.2639999389648438,2.444000005722046,2.246999979019165,2.436000108718872,14958000,0.0,0.0,SHOP,Shopify
2016-03-03 00:00:00-05:00,2.436000108718872,2.571000099182129,2.367500066757202,2.427000045776367,12105000,0.0,0.0,SHOP,Shopify
2016-03-04 00:00:00-05:00,2.4509999752044678,2.549999952316284,2.440000057220459,2.5160000324249268,8772000,0.0,0.0,SHOP,Shopify
2016-03-07 00:00:00-05:00,2.5,2.5910000801086426,2.4769999980926514,2.5869998931884766,8619000,0.0,0.0,SHOP,Shopify
2016-03-08 00:00:00-05:00,2.621000051498413,2.6989998817443848,2.5950000286102295,2.678999900817871,13482000,0.0,0.0,SHOP,Shopify
2016-03-09 00:00:00-05:00,2.690999984741211,2.690999984741211,2.6019999980926514,2.6070001125335693,9499000,0.0,0.0,SHOP,Shopify
2016-03-10 00:00:00-05:00,2.6429998874664307,2.6449999809265137,2.5309998989105225,2.5390000343322754,4906000,0.0,0.0,SHOP,Shopify
2016-03-11 00:00:00-05:00,2.575000047683716,2.677000045776367,2.563999891281128,2.6700000762939453,6347000,0.0,0.0,SHOP,Shopify
2016-03-14 00:00:00-04:00,2.693000078201294,2.700000047683716,2.625,2.6579999923706055,2150000,0.0,0.0,SHOP,Shopify
2016-03-15 00:00:00-04:00,2.634999990463257,2.645400047302246,2.5655999183654785,2.5829999446868896,2693000,0.0,0.0,SHOP,Shopify
2016-03-16 00:00:00-04:00,2.5840001106262207,2.694999933242798,2.556999921798706,2.680000066757202,4010000,0.0,0.0,SHOP,Shopify
2016-03-17 00:00:00-04:00,2.688999891281128,2.7239999771118164,2.6559998989105225,2.7149999141693115,5608000,0.0,0.0,SHOP,Shopify
2016-03-18 00:00:00-04:00,2.809000015258789,2.878000020980835,2.752000093460083,2.8489999771118164,14563000,0.0,0.0,SHOP,Shopify
2016-03-21 00:00:00-04:00,2.8480000495910645,2.86299991607666,2.765000104904175,2.803999900817871,4082000,0.0,0.0,SHOP,Shopify
2016-03-22 00:00:00-04:00,2.7760000228881836,2.813999891281128,2.7060000896453857,2.750999927520752,6682000,0.0,0.0,SHOP,Shopify
2016-03-23 00:00:00-04:00,2.7279999256134033,2.759000062942505,2.6089999675750732,2.619999885559082,3816000,0.0,0.0,SHOP,Shopify
2016-03-24 00:00:00-04:00,2.75,2.7780001163482666,2.611999988555908,2.6989998817443848,6823000,0.0,0.0,SHOP,Shopify
