Date,Category,GMV_B,Unit_Sales_M,Avg_Order_Value,Return_Rate_Pct
2021-02-28 06:08:08.415421,Electronics,18.966918290856867,202.04264350307486,58.78005423210929,19.688237129556704
2021-02-28 06:08:08.415421,Apparel,6.537434591498789,127.62629576488794,97.1927221975397,5.063340567427171
2021-02-28 06:08:08.415421,Home & Kitchen,10.755916933753428,108.96849230832467,147.30654063003186,5.8569209519150025
2021-02-28 06:08:08.415421,Grocery,4.259098365910328,148.6477288567307,73.62739891595109,17.5168186794827
2021-02-28 06:08:08.415421,Media,4.1092237377077,90.63759913352361,111.00162932488443,16.81951904826564
2021-02-28 06:08:08.415421,Health & Beauty,12.07612956178881,77.17272303422139,46.14245723701715,11.95514773169108
2021-03-31 06:08:08.415421,Electronics,17.723133795098587,204.81918040099674,89.14940640681698,17.510145152312223
2021-03-31 06:08:08.415421,Apparel,15.845221531628273,113.50986285828647,111.28041826016452,10.321273529722623
2021-03-31 06:08:08.415421,Home & Kitchen,6.020823126454734,75.13624182148045,90.43521276851236,10.326863308210626
2021-03-31 06:08:08.415421,Grocery,5.87727448145727,108.47423767136762,79.74141655504586,19.61757367354881
2021-03-31 06:08:08.415421,Media,10.058146441169027,110.73401083320522,144.96865685538856,10.287854129257738
2021-03-31 06:08:08.415421,Health & Beauty,10.941521798708296,62.71938996483859,127.91496472715156,6.861345313656289
2021-04-30 06:08:08.415421,Electronics,23.8439981596339,135.7266698255576,103.62452463080193,10.948573145421687
2021-04-30 06:08:08.415421,Apparel,12.686371697134748,51.99766398872317,72.60789332824929,17.57026818402218
2021-04-30 06:08:08.415421,Home & Kitchen,15.221869804934064,84.30408403897476,123.56758316026331,13.840837114026764
2021-04-30 06:08:08.415421,Grocery,4.572806023593729,53.119392063658566,44.89351677909502,14.53422414231778
2021-04-30 06:08:08.415421,Media,5.61587511840858,77.74813204279252,133.45297151908952,12.647480313783996
2021-04-30 06:08:08.415421,Health & Beauty,9.611131752872755,136.14189611538666,118.14955176053584,11.705992075630311
2021-05-31 06:08:08.415421,Electronics,19.121882401776453,217.72814883094588,100.05413192302805,12.442268367028767
2021-05-31 06:08:08.415421,Apparel,8.642568762102798,160.23606888809744,117.55220732146584,15.08267933402834
2021-05-31 06:08:08.415421,Home & Kitchen,6.447723427574658,112.80519790838792,78.07706891024188,8.87653234791157
2021-05-31 06:08:08.415421,Grocery,7.815997949924572,157.83082218477873,137.81351298932333,10.556713082940485
2021-05-31 06:08:08.415421,Media,4.9855842454348975,65.5249257669257,45.45190876457901,14.461079386792886
2021-05-31 06:08:08.415421,Health & Beauty,8.611877144571531,110.89378360924046,67.46475619130354,11.718438024520294
2021-06-30 06:08:08.415421,Electronics,18.883792340581575,71.41029811907667,120.67379804384204,17.296048510910758
2021-06-30 06:08:08.415421,Apparel,9.215821160594471,113.89620358810211,112.54521191522869,6.7921566024883395
2021-06-30 06:08:08.415421,Home & Kitchen,9.455670690434824,127.53086212463062,70.17637357274862,7.833406406912026
2021-06-30 06:08:08.415421,Grocery,8.680102063924327,49.16793360692189,117.32838330305793,6.371258503582049
2021-06-30 06:08:08.415421,Media,6.49993364552512,115.13590116504828,138.3416079907948,13.118244673846698
2021-06-30 06:08:08.415421,Health & Beauty,8.486418218235702,42.1726513276374,85.87789454987737,18.29734077700935
2021-07-31 06:08:08.415421,Electronics,8.066654395495274,215.04770827376657,71.68311848470975,11.973164267326746
2021-07-31 06:08:08.415421,Apparel,13.94871364558372,157.815744136786,128.5677888441998,8.635854273805156
2021-07-31 06:08:08.415421,Home & Kitchen,14.101206061352054,104.55682435352044,70.88817351792673,12.963808484564408
2021-07-31 06:08:08.415421,Grocery,9.761949022346059,112.4945446058195,123.8785228020885,7.319992184750797
2021-07-31 06:08:08.415421,Media,5.279451945400452,74.82851770007116,117.29149876769324,17.87343839018554
2021-07-31 06:08:08.415421,Health & Beauty,12.978849770515026,51.12847374227216,70.9520879280641,5.0997709932344994
2021-08-31 06:08:08.415421,Electronics,13.734950709005522,187.17838226191387,126.22875362500395,15.262179483405868
2021-08-31 06:08:08.415421,Apparel,17.232534219447196,118.68532154595151,40.37946256971385,7.104046841968556
2021-08-31 06:08:08.415421,Home & Kitchen,9.970817701214537,147.40701989496296,117.47218989622407,5.222147529255216
2021-08-31 06:08:08.415421,Grocery,6.454398723439898,42.77655988176674,53.30527704038244,9.661856591079566
2021-08-31 06:08:08.415421,Media,10.002705869063071,58.84620846030398,124.15621602066554,10.25408291580591
