Date,GMS_B,Active_Buyers_M,Active_Sellers_M,Take_Rate_Pct,Repeat_Buyer_Pct
2016-03-31 06:08:08.476007,3.7969205036152367,80.03437263776102,7.471467114367073,20.312459739968673,36.782489732935296
2016-06-30 06:08:08.476007,3.7121574091736367,95.02837674158727,5.3556331270986,18.002722380334006,36.68265038781979
2016-09-30 06:08:08.476007,2.775179216198228,84.20744967324887,5.657750366824189,17.762402505213302,36.93921305995086
2016-12-31 06:08:08.476007,4.001912721843149,86.54764778342276,5.9442033231117595,19.741834061592797,40.063355584765915
2017-03-31 06:08:08.476007,3.8238425580636166,98.6457393670876,5.286732794604102,17.369058597978686,37.187221915452405
2017-06-30 06:08:08.476007,2.4318813593743274,97.52304892560569,6.053849499066461,18.106513756519547,44.66427496627924
2017-09-30 06:08:08.476007,2.774370492939606,86.4960096067533,5.292503839843544,21.23770922224848,47.395905737808604
2017-12-31 06:08:08.476007,5.581440824621122,84.97463751122608,6.565525848058474,21.9252176364573,42.713917917912624
2018-03-31 06:08:08.476007,2.5382435930510816,84.28274453484225,8.16627893529501,20.476591629816035,43.76403128554134
2018-06-30 06:08:08.476007,2.3461719329596415,93.0725235507088,8.485507363469846,17.73533461803559,43.21102893915301
2018-09-30 06:08:08.476007,3.3173344684597024,86.75919396875734,5.873503390553655,21.5209356195714,47.72707139360554
2018-12-31 06:08:08.476007,4.267207854362871,82.11031982921456,6.716701944068406,18.040714522217698,35.93730832948857
2019-03-31 06:08:08.476007,3.020640311354335,87.97733619330775,5.617386005216854,19.81813879300019,45.98627755505063
2019-06-30 06:08:08.476007,3.573237522447564,86.5593479384574,5.811800056877491,20.645805105054283,36.336111236181935
2019-09-30 06:08:08.476007,3.716301134767851,88.56186711236055,8.358123406256112,18.654558345032612,43.13168799637398
2019-12-31 06:08:08.476007,4.3575408210719875,83.66027633459834,7.317067000618402,18.998289426252935,37.20062712340335
2020-03-31 06:08:08.476007,4.062629175805342,148.1029947935612,8.408241464196616,19.95096320040433,48.00280921679644
2020-06-30 06:08:08.476007,5.982225392217137,135.52793380357065,5.278309953905545,21.044635261231843,43.57499190814942
2020-09-30 06:08:08.476007,4.466884386248228,123.43972053526647,8.902206161441683,18.483892092804695,43.51163145809386
2020-12-31 06:08:08.476007,7.777758800325717,121.13159366647984,7.479839807192539,19.399675095122003,44.654032654742
2021-03-31 06:08:08.476007,5.8254395146868925,137.52222205708773,6.684931902411023,17.30805885502096,45.183452215353185
2021-06-30 06:08:08.476007,5.006002139457507,146.94250988511237,6.002752563822369,17.129642761684483,43.99138469506955
2021-09-30 06:08:08.476007,4.060533848209951,145.45589820846376,5.959659646083692,21.182868728535826,48.21755894643476
2021-12-31 06:08:08.476007,7.628297664922094,133.8157315047965,6.918751262457976,18.11658761993344,37.26610299006185
2022-03-31 06:08:08.476007,2.728271790532073,86.06356337301757,7.9131953502354,18.83022637161009,41.14240950329959
2022-06-30 06:08:08.476007,2.2719678225619333,84.61700195424896,7.904009751653513,19.647280300208923,45.21734285167513
2022-09-30 06:08:08.476007,2.6306220123885167,92.34777929080211,5.183598747040351,21.100491298869304,35.222608712061145
2022-12-31 06:08:08.476007,5.204180371120335,86.47889030441127,8.776817930881144,18.18955501179177,45.26234853262722
2023-03-31 06:08:08.476007,3.953496276401482,92.60553646917992,5.732972134143411,18.879518647833976,43.16206446258533
2023-06-30 06:08:08.476007,2.0571902508905833,93.80968768048803,8.102807758927058,19.866067204030074,45.85952836969374
2023-09-30 06:08:08.476007,2.5724779680923504,98.46211370392399,8.135600317882693,21.233268406293057,45.62988035476105
2023-12-31 06:08:08.476007,2.8041933294041264,81.19439187164602,6.5361324023397485,20.518467294700468,39.64399182595386
2024-03-31 06:08:08.476007,2.0797902593099042,86.39835292131261,7.249115740262011,18.94142477527863,45.843576865036056
2024-06-30 06:08:08.476007,3.009339685025762,90.31740072766944,8.230227246782826,18.046863465302437,38.13655620673812
2024-09-30 06:08:08.476007,2.726082737618099,99.48979687203828,7.172739071725331,21.71573122165963,47.72974348841676
2024-12-31 06:08:08.476007,4.0427825780067455,95.88532670182018,8.338810463554493,18.80683213727485,44.92941792094019
2025-03-31 06:08:08.476007,2.577452917913787,90.68350848144944,5.322454232421327,19.13964102510419,35.25734376341391
2025-06-30 06:08:08.476007,3.164517624590058,87.90776783269959,8.44658667521155,21.475736595219978,41.709756938334934
2025-09-30 06:08:08.476007,3.1660886615410564,87.13537880155047,5.348614356393061,20.160707710425076,35.31355310405171
2025-12-31 06:08:08.476007,2.8096454883672224,97.96472780566896,5.71122707137671,18.173184044571936,37.662045382030556
