Date,Orders_Shipped_K,CastleGate_Pct,Two_Day_Delivery_Pct,Large_Parcel_Pct,Delivery_CSAT
2023-02-02 06:08:08.610688,160.62588319115963,29.498961059210476,73.82452313613156,38.446208478545266,94.64975919342662
2023-02-03 06:08:08.610688,269.62165430244704,21.625661890246374,84.90208109020432,47.606734864687255,93.7698327466521
2023-02-04 06:08:08.610688,289.095504005874,23.329432210237226,81.34084515965297,32.88060090284681,87.28212234440217
2023-02-05 06:08:08.610688,114.96614722102201,20.447501915318334,89.76882741262473,39.732102489128906,92.14102113966587
2023-02-06 06:08:08.610688,248.45543595427844,26.919648404612936,85.5478043261765,39.15131021755879,82.43029875206011
2023-02-07 06:08:08.610688,221.3640314276268,23.88236526086653,81.2745683126413,39.98108075596141,90.6241844237888
2023-02-08 06:08:08.610688,186.32928280363254,36.88363255983702,73.60914542904472,32.312710213912666,88.41392187977596
2023-02-09 06:08:08.610688,259.12913519474483,29.491114319218394,81.69053697075805,40.22285662563398,93.19554281725969
2023-02-10 06:08:08.610688,124.79695870422229,39.64622168585302,82.68213934209098,33.30106131770218,88.19818866746874
2023-02-11 06:08:08.610688,100.34769471213623,21.12835227312916,81.99099357569129,46.66763917889387,86.65570083190663
2023-02-12 06:08:08.610688,132.63131188206293,33.21405369900012,88.95606120671587,48.67833966463534,86.08543596772292
2023-02-13 06:08:08.610688,155.07432438204256,26.875026035102678,76.52829000166072,41.183341654854466,86.54797163749801
2023-02-14 06:08:08.610688,277.54770579879613,32.81318150912712,75.45273609350272,43.53489062636299,87.86526669313439
2023-02-15 06:08:08.610688,293.5750402495642,28.540342025510334,74.247925998651,35.21572336765825,89.05588945221294
2023-02-16 06:08:08.610688,222.0922147996552,20.339737884081032,71.59513464607483,41.64210597988073,87.62297057963326
2023-02-17 06:08:08.610688,200.67155467367888,38.13961517927251,76.40262190447979,41.446650669212026,86.60825047754896
2023-02-18 06:08:08.610688,219.5554547323493,34.599830715982826,72.54027708660736,46.81991830714948,89.43085961667502
2023-02-19 06:08:08.610688,262.4955285757973,30.443096670330878,78.40245290655777,38.75291620199029,83.47863192400519
2023-02-20 06:08:08.610688,167.59627235872645,34.22470550408701,75.27042594211707,43.68317838437145,92.36490129207264
2023-02-21 06:08:08.610688,293.6039126445645,30.438720191175648,85.16160213257159,41.489182315181374,87.98329075476539
2023-02-22 06:08:08.610688,166.63173850360678,29.063063465435818,82.35793033448485,43.554952925244436,90.81440424286849
2023-02-23 06:08:08.610688,122.13889618730578,32.79009289651229,75.95487062689813,38.508331984062735,88.5832351636593
2023-02-24 06:08:08.610688,203.31951649543737,39.17693498316209,79.53616946503533,31.86005663264191,80.26647055264756
2023-02-25 06:08:08.610688,175.35420223128256,23.586237815414336,85.24884673531184,39.25272134749125,92.06891451335882
2023-02-26 06:08:08.610688,293.4621856842995,37.39653966141601,88.03698255707027,31.358649908183384,82.43427113059035
2023-02-27 06:08:08.610688,135.3242963321676,29.249919224030375,86.94091513003005,35.62067957665717,84.42703404762591
2023-02-28 06:08:08.610688,194.29413540651478,32.219256073318746,80.4609463420293,38.48227830046779,86.38436313590732
2023-03-01 06:08:08.610688,207.92885254442407,21.184517072978327,81.59942834478213,31.427940123458185,94.59957229754161
2023-03-02 06:08:08.610688,166.94119223839797,32.5945038284855,71.15840737901443,32.464931414562415,84.6611242126066
2023-03-03 06:08:08.610688,207.03148873577047,27.03165424748783,78.21273948877489,42.40056238208845,87.53052488479656
2023-03-04 06:08:08.610688,242.0103025499421,29.053174354690313,81.35730420542409,31.798704763309612,87.24762614441744
2023-03-05 06:08:08.610688,158.01750679315504,25.89636777598968,85.43519336405332,31.15470118888134,84.76705866696362
2023-03-06 06:08:08.610688,218.50673129306315,32.36961046646983,72.77620142874409,45.88993964766608,88.5696056633178
2023-03-07 06:08:08.610688,240.22225228254038,35.29902054762372,79.39580952333013,43.41143872684491,94.49085597852111
2023-03-08 06:08:08.610688,282.6302221631899,23.462448380539243,77.17771335677715,34.04960468551568,93.26582560374727
2023-03-09 06:08:08.610688,265.77459903405907,21.432505340203566,83.27584623056366,43.93230554069762,83.00422127897815
2023-03-10 06:08:08.610688,117.74165497013527,21.638728857777913,74.08004126466268,33.709061880024805,86.31146122254316
2023-03-11 06:08:08.610688,216.4450769207984,23.48021286857091,88.5384249664216,32.133162094985124,80.46128979947284
2023-03-12 06:08:08.610688,262.09524955973404,33.87155059107957,83.4892466117297,37.02452293207815,90.66278862465191
2023-03-13 06:08:08.610688,127.77763126639863,37.48951793035857,76.68390204832922,49.47248908471909,94.52046550683507
2023-03-14 06:08:08.610688,253.01604684989036,34.598800976041765,70.7842479994013,39.92933406106443,85.7402891660104
2023-03-15 06:08:08.610688,144.20274075834044,27.62812920068192,83.12494411005575,30.797446539143266,82.76582959796791
2023-03-16 06:08:08.610688,170.05464349945464,35.99633304538557,79.37286495246747,46.13139080149444,88.33564069900794
2023-03-17 06:08:08.610688,128.07039047283152,31.688678256894868,72.13941892319993,31.733088193044544,88.54587347090825
2023-03-18 06:08:08.610688,274.88278623729275,33.11855360480797,88.50772364434728,30.084362907890675,80.46271688725787
2023-03-19 06:08:08.610688,180.3200521776992,33.91085805737939,78.77248041259801,43.36885403764389,86.04274549501905
2023-03-20 06:08:08.610688,124.5170176417681,25.56225360913657,88.66227847891922,43.48793995757688,83.0645363697736
2023-03-21 06:08:08.610688,254.61754476339857,39.831945560903655,77.22700186356849,40.926089828995465,94.45911350501925
2023-03-22 06:08:08.610688,215.81342915508304,27.886689703837433,76.0022203247046,33.563616226841134,94.64187797818825
2023-03-23 06:08:08.610688,223.7618383865048,36.37187201037773,78.82130376454263,37.85133504282098,82.81139422640467
2023-03-24 06:08:08.610688,299.0902148785079,38.888055574582424,83.01177795962973,42.670160902719886,91.31086006113354
