Date,Packages_Shipped_M,Same_Day_Pct,One_Day_Pct,FBA_Units_M,Delivery_Speed_Hours
2023-02-02 06:08:08.417363,18.86980586503743,29.916806510829407,37.47221231234732,7.187149320396648,61.81437877003226
2023-02-03 06:08:08.417363,29.296892880788977,19.37408379527358,29.402960794907553,6.388764588331838,33.890345311788224
2023-02-04 06:08:08.417363,23.69182085687473,15.413496067460551,26.37960488164146,14.822974272927794,69.58687343611842
2023-02-05 06:08:08.417363,12.031030797974033,28.617958242347015,35.88868954928098,6.708065252263172,27.851698823515846
2023-02-06 06:08:08.417363,28.8641036021818,21.315778668994938,30.449559949245547,10.658036920559969,56.7776899114068
2023-02-07 06:08:08.417363,13.169940168785484,28.399029926483497,37.28890977354911,9.948031568681444,59.39946065505397
2023-02-08 06:08:08.417363,13.90236702280443,24.24729253576469,35.92349745588387,7.178330221597047,32.88841132241041
2023-02-09 06:08:08.417363,22.329549491718158,23.273600849548224,25.769440678314094,11.083976578651528,32.15186755227045
2023-02-10 06:08:08.417363,27.62358205223002,25.49344839769119,28.608254909802614,14.231504983395986,50.82096181982008
2023-02-11 06:08:08.417363,15.146746843553949,15.137747940887927,26.147863567783165,9.103381331461167,59.06231846640859
2023-02-12 06:08:08.417363,26.988893149542847,25.528095906707595,33.75210088030254,10.699635840186208,69.65736406149385
2023-02-13 06:08:08.417363,20.27250784903427,19.91150241782933,26.244557379797353,13.13118153503545,47.27488010189684
2023-02-14 06:08:08.417363,15.89747995497257,18.483806475712782,37.05457108940823,10.654077339546514,65.50227238112271
2023-02-15 06:08:08.417363,12.952860167153448,22.048173176389344,29.944998794864453,12.86978457761683,50.533915881625845
2023-02-16 06:08:08.417363,28.622043567347305,20.336023348003803,36.53044017052786,8.341893983847296,32.30745372193938
2023-02-17 06:08:08.417363,19.041683219788638,24.012567663732597,31.347417229430434,14.635515000867565,63.812156175272435
2023-02-18 06:08:08.417363,22.78870995760864,24.05293110704849,32.678517006929845,8.252363043062426,40.36739019106622
2023-02-19 06:08:08.417363,10.225386541350618,24.837392219913013,25.204146371642583,12.851087353787445,64.15100368401329
2023-02-20 06:08:08.417363,13.107094280581112,16.87849395128629,37.88949774725925,9.896997494546545,50.377653614588056
2023-02-21 06:08:08.417363,28.70609423759865,23.56930024195994,31.759481224637106,11.478928376362846,51.34601977497866
2023-02-22 06:08:08.417363,10.088672448493444,24.61126975862723,25.181990772434162,5.949436027059056,47.03904170666906
2023-02-23 06:08:08.417363,12.828532377854945,15.200881069713002,39.601661030174064,7.956545044796015,53.417590492804365
2023-02-24 06:08:08.417363,19.855320884649547,21.38764819035797,33.0701064752485,5.917222277553763,60.97321197950871
2023-02-25 06:08:08.417363,28.823025657907337,28.840615293556898,27.644172469445834,6.009844190998827,35.66377409998855
2023-02-26 06:08:08.417363,27.720598499349535,26.760241772417487,32.816131513097865,6.589509178438535,57.93519362832356
2023-02-27 06:08:08.417363,12.759278553610292,24.85963180012577,33.7658438586954,5.292943964948261,30.31145943610098
2023-02-28 06:08:08.417363,11.594756055506242,20.176821511956536,30.889168579922476,11.686789933845517,28.166033026332755
2023-03-01 06:08:08.417363,28.843018374103334,21.758022848506897,29.330463272344176,6.204062715047812,60.49621379545862
2023-03-02 06:08:08.417363,12.01518658182718,20.500011382641784,37.05023312238006,13.925289070492168,62.43426108336493
2023-03-03 06:08:08.417363,15.532866877588706,23.66122705403034,33.520146904236704,5.0680432638296855,55.3547337150778
2023-03-04 06:08:08.417363,15.797362705615758,20.7570648018609,39.70439220030791,10.730060410921507,69.01458936569963
