Date,FUT_Transactions_K,Pack_Opens_M,Matches_Played_M,Avg_Spend_Per_User,Conversion_Rate_Pct
2023-02-02 06:05:36.959413,1979.2142089968722,17.618145373719273,40.18764684355517,20.530920363671882,7.43184738366192
2023-02-03 06:05:36.959413,569.1304195660538,10.45158002151755,43.30360246551272,24.614727433944527,3.7970717050840244
2023-02-04 06:05:36.959413,825.4724140092048,20.287610658441835,60.52051229849643,15.040509537227758,4.053092992665013
2023-02-05 06:05:36.959413,1576.1070681688225,11.08152307428558,31.941681180177703,19.821454487119897,6.484612327625945
2023-02-06 06:05:36.959413,1853.9910581690162,9.831707236435506,13.640569019159248,6.921164281329695,3.854667601692993
2023-02-07 06:05:36.959413,1889.9770393182896,6.542713686377541,45.102679963006665,6.450937932435128,5.091998825667682
2023-02-08 06:05:36.959413,682.7497492610576,11.407546827205307,23.476025193733605,8.512963470571098,7.454664436202954
2023-02-09 06:05:36.959413,717.97100194421,18.481629938109112,20.83151308468452,11.477783327106,4.364391340940061
2023-02-10 06:05:36.959413,1664.6054081527748,14.792188995678513,41.138108861215336,16.608118934594444,6.463066352116392
2023-02-11 06:05:36.959413,1567.202662843869,15.928129433005026,28.79507190684095,19.906934633153504,3.512443467698523
2023-02-12 06:05:36.959413,927.8515646608689,9.955932908335797,48.13150150770399,15.445397371016341,6.277566813827766
2023-02-13 06:05:36.959413,1467.4222458570273,8.245370847422034,20.844534585078243,10.123199994557758,7.356206008415601
2023-02-14 06:05:36.959413,1640.3649940497119,7.318687733198839,44.57172403666834,7.133969292817184,7.473656758421394
2023-02-15 06:05:36.959413,517.2060184169519,16.01467123028795,13.805136454240468,19.769530493274118,5.818879568017605
2023-02-16 06:05:36.959413,1372.3397884954525,12.940035427281153,10.840480674740483,7.058814211902242,7.184028112917693
2023-02-17 06:05:36.959413,1772.133742047665,5.4533679689447325,43.1846937322915,12.61709519708132,4.762639663439698
2023-02-18 06:05:36.959413,2148.6208235922627,14.66183999635626,27.528564699837325,20.90150941012243,3.514875194712283
2023-02-19 06:05:36.959413,2560.670118867345,25.904900859951184,21.198271637258145,7.332815630546459,3.7889114515294167
2023-02-20 06:05:36.959413,826.0884287066478,17.65484894595767,14.832337423472875,17.46483377575877,4.35023231718803
2023-02-21 06:05:36.959413,581.7733116364707,13.309330782873747,19.013236422482436,13.884203093654275,6.066974274891095
2023-02-22 06:05:36.959413,1251.7606547010246,17.346403246973704,20.5134686007688,18.153493301130702,4.803852097391592
2023-02-23 06:05:36.959413,760.1137687164412,19.61775953193705,10.332626972421636,9.508680283593376,6.889267469612392
2023-02-24 06:05:36.959413,1134.102233559373,12.765316806073608,48.47567998348036,11.492805377225338,6.292760994775289
2023-02-25 06:05:36.959413,2199.3985819382115,22.89791200427299,22.017523950978802,11.813108992566022,4.847429362813084
2023-02-26 06:05:36.959413,2910.91531967651,23.482325698771437,23.94906919666378,16.657821951750996,6.23737801049066
2023-02-27 06:05:36.959413,1409.5780964176156,15.886244067380108,10.75125785894242,20.240176860737126,5.769002205017397
2023-02-28 06:05:36.959413,1682.707471380767,5.459610034202021,21.799393246377594,9.545181618805572,4.803586711006834
2023-03-01 06:05:36.959413,1496.704064569808,10.09466420784794,13.362116878727033,13.869182353105833,3.984849795518446
2023-03-02 06:05:36.959413,1915.0059811092055,17.968512445619577,36.048481158349134,6.87145298454613,3.85494274493074
2023-03-03 06:05:36.959413,1947.2462999591992,13.493769089795205,17.191712548219698,21.59900743307739,5.700161885252909
2023-03-04 06:05:36.959413,914.1727790925675,10.351942899555224,73.94043925209826,21.0262559313409,6.288141656649687
2023-03-05 06:05:36.959413,2296.5578085739307,11.164654888178688,56.055877938607345,10.329953440415292,4.091587495757444
2023-03-06 06:05:36.959413,1288.7086138662685,15.188564672304327,48.118423614917575,10.168633059450512,3.5491913812345435
2023-03-07 06:05:36.959413,1981.5417923924065,11.311835143798348,12.333557949549704,11.076619078142391,7.9474139402526776
2023-03-08 06:05:36.959413,1130.7478081335307,5.3598920395359215,46.95226072694538,8.299364286218097,7.500619238033685
2023-03-09 06:05:36.959413,1353.0572708109344,9.94743329921241,45.23533555460949,6.731728436578286,7.3317523966247204
2023-03-10 06:05:36.959413,1559.4561494351392,16.779990984950665,15.041850207754951,17.756411393062276,5.063175304366472
2023-03-11 06:05:36.959413,2798.57901874656,12.122804947349227,55.89541800519132,13.403618695226012,3.414462876943364
2023-03-12 06:05:36.959413,1228.1480303326832,13.489541368135871,49.485023507764495,8.601219607129767,4.3794255909730655
2023-03-13 06:05:36.959413,684.0831167604834,5.1143447503388835,40.40382035390021,21.227544441279317,3.870256072351018
2023-03-14 06:05:36.959413,677.8600065134187,19.87625436622181,22.643977130048782,19.166243754866397,4.448843408126736
2023-03-15 06:05:36.959413,700.3722281995955,6.815460056517803,26.64864198086623,9.98813049058432,6.133995537541118
2023-03-16 06:05:36.959413,525.6144084456464,15.766691309327676,17.815149218801857,12.016050736335718,4.420000560081861
2023-03-17 06:05:36.959413,838.3957481620272,13.470959653377804,44.9106618708569,22.80250659224517,7.033271011567131
2023-03-18 06:05:36.959413,2586.1858591454034,23.21124644382315,45.00152269290258,12.237296643467586,5.491407282081555
2023-03-19 06:05:36.959413,1315.8979830027565,19.8655303540408,18.13906381104692,11.694915335154194,7.732253994559343
2023-03-20 06:05:36.959413,1130.1581398833914,8.518451366428266,25.663340016546904,11.41037642164332,4.407831495942332
2023-03-21 06:05:36.959413,813.0476626816286,5.762749279150076,40.25797349290213,13.787153629630629,3.080849448055378
2023-03-22 06:05:36.959413,905.5760107723331,19.62208440965169,33.56094534739515,12.551326230335398,5.225692710105037
2023-03-23 06:05:36.959413,821.5144096376949,19.327930388164123,30.484620780493323,13.614396193221678,3.9417633442477658
2023-03-24 06:05:36.959413,1988.3010233190864,10.75187004238598,30.238769574834453,14.536494609125818,4.6269047652609085
2023-03-25 06:05:36.959413,2088.395898541308,16.195140936644872,44.62841199699464,19.21709449421604,7.233602506124214
2023-03-26 06:05:36.959413,1221.988223641452,14.230088968610358,72.86497829241422,6.700250443223776,4.619930597996571
2023-03-27 06:05:36.959413,1932.7261378501025,12.938625960427435,36.48305502328666,7.566950390863772,7.9069383216315465
2023-03-28 06:05:36.959413,730.3081102400093,12.131685192079273,49.87099722318493,7.793954698090011,3.38998742885704
2023-03-29 06:05:36.959413,1489.6686200385516,14.887123070441998,37.29493631464766,10.030029295699114,7.241880489846316
2023-03-30 06:05:36.959413,728.2893533223871,5.487066377394347,26.262815953145264,12.35418331065674,4.976665440206545
2023-03-31 06:05:36.959413,754.9573385873231,18.06586349958415,32.176336612683755,15.83948248280034,3.3866915944815523
2023-04-01 06:05:36.959413,1317.339835623322,15.572393477043683,37.39094274186559,15.528735698582812,3.2648142339938184
