Date,Total_MAU_M,DAU_MAU_Ratio,Session_Count_M,Total_Hours_B,New_Users_K
2023-02-02 06:05:36.717838,437.83721768979353,0.23420754927739082,143.35727808883257,1.2358793360472438,393.1612270664753
2023-02-03 06:05:36.717838,402.0809562342662,0.17447569472711258,136.7390026861299,3.964398668818241,155.38307890635087
2023-02-04 06:05:36.717838,399.3622178026363,0.2848882668027171,132.20880241572823,3.484009162967313,185.69025781784129
2023-02-05 06:05:36.717838,406.16059841860346,0.2108266595647478,100.75700401327269,3.2257598743962608,297.353575932702
2023-02-06 06:05:36.717838,394.22704819395403,0.15983652036641896,146.6082785588077,1.1940479502607166,269.86718307218604
2023-02-07 06:05:36.717838,386.8822168240375,0.22069493581889765,88.34433790360922,2.1422890345678898,286.05832074931834
2023-02-08 06:05:36.717838,432.2635524795525,0.24266448748376582,95.27700058002505,2.863542026327905,177.07256110216258
2023-02-09 06:05:36.717838,397.4550749470074,0.19429239481884134,133.92616244720543,3.70373441236232,344.1340883814719
2023-02-10 06:05:36.717838,404.3700153302843,0.23375510035614394,123.42938910015945,3.8551663321073004,458.10105855712067
2023-02-11 06:05:36.717838,396.28144202163884,0.31767986474667037,138.4259013887616,5.16083765547919,109.06303588310257
2023-02-12 06:05:36.717838,357.57727866677885,0.22507412556421508,78.40001328659807,3.321363421502901,305.22128148618077
2023-02-13 06:05:36.717838,399.9096839925321,0.1922007204385611,144.71537092771823,1.321499576738502,286.37679903065674
2023-02-14 06:05:36.717838,435.7334593933021,0.22404306297385174,134.12896380734725,2.6141486847778683,182.63588387747157
2023-02-15 06:05:36.717838,434.1480109919672,0.2412232165865595,88.33730907573619,3.131004974611792,445.9592169756301
2023-02-16 06:05:36.717838,396.0232271602314,0.15112686241021517,101.5664253138043,3.7949394757789845,203.53523932956298
2023-02-17 06:05:36.717838,419.453656751992,0.19857221556924634,78.98359335773029,3.522707175344828,327.77909743851706
2023-02-18 06:05:36.717838,375.84406098698435,0.3172075004353827,76.00659832758276,4.492123869502747,128.90939533656166
2023-02-19 06:05:36.717838,430.2881382472987,0.32595341964643326,83.30270987790809,1.522301559577676,182.57660348127794
2023-02-20 06:05:36.717838,355.85068285690835,0.22299684311152035,68.18452878680465,1.1447880142808888,422.46124142311083
2023-02-21 06:05:36.717838,381.7868529281653,0.16523764906114838,58.81224757686696,1.4472796279972227,121.20535242396934
2023-02-22 06:05:36.717838,406.81170236297834,0.24613683202005382,123.90117104759265,2.3786675033247358,297.7621583049664
2023-02-23 06:05:36.717838,410.9796515357749,0.21172759456240584,68.72250423549644,1.0894981306237037,232.80790297162355
2023-02-24 06:05:36.717838,360.70491572725973,0.22757617374231215,139.13820134866924,2.4431693844491305,472.7799292974036
2023-02-25 06:05:36.717838,410.51475768636504,0.3178047419496634,107.11119614445481,4.8339831106269715,463.93276258599406
2023-02-26 06:05:36.717838,368.540060482288,0.2839168435288517,72.64850462011867,5.429314074687549,379.58618461736194
2023-02-27 06:05:36.717838,400.8401604753671,0.21689994396379875,67.26732194421879,2.7291506528032334,230.28048073399603
2023-02-28 06:05:36.717838,399.79911883110225,0.15477467272405093,71.43180761038899,2.810277828223955,264.36979610411254
2023-03-01 06:05:36.717838,373.586614652952,0.23299137168341805,147.21921987582496,2.4389748524325694,404.1694998370599
2023-03-02 06:05:36.717838,422.8698865918515,0.19935469277988016,81.06148494823803,2.8818649520378896,468.6508217022351
2023-03-03 06:05:36.717838,425.3480059388912,0.1944336612139496,136.48603678493777,1.6803540507304644,292.41739411188837
2023-03-04 06:05:36.717838,364.4108398618662,0.25052023503745535,71.91817623671858,2.5097596406504943,348.67809463035275
2023-03-05 06:05:36.717838,436.6408130690193,0.3434794124977811,83.03387035959354,4.526446212363338,375.1354707793996
2023-03-06 06:05:36.717838,353.28808938179884,0.21639980373121281,55.763665766894235,3.283904188007086,335.23145459722735
2023-03-07 06:05:36.717838,421.96010304769925,0.22700269907890952,57.28937966421195,2.4385279385818683,386.091843584333
2023-03-08 06:05:36.717838,382.97233322475614,0.16901225247739032,97.71091288429109,3.2132265398279145,107.47069807471337
2023-03-09 06:05:36.717838,365.90307022336424,0.17472867683610274,73.51934066596478,2.5845858186888924,387.05465182412735
2023-03-10 06:05:36.717838,352.765452214226,0.22027878435532802,78.80365482785744,2.0687745266683604,354.6977150883145
2023-03-11 06:05:36.717838,425.48480671066494,0.2108922100000905,120.60885203258027,4.207972463066071,153.28087777610241
2023-03-12 06:05:36.717838,448.1466122947129,0.3010830382610454,113.14372054994807,4.116417503876533,446.85015568632883
