Date,Concurrent_Users_M,Games_Played_M,Robux_Spent_B,Social_Connections_M,Voice_Chat_Sessions_M
2023-02-02 06:05:36.740529,9.935863214005316,145.45940641528577,1.345288306452914,29.25698275466508,3.306954180777442
2023-02-03 06:05:36.740529,6.884336738962027,143.1422747730519,0.5304900614945711,21.27758855943817,3.8621726080615346
2023-02-04 06:05:36.740529,9.766373072411115,118.12615067344151,1.7421858002656423,25.75252111279138,2.4342393390865675
2023-02-05 06:05:36.740529,8.149959797079742,84.83008173817166,0.558701014639656,14.829558738544176,2.0894094003460366
2023-02-06 06:05:36.740529,6.190097655441567,52.2424536844605,1.1200339296180197,21.749729563698263,2.5764212776023996
2023-02-07 06:05:36.740529,5.145679591076168,90.56717352872768,0.6966777239697226,27.652064737488192,2.297229634211067
2023-02-08 06:05:36.740529,6.398719077954442,64.30469977469963,0.9831444509295326,13.572069269450132,1.6180114432512842
2023-02-09 06:05:36.740529,4.775667498143487,140.74775153934664,1.5329967488487481,18.44134146609106,3.0385857944970187
2023-02-10 06:05:36.740529,6.457617489996984,131.87461429740554,1.8485832244979126,22.58591311581627,4.1975496885727175
2023-02-11 06:05:36.740529,7.120530742366757,84.0042986296659,1.371889808009819,17.218312211077386,1.5095083794319009
2023-02-12 06:05:36.740529,6.544116332402225,88.86585277106136,1.9501613872812584,18.113258292402385,3.5423565288461356
2023-02-13 06:05:36.740529,9.26467622094515,100.74908479956663,1.0074229876959875,27.86204300111375,1.4868265152985525
2023-02-14 06:05:36.740529,5.500236950771853,95.08590571709122,0.7776015220886461,18.053258236136656,2.725015315804072
2023-02-15 06:05:36.740529,8.785392867897949,137.42301039072237,0.8442058426216386,19.00779846429311,3.3675378692132747
2023-02-16 06:05:36.740529,4.726695819150123,89.14208708995082,0.6805494279758174,23.67610181756634,2.778385815301966
2023-02-17 06:05:36.740529,5.51577990388335,140.4124037738431,0.6873424944843618,15.086121473330873,2.521302729054757
2023-02-18 06:05:36.740529,7.735194324945162,93.7680321682671,1.4912837163391934,28.18229602960989,3.092609374315409
2023-02-19 06:05:36.740529,6.387472930804408,89.71275964691856,0.920899328681527,27.596732980294107,3.3322658228460345
2023-02-20 06:05:36.740529,4.225594472838743,142.30871223707518,1.2675840411428096,21.310760335691388,3.69724964765993
