Date,NBA2K_DAU_M,MyTeam_Transactions_K,VC_Sales_M,WWE2K_Players_K,Borderlands_DAU_K
2023-02-02 06:05:36.902079,10.849268957171038,554.0743012088221,17.612768589504356,400.4558451725449,159.88073919425574
2023-02-03 06:05:36.902079,10.27589441436613,196.84078655608317,22.29479441723794,123.20100582919392,101.67011549558615
2023-02-04 06:05:36.902079,5.859239438163834,250.0064831959388,20.63253705726047,443.5696296361031,233.94517697950266
2023-02-05 06:05:36.902079,13.699028096002976,393.2830542137563,21.292405689169094,301.2020728500983,281.16858509911
2023-02-06 06:05:36.902079,6.400347626152713,468.30596206575206,25.013087803817434,191.47763809876886,207.85143258205818
2023-02-07 06:05:36.902079,13.44374110150235,374.94995744584526,26.149406115436086,401.3278259621967,76.8053969021446
2023-02-08 06:05:36.902079,8.825821765473274,168.23753985158066,23.30111690513189,165.51010489092715,193.02886246193313
2023-02-09 06:05:36.902079,10.654555689432168,733.8704254839467,16.915777866932565,137.43354819385968,133.57590463640372
2023-02-10 06:05:36.902079,11.83256635541614,327.76778724760925,24.136460877277955,269.0650957944978,125.23910422770585
2023-02-11 06:05:36.902079,12.922661634978738,314.6729722759171,21.38446838163425,226.01125214717342,94.65882297098919
2023-02-12 06:05:36.902079,9.241540615667718,302.926667716718,28.96426345373436,437.83037154004285,171.1647642931961
2023-02-13 06:05:36.902079,11.48528279091074,359.22544181154666,15.785026892719422,169.05445386766172,293.88158895367417
2023-02-14 06:05:36.902079,6.372028065615119,203.79597168126142,21.72432260143958,355.03677222057,186.91531407461744
2023-02-15 06:05:36.902079,7.790082518299255,355.0027172405464,9.17644889948145,230.99240648427326,258.04931591275664
2023-02-16 06:05:36.902079,5.3421844906156535,328.81358896660504,25.25092001088222,414.4711529481559,138.4636153112064
2023-02-17 06:05:36.902079,7.042310522830853,405.56836334712216,26.011935192517033,419.18556553351334,130.35861148099258
2023-02-18 06:05:36.902079,14.064462892247636,566.5486426219718,20.762953170579078,459.67610217590067,91.01746949224983
2023-02-19 06:05:36.902079,8.903159597254078,533.7471891416776,18.89747227653654,208.09499932000696,168.16780281678564
2023-02-20 06:05:36.902079,8.24404111168166,347.59023298802026,21.222692546962435,220.81143499757619,81.78351983118377
2023-02-21 06:05:36.902079,11.430561549823185,712.9002533877582,10.7453486363034,183.6376324497034,148.24596293516598
2023-02-22 06:05:36.902079,9.468988941332174,168.53115145850762,28.62636423730276,369.6231875474753,273.5690658354653
2023-02-23 06:05:36.902079,9.534118230177132,515.5177917821811,23.961253182224006,413.9121755387491,215.70790951420574
2023-02-24 06:05:36.902079,11.250145540109882,689.6571913619814,17.89921954333357,218.5490748820619,111.850271259531
2023-02-25 06:05:36.902079,11.527072195820995,536.5572100683347,23.09711693064939,110.19589190051113,87.4626173203132
2023-02-26 06:05:36.902079,12.208691837356351,158.18214029712104,29.378910783198958,263.15224491478807,94.33602785334786
2023-02-27 06:05:36.902079,10.027518437835372,349.66150699822435,24.967091084707363,456.3969694738468,265.46962667922196
2023-02-28 06:05:36.902079,7.35419688285778,240.17764124521068,14.538727718159285,493.806958870524,296.6690028984936
2023-03-01 06:05:36.902079,5.359865600497724,247.98569931737703,12.9707382234227,356.50867757117777,71.05300336631227
2023-03-02 06:05:36.902079,11.141344171649832,419.1292400369568,10.344824862277772,222.00481586997515,179.61193087668101
2023-03-03 06:05:36.902079,5.180593117292578,341.18246337382254,27.76440029894035,385.33807341839304,105.66354184110043
2023-03-04 06:05:36.902079,14.550966666527092,361.9982034195932,23.34477204172677,172.6304424576923,242.63283157894287
2023-03-05 06:05:36.902079,6.271396816520129,342.42193429836334,12.205202407461059,217.0050864178894,135.7904387562836
2023-03-06 06:05:36.902079,5.321295940135117,296.00295135395857,8.88024174612624,330.51685712086055,187.56901712751886
2023-03-07 06:05:36.902079,14.370139537205485,336.9845076938042,11.84915569925358,329.9273643448384,181.85154381571738
2023-03-08 06:05:36.902079,13.604924728900123,297.0582530600444,7.898794205177293,454.69543651199194,249.60665248499822
2023-03-09 06:05:36.902079,8.771981438295011,442.9654419603713,23.52898765549251,190.50117416422898,192.39741527762882
2023-03-10 06:05:36.902079,14.585421269946021,191.77360022481008,12.60234379167147,216.0126550136538,139.86069921718004
2023-03-11 06:05:36.902079,6.405161415852158,487.0574844834913,21.62091921253338,469.23975480315306,94.67694951219389
2023-03-12 06:05:36.902079,6.7088166537519385,610.4312289051077,21.961084853655894,155.97976090531972,74.27390247454184
2023-03-13 06:05:36.902079,7.49711009293125,498.4901701543706,24.79828152798703,445.1469153440128,146.52680557826028
2023-03-14 06:05:36.902079,13.010315999374267,593.8769175330109,28.58979401242944,305.8564905152285,64.60170619528125
2023-03-15 06:05:36.902079,14.756055431292992,724.1397500443768,14.98345495071573,381.3879641059189,70.57215130999765
2023-03-16 06:05:36.902079,14.640229544493817,331.1052557086366,21.725879499260795,304.6535026729409,110.17937066136311
2023-03-17 06:05:36.902079,9.620180301720234,150.17843162448034,18.38549756162862,345.7111041300187,269.20677580651466
2023-03-18 06:05:36.902079,7.620079498114913,558.895087276661,27.987863084251824,359.13513981019946,274.3422330254784
2023-03-19 06:05:36.902079,11.213715461173507,678.09684605467,22.43531545698779,191.1696101832662,54.80289816045212
2023-03-20 06:05:36.902079,12.777003106407964,336.3153331026172,11.428796331842342,434.3696854430997,285.28232856517224
2023-03-21 06:05:36.902079,7.569542457913635,221.63478143393326,28.396137209961122,297.26841966682105,265.31030824772915
2023-03-22 06:05:36.902079,14.328799302259757,329.5848538544181,14.238385356293191,285.04532809130313,211.34667654993015
2023-03-23 06:05:36.902079,8.109556044539854,198.6995111870751,21.247432661723014,172.77461388380053,269.9675240343024
2023-03-24 06:05:36.902079,14.051447079868217,491.02642345202344,24.148295210338127,495.0260049553754,190.517121363943
2023-03-25 06:05:36.902079,10.0106991024186,514.052513395906,28.582006557950095,233.41930055937524,57.331837801142385
2023-03-26 06:05:36.902079,6.310839671269935,563.3331084165713,16.318460565134593,196.7734782202843,68.00909005498325
2023-03-27 06:05:36.902079,5.046262053987184,649.1864015475558,22.423972110326368,342.39720262277046,238.00405108113102
2023-03-28 06:05:36.902079,12.609845137563328,533.5511356424513,21.79296681857086,468.33883359770965,279.2151834335836
2023-03-29 06:05:36.902079,14.070543266785482,568.2319907131706,19.15057026367864,404.0014689117036,77.66176947814955
2023-03-30 06:05:36.902079,7.26969972975315,344.85086259811766,25.778535599052585,309.99055912813407,76.31034640558718
2023-03-31 06:05:36.902079,5.082689746105142,438.0219472126595,28.623841228840817,187.07968776088163,274.44159691092716
2023-04-01 06:05:36.902079,11.956288805041499,197.41916426500825,27.618664020994114,127.94482943092476,283.8846558059716
2023-04-02 06:05:36.902079,4.878351057933994,297.34563229885606,19.637144868578062,405.784547843662,214.02074608398698
2023-04-03 06:05:36.902079,6.738832453707539,277.8133614721451,28.549546034823642,121.17875086963838,95.37726766330891
2023-04-04 06:05:36.902079,14.198013144658827,385.4732955877348,14.986916403552158,279.71251442341645,202.7428175164391
2023-04-05 06:05:36.902079,6.911421049175889,483.476787120248,9.340207158912513,438.82852484592746,230.73751083500048
2023-04-06 06:05:36.902079,10.081389338000053,739.2978078927828,10.09244764006078,350.5681145919412,248.80130996780608
2023-04-07 06:05:36.902079,7.753685891586921,707.8032287779387,13.848861913810332,348.7309335046029,233.7354955713255
2023-04-08 06:05:36.902079,12.645476562159839,716.067460052356,29.37194153937797,252.8614856591492,293.2577909727695
2023-04-09 06:05:36.902079,13.390797135048864,244.69582061449603,15.01277195629278,268.780959607249,205.53722563089127
2023-04-10 06:05:36.902079,13.307653457632469,396.6706070868965,25.911719610291314,172.16198865936144,133.3675507735197
2023-04-11 06:05:36.902079,12.126286156628026,741.4173362309368,21.368761859871643,275.88221286614566,197.47754234289454
2023-04-12 06:05:36.902079,8.56386040508325,262.69514402947584,14.605442589873785,428.2064494449574,117.2052625715903
2023-04-13 06:05:36.902079,7.067007989485365,663.1159949266508,24.827064638588233,195.52870099493464,257.3821731171163
2023-04-14 06:05:36.902079,7.174606984939595,541.7469299486584,17.92723677378048,311.29005476767844,295.117430233485
2023-04-15 06:05:36.902079,11.873655121086037,649.0171433125431,18.19217331272411,442.9761802484489,292.00621043184384
2023-04-16 06:05:36.902079,11.71496676883568,281.74765741328923,24.966947781755287,111.10697860517918,265.784364807749
2023-04-17 06:05:36.902079,7.461531294263816,567.0730787402167,25.262952963456687,193.4468469229775,138.37620362300063
2023-04-18 06:05:36.902079,13.077853757516891,710.5457324765163,10.10748679229928,494.8399207768865,122.59029628155716
2023-04-19 06:05:36.902079,14.11439515459361,272.11710166289555,17.25714131519353,471.109454942908,58.875002720266785
2023-04-20 06:05:36.902079,9.522391747592547,157.11635375413059,29.556237739797194,122.80731745234709,162.12069654087068
2023-04-21 06:05:36.902079,4.989511757977707,601.7128607604483,10.965084341653967,422.3065696588489,161.23755794006928
2023-04-22 06:05:36.902079,4.968071127355269,545.7578111268568,14.815557300996709,412.4322739148449,140.9469266962306
2023-04-23 06:05:36.902079,13.976178064534713,192.66119645869003,26.620480163606423,433.6949021151396,95.95616714382605
2023-04-24 06:05:36.902079,10.002157121704695,490.66959336221635,17.27018942535724,231.33605773000326,268.5544862145415
2023-04-25 06:05:36.902079,5.0094122282785385,630.7967385725866,29.977145834889406,282.1989695361468,248.5230975759215
2023-04-26 06:05:36.902079,13.312802995810932,474.2036488136056,16.279496937008112,355.1941620740303,73.25491874559735
2023-04-27 06:05:36.902079,5.119870631692378,695.2243658580545,12.515062320688866,426.04608752218616,117.81848323027431
2023-04-28 06:05:36.902079,13.247845190979415,360.3033870652749,15.807329101490769,267.203132227371,156.03410048624337
2023-04-29 06:05:36.902079,10.365175357627715,461.59272817355975,14.504706620539704,296.43282215782614,144.303593026324
