Date,Proved_Reserves_BBOE,Reserve_Replacement_Pct,Finding_Cost_BOE,Breakeven_Price,Carbon_Intensity
2023-02-02 06:11:47.447812,15.213513576010293,108.16554879683018,14.678461645108012,48.79626309164999,21.612360912079776
2023-02-03 06:11:47.447812,19.751219055448423,129.90111751192254,10.367914265714202,32.48171350289256,19.399789441776182
2023-02-04 06:11:47.447812,15.194882911117052,145.09224132788805,12.682248397927935,48.24711537844511,21.875969429858475
2023-02-05 06:11:47.447812,19.294515681730996,109.77766913121269,5.3901350406259265,40.95047640856153,24.89719772091615
2023-02-06 06:11:47.447812,15.070480354503175,112.21743097427222,8.26238076068213,34.72472165148259,23.200873821180817
2023-02-07 06:11:47.447812,16.214265177920307,131.0658610967764,6.568710795546102,33.75704234890544,23.24705423518332
2023-02-08 06:11:47.447812,17.502105205719005,133.17234218275019,10.037203680680694,34.95070891311671,18.22986401999364
2023-02-09 06:11:47.447812,18.32223859742569,115.66775503369917,6.567193670428097,44.527712195280785,18.89979604225338
2023-02-10 06:11:47.447812,15.077566740008356,113.43609054158415,11.469734561868387,48.71966520533562,20.924202923550173
2023-02-11 06:11:47.447812,19.907770350298712,139.54691384251456,11.784319669708033,43.82077625249413,20.4545355318102
2023-02-12 06:11:47.447812,15.527215377663008,94.94041677806506,9.10327566683814,36.62393431339824,21.73249498763094
2023-02-13 06:11:47.447812,17.24089794908883,90.96492566425198,8.003150027703462,48.47907874405617,19.441069072316076
2023-02-14 06:11:47.447812,15.001594246860915,138.67069928454885,9.405895630600881,45.82387887805603,23.178248594044046
2023-02-15 06:11:47.447812,16.119566064706156,108.60163467771424,6.548614413807204,38.64051839594793,23.030708285571702
2023-02-16 06:11:47.447812,18.016040175753,138.62535951563703,13.790211461792474,33.40903572395143,24.143178783023185
2023-02-17 06:11:47.447812,18.508363575417267,139.02392382909568,12.239524462561185,37.50921632360891,19.325736522917538
2023-02-18 06:11:47.447812,19.697557066475856,114.68129188155429,13.593870669285359,40.914977562840114,22.72830193742921
2023-02-19 06:11:47.447812,16.948172698598448,147.6525598820297,7.652800637295459,48.38994525900382,23.562120906954405
