Date,CFO_M,FCF_M,Dividend_M,Buyback_M,Net_Debt_B
2023-02-02 06:11:47.495763,53.284571436610065,21.375639679208962,10.260715618679455,25.443595445715857,12.52610596407788
2023-02-03 06:11:47.495763,49.8533718660472,37.94426031328067,5.321797760686117,10.245075370701425,5.615466424942324
2023-02-04 06:11:47.495763,58.833916662423256,31.423676080523414,8.311655484325431,1.5681777794111762,12.530530189550088
2023-02-05 06:11:47.495763,94.4952172794944,60.91242275105104,10.602786527752366,16.576422570266637,14.416893829766334
2023-02-06 06:11:47.495763,67.2824364630428,38.54283147034825,13.17716962130437,18.858742756206045,14.129174426467866
2023-02-07 06:11:47.495763,45.59312875849301,21.535775024099543,12.619508513791223,26.97577554223526,12.068087430437101
2023-02-08 06:11:47.495763,36.46795688942133,21.56154909404072,13.126602142686453,18.971873972561074,8.540995296398592
2023-02-09 06:11:47.495763,66.60801000473154,25.215612466149018,7.859975874435269,27.58698142228149,12.657241447142324
2023-02-10 06:11:47.495763,77.07885842646206,53.03187743337442,9.403418467116898,28.757450571045247,5.268950792889409
2023-02-11 06:11:47.495763,47.827754827559986,13.800806533578683,5.028437484048607,0.43233761030678,14.618588466497656
2023-02-12 06:11:47.495763,58.2439439388268,15.803252341281384,7.923380245951069,14.312928640161873,6.696552782238442
2023-02-13 06:11:47.495763,63.65339544276643,32.045820754405334,13.212604241817635,16.443868505126567,8.040540454909866
2023-02-14 06:11:47.495763,74.61586351824774,31.593701440254012,5.448311989750048,1.8322749247765824,9.17779849241949
2023-02-15 06:11:47.495763,30.994893628965077,15.039019011019018,12.618411867399082,2.506756551331116,10.365052478317905
2023-02-16 06:11:47.495763,63.62700727734265,29.389348660187707,7.9483741226663005,7.7534465116587725,13.669206697818412
2023-02-17 06:11:47.495763,79.96047238391694,31.493331403785103,8.550073588327784,18.908935954865285,10.699624036321907
2023-02-18 06:11:47.495763,48.737140961710196,31.970713329540352,14.623848085682571,23.810767177061855,11.345078186832616
2023-02-19 06:11:47.495763,101.66988044436688,31.870987571249163,5.575855838226448,27.033242381976894,11.746987210574835
2023-02-20 06:11:47.495763,77.32795309297161,29.573089566204732,7.2771256882146105,12.92388564036139,13.50117600064922
2023-02-21 06:11:47.495763,80.27772207722504,45.470073430253066,10.707724780073459,26.017246581801995,7.063878891591057
2023-02-22 06:11:47.495763,45.534278802417866,47.84786372284173,8.698033523233649,21.399123653157453,7.229136184598181
2023-02-23 06:11:47.495763,63.696739531778746,27.758591793064593,6.277759723695285,3.348896885439764,9.139070755597768
2023-02-24 06:11:47.495763,44.460436732538085,29.62219399415018,7.5563639745914815,6.202607124538396,8.06854446198763
2023-02-25 06:11:47.495763,67.56364625421938,40.08558650519223,7.512961664108106,0.12633813332354693,6.665046737715251
2023-02-26 06:11:47.495763,53.742144617319624,42.13265042029764,5.8808421097917165,21.67221823893507,8.110845453256582
2023-02-27 06:11:47.495763,37.83620227564786,29.425445424240827,6.857293177844874,25.11228677192842,10.683389783974649
2023-02-28 06:11:47.495763,45.98534694891555,11.699780498976292,9.81850093767732,2.9403882315930465,6.819887310399036
2023-03-01 06:11:47.495763,40.473769178591446,11.666395258138767,9.711851372840009,10.84001165411683,13.044683555724081
2023-03-02 06:11:47.495763,40.83052602319574,43.71680859199752,11.652163865888399,19.958402589380412,10.62123243698972
2023-03-03 06:11:47.495763,23.84472407419704,23.277211300023673,10.115966747755051,20.17071403713299,10.815064203662164
2023-03-04 06:11:47.495763,41.057153716339,15.368929235539952,11.927629562418284,10.829592886190632,14.050868014421608
2023-03-05 06:11:47.495763,86.83174046221731,21.54493595241574,9.100421424299636,5.981763260203651,7.226319563702651
2023-03-06 06:11:47.495763,34.88891594048998,50.18060796078066,5.711214020932788,22.721688765772225,6.838002698587014
2023-03-07 06:11:47.495763,49.03149517467764,11.920820992191443,11.111624058527735,21.358068374413065,9.523491721758083
2023-03-08 06:11:47.495763,57.0693016895985,42.53650942726987,6.029826959571092,13.203160615492028,13.516059487031963
2023-03-09 06:11:47.495763,58.48268907731373,17.52525229310519,13.157862674983564,24.12563266980986,6.153444418649526
2023-03-10 06:11:47.495763,34.79498561772862,39.093510819066786,11.47415652695094,15.254070351708497,8.692335854670867
2023-03-11 06:11:47.495763,64.69806956417162,39.82439750510333,6.723705404983579,7.903503680152998,9.718336707901674
2023-03-12 06:11:47.495763,98.24096985863007,46.34992864053881,7.790414049788044,19.531155800473645,12.961757384562677
2023-03-13 06:11:47.495763,48.777400788093225,30.20891338779905,12.304557846460424,5.639108317617944,10.77533083628144
2023-03-14 06:11:47.495763,38.46731488582725,10.0284117284059,11.119501254178411,7.511692541363875,9.819881247795031
2023-03-15 06:11:47.495763,61.48692818244533,28.192798982606227,8.81638058328338,27.99325424990554,6.252812721946844
2023-03-16 06:11:47.495763,65.99390946206147,42.20018131735675,6.868529779911125,2.847270622379635,7.989056151340722
2023-03-17 06:11:47.495763,56.71999054180056,48.707088379535776,12.2030275368016,5.671629847566391,13.808602536116828
2023-03-18 06:11:47.495763,65.28886625278633,13.70553245269928,9.174240636097945,25.83707864325559,12.466012780088931
2023-03-19 06:11:47.495763,84.53988973365828,29.539819640314462,5.582158359737796,5.41514559576989,11.066729954454965
2023-03-20 06:11:47.495763,49.56220500647002,39.10649010637262,12.79145530542232,24.070026707678544,7.290459756671817
2023-03-21 06:11:47.495763,30.693865764113916,38.14395997445303,6.587042389822995,21.236519258427027,5.682511648389307
2023-03-22 06:11:47.495763,42.99460817283469,35.34942675012197,7.40260634717523,21.11233991130761,6.976926811612767
2023-03-23 06:11:47.495763,41.823634274053425,33.18481080846161,8.041471706210647,5.840581270648967,11.576489606271393
2023-03-24 06:11:47.495763,51.76198609631505,31.607554900515424,9.25979753233246,19.8330847821117,10.760682737987596
2023-03-25 06:11:47.495763,64.98123152815552,33.25369107605541,11.390510593540956,0.020593812438635117,11.054649734730722
2023-03-26 06:11:47.495763,57.58465688538163,29.441976612042428,8.458709308098323,26.75283907596876,11.16105366901389
2023-03-27 06:11:47.495763,52.69569662442216,52.01096561829392,6.217411191250002,6.620117957856709,14.793267450055833
2023-03-28 06:11:47.495763,29.307588351354322,13.33199100644627,9.35859744171731,18.13228838754957,9.623698215801058
2023-03-29 06:11:47.495763,68.65137867205318,52.46443379384157,9.334257612561242,14.84358147318511,13.583815209266067
2023-03-30 06:11:47.495763,49.474037753033116,18.82602862324664,6.124792743721504,3.3838888164995273,10.876771104931095
2023-03-31 06:11:47.495763,54.79733784093,55.16443549000366,7.827517496857662,19.625042154248685,10.508746967063196
2023-04-01 06:11:47.495763,32.30580942411851,12.97025961628009,14.576866153992938,23.973852744360162,11.098896369857258
2023-04-02 06:11:47.495763,42.136803256052765,18.929201771690973,14.681472087314392,16.23951797047908,6.065569148305007
