Date,Oil_MBOED,Gas_BCFD,Total_BOE_MBOED,Permian_Share_Pct,Guyana_MBOED
2016-03-31 06:11:47.446399,2349.3840270503747,11.673998775374264,3642.24770876292,38.07069129876295,522.7865179872184
2016-06-30 06:11:47.446399,2559.6560219886755,10.880054860022494,4010.3609652525975,33.56362468150721,356.1930910297421
2016-09-30 06:11:47.446399,2398.5139728371714,9.501389654984415,3589.50351562146,37.16100445665574,372.67457380081737
2016-12-31 06:11:47.446399,2602.478168047235,10.455986232888142,3684.634582113269,39.8550369127571,513.8884508070468
2017-03-31 06:11:47.446399,2439.259082854275,10.657231492267725,3735.748415225948,25.363329986467825,527.5905265524948
2017-06-30 06:11:47.446399,2323.3802667899167,10.189701560107592,4047.096537032525,30.401476369775267,361.5582620680515
2017-09-30 06:11:47.446399,2653.073142370851,10.863607495186216,3921.9277306628906,29.556737838942478,547.9331115707074
2017-12-31 06:11:47.446399,2412.7794182941984,9.422953739137125,3797.605284762348,25.02116511035989,469.45118396251786
2018-03-31 06:11:47.446399,2204.3201464772706,10.40560252303813,3691.719984710222,32.475249370322636,478.63089501954477
2018-06-30 06:11:47.446399,2702.075337921672,11.881261929102715,4132.246162542715,33.081880903329356,420.46873495461836
2018-09-30 06:11:47.446399,2666.5820540242585,11.350547669046744,3943.7743437031427,28.012721800166208,400.56252995597293
2018-12-31 06:11:47.446399,2316.1664785429407,8.801936143257356,3604.398077961934,32.020581819807326,458.0935940646584
2019-03-31 06:11:47.446399,2572.692093661497,10.571911637626803,3662.3577891545074,31.24522669120216,362.3811603793999
2019-06-30 06:11:47.446399,2737.8543754439634,11.811628495200418,3587.129936359512,37.46073126529956,480.7975902454839
2019-09-30 06:11:47.446399,2749.380784694036,9.807518003928672,4022.6257482945825,39.13292461106196,473.2042226408401
2019-12-31 06:11:47.446399,2327.590361490752,8.360278405134636,4116.9839211674,37.65480772810351,469.4409464838243
2020-03-31 06:11:47.446399,2350.411832853035,10.80746349771212,4164.520363963713,26.677888329693733,513.1747477094749
2020-06-30 06:11:47.446399,2480.393282816224,10.814898670629974,3970.932423281717,36.03262527976259,462.75385333271663
2020-09-30 06:11:47.446399,2398.9996609222258,10.80729823902249,4135.0022813210035,26.200620449326145,301.07138359258477
2020-12-31 06:11:47.446399,2755.9467899649308,9.07706646448226,3501.666125753551,37.503428167695,572.4157531504441
2021-03-31 06:11:47.446399,2706.069592501077,10.575500320666725,4003.019522796615,25.6193010657301,369.95985367283646
2021-06-30 06:11:47.446399,2779.4932774830418,9.228293360959048,4184.374925788991,39.16861135008057,371.7823754710142
2021-09-30 06:11:47.446399,2296.697310749343,11.920262428134102,3587.8400808787583,26.41786550372369,437.90849260333056
2021-12-31 06:11:47.446399,2463.9862066694213,9.452073049870588,3960.7210682484224,33.00102406303308,422.6696478064536
2022-03-31 06:11:47.446399,2245.6038736046376,8.95572536546525,3506.750449701279,25.844130944593736,494.4676076403825
2022-06-30 06:11:47.446399,2338.932256806518,11.680703051199748,3995.5905954542222,33.34496618066643,587.0642872122088
2022-09-30 06:11:47.446399,2312.3630588983997,11.22013169108588,3598.2953416315954,33.761821423630415,362.8144136877816
2022-12-31 06:11:47.446399,2313.6141366466063,11.082074180659141,4168.934497683547,30.830285957380195,436.77358063672557
2023-03-31 06:11:47.446399,2284.401943240934,10.039838948329107,3647.587103088234,39.66982404981394,505.7904912300197
2023-06-30 06:11:47.446399,2492.3514283865425,10.599750213863746,4128.453255271672,36.14331967676421,309.4197306836796
2023-09-30 06:11:47.446399,2272.4176270672406,9.509437051430671,3882.004780132113,31.715299970177462,514.8807210727635
2023-12-31 06:11:47.446399,2327.676719758329,10.644650081372971,4050.524261137927,32.42446991722782,308.68828745141576
2024-03-31 06:11:47.446399,2350.6231490755085,9.790470217133088,3911.692634687857,37.66156658083018,384.8892188212614
2024-06-30 06:11:47.446399,2339.446257990117,8.781956009825205,3849.5310150565165,29.19955116136886,382.6963318378324
2024-09-30 06:11:47.446399,2241.0784943685817,10.853682669293825,4196.847138970363,32.01806573332241,555.4276263335474
2024-12-31 06:11:47.446399,2520.815326892726,11.012753106042146,3968.5006388177917,26.798515214463293,360.07368726530933
2025-03-31 06:11:47.446399,2798.7946838185594,8.080505964701533,3853.116297697928,37.45465922442153,442.90464463214715
2025-06-30 06:11:47.446399,2400.3783437127886,10.031251737028072,3874.31492149808,33.21539517104512,565.8768423572927
2025-09-30 06:11:47.446399,2384.354882203519,9.919786996894036,3667.720006044015,28.88449512344608,383.8303098934261
2025-12-31 06:11:47.446399,2355.0305352637674,11.652588993737115,4010.0720909151255,26.37018662778676,479.1171903943151
