Date,Renewables_Capacity_GW,EV_Charging_Points_K,LNG_MTPA,Carbon_Intensity_Reduction_Pct,Low_Carbon_CAPEX_Pct
2016-03-31 06:11:47.448428,11.600606328217424,56.24230985553284,32.58733223640594,0.0,12.025221096080744
2016-06-30 06:11:47.448428,11.142987124012812,53.14574861638081,34.00769260081857,0.8,14.319819223305805
2016-09-30 06:11:47.448428,15.453812723405955,86.79716276031516,32.76980199092443,1.6,12.945060816647663
2016-12-31 06:11:47.448428,14.714874535071544,119.9472681153994,31.070947443636438,2.4000000000000004,14.493579118030514
2017-03-31 06:11:47.448428,16.320575712031502,115.61144805218262,30.468943437343185,3.2,24.88486049413911
2017-06-30 06:11:47.448428,10.728937851729375,158.73156832899627,29.324860926777273,4.0,21.972640259613687
2017-09-30 06:11:47.448428,19.287581850897148,124.17741741171393,34.73027074514588,4.800000000000001,19.599788918192292
2017-12-31 06:11:47.448428,27.42612704007985,123.82887930463033,28.183444383700948,5.6000000000000005,12.333776180798283
2018-03-31 06:11:47.448428,12.04517852926327,66.40193673233813,34.50952838151854,6.4,22.726081135524446
2018-06-30 06:11:47.448428,23.063164203560287,74.43471337227238,27.621719670705616,7.2,22.101299588236685
2018-09-30 06:11:47.448428,29.44342405751972,169.93788947657447,25.110945740838964,8.0,16.263889508811683
2018-12-31 06:11:47.448428,23.042986877643486,100.08809018864288,30.03641009896044,8.8,15.550086473578771
2019-03-31 06:11:47.448428,44.692809987376656,267.20361199300845,29.885507315367995,9.600000000000001,15.718024836652392
2019-06-30 06:11:47.448428,43.17262364143619,197.6049263867102,25.412985166477167,10.4,18.49588345033093
2019-09-30 06:11:47.448428,43.516745261587396,347.9915168413096,25.099687897406692,11.200000000000001,24.4159368725529
2019-12-31 06:11:47.448428,32.694738994433614,249.60243599178736,29.86278881991074,12.0,15.27825163294575
2020-03-31 06:11:47.448428,54.41719578977572,104.47448577796358,32.43019851240358,12.8,10.77712734095944
2020-06-30 06:11:47.448428,53.5692125479478,495.65840135130406,33.03704461088082,13.600000000000001,18.003637373328612
2020-09-30 06:11:47.448428,54.36013864450311,377.2347850444614,26.52293064606128,14.4,14.971395036526982
2020-12-31 06:11:47.448428,90.44861939598883,241.85987803193268,28.016079803440075,15.200000000000001,18.86143076757475
2021-03-31 06:11:47.448428,75.50490626378412,483.2448727059151,29.848074415825483,16.0,20.25038474684012
2021-06-30 06:11:47.448428,67.10420484448083,571.6487489951792,28.97961569556315,16.8,19.568174243091647
2021-09-30 06:11:47.448428,47.63569462087789,389.8621277916061,34.305670972623936,17.6,15.662560511734267
2021-12-31 06:11:47.448428,132.76302438785444,527.4628423790937,31.198760055833525,18.400000000000002,24.270086024898216
2022-03-31 06:11:47.448428,118.76702569491577,265.1036429022664,34.12455428813997,19.200000000000003,19.9724690911625
2022-06-30 06:11:47.448428,150.902713657193,825.1374514976446,26.002918037340034,20.0,12.335881294104777
2022-09-30 06:11:47.448428,155.29984859423737,1053.2704934612104,27.12138499969799,20.8,10.36955383872772
2022-12-31 06:11:47.448428,103.51685697834961,411.2674629649197,32.47847075690649,21.6,22.267453341335454
2023-03-31 06:11:47.448428,148.5413500810463,1339.500895427752,34.986407174330424,22.400000000000002,13.331392302218813
2023-06-30 06:11:47.448428,118.6400325635044,1406.2395449966343,25.17875775472386,23.200000000000003,21.682792356282256
2023-09-30 06:11:47.448428,142.68131315951,1206.4584060278164,26.20568807993407,24.0,10.840652164593974
2023-12-31 06:11:47.448428,230.60563048522704,1778.1703093304202,27.787100789831523,24.8,14.557684820190113
2024-03-31 06:11:47.448428,253.59993970574502,926.5097444185953,32.06225665831984,25.6,21.063841856535028
2024-06-30 06:11:47.448428,172.10403007812616,1854.2756924822102,34.37262878226333,26.400000000000002,10.524105178702802
2024-09-30 06:11:47.448428,167.28015853806912,1638.0258920514955,29.474095298016312,27.200000000000003,21.279185868912474
2024-12-31 06:11:47.448428,212.55770282142112,671.7613269951999,28.752024804545552,28.0,24.405114835742992
2025-03-31 06:11:47.448428,213.12493704184772,2656.1592761218985,28.814240833873274,28.8,18.352349559524725
2025-06-30 06:11:47.448428,265.46681473047875,2960.7185007314556,34.274425881993096,29.6,10.998797432800947
2025-09-30 06:11:47.448428,326.6469587555905,888.3693366518708,31.75094846682053,30.0,15.256843757638633
2025-12-31 06:11:47.448428,560.7286520206494,2204.512443829536,29.53045003646254,30.0,18.72352819515104
