Date,Retail_Stations_K,Daily_Gallons_M,Fuel_Margin_Gallon,Non_Fuel_Revenue_M,EV_Chargers_K
2023-02-02 06:11:47.323745,9.140637896983593,16.595270758295886,0.17721161902624138,12.511123027969902,2.897018316147041
2023-02-03 06:11:47.323745,11.125247998132373,16.328325465418345,0.3501999398452992,11.235384639883119,0.5976886340236172
2023-02-04 06:11:47.323745,9.827758745553444,16.86185377862296,0.35499313448735503,8.872337484298829,1.3147786388267442
2023-02-05 06:11:47.323745,10.733002319524731,18.96521813629858,0.23830933011463096,11.417170674689,2.98138815395588
2023-02-06 06:11:47.323745,10.958870356014794,16.784631660352858,0.17425970426556686,6.9679021540021155,2.8213377705467
2023-02-07 06:11:47.323745,11.988523920893039,24.93430157251715,0.18863277011819843,10.537089278311104,2.6315949348284247
2023-02-08 06:11:47.323745,11.002779827784211,19.20881707375474,0.3831246411014315,12.806831386660457,2.09093272894125
2023-02-09 06:11:47.323745,8.634353676378256,20.326988881586217,0.20861579153798873,14.694217849154679,2.1904978672744386
2023-02-10 06:11:47.323745,9.182318146039272,23.436989049147094,0.33157110114236366,10.470694236231683,1.3513361503170158
2023-02-11 06:11:47.323745,9.417296799401127,24.76418967594894,0.23787080018102594,6.928665185710825,0.5991601270960318
2023-02-12 06:11:47.323745,10.600491728112175,15.41099247037413,0.3528532766814505,12.994686847614501,2.8787681382118353
2023-02-13 06:11:47.323745,9.854031200038932,22.06344926659463,0.3025474934452988,12.59816685017229,0.9997369567475213
2023-02-14 06:11:47.323745,9.793443113841592,16.41453445421899,0.29117080369115583,8.34709028476463,1.335856488161295
2023-02-15 06:11:47.323745,10.182180848177607,20.130427719696545,0.20272338546942067,6.424850726736579,0.6122545036732283
2023-02-16 06:11:47.323745,8.440507437429194,22.453461809071822,0.3701655502492778,13.47585277816286,0.5353671927512184
2023-02-17 06:11:47.323745,11.493740591434477,24.41461395446267,0.15172540469761037,5.082005828619001,1.1134837968228004
2023-02-18 06:11:47.323745,8.168305859891731,20.117077423467254,0.3382185390615654,9.863080558439629,1.1879131492339172
2023-02-19 06:11:47.323745,8.765295761381363,21.720606977465085,0.176309147308186,8.802965144229969,1.3185558764930378
2023-02-20 06:11:47.323745,11.964313570284094,15.002540763384392,0.26355037081742744,12.10964909355733,2.6075676269975507
2023-02-21 06:11:47.323745,9.438569042961639,23.05939124662418,0.2684234930295984,10.018694874771121,1.722609181903727
2023-02-22 06:11:47.323745,8.225658268193362,17.643681657042748,0.37715969365449475,7.584632465528877,2.803053116124723
2023-02-23 06:11:47.323745,11.282599910141181,21.345279536432972,0.20720047679289907,12.036830226295889,0.8389588133860627
2023-02-24 06:11:47.323745,9.393823839535141,16.17156457000959,0.32665424287963774,7.780987817762535,1.3729305832498777
2023-02-25 06:11:47.323745,8.469323185232495,15.359561556304442,0.1581219957502666,14.983135685786479,1.5585153086585597
2023-02-26 06:11:47.323745,8.470858104009995,21.852444300359252,0.24660671551147043,5.817689547353146,0.9565214592863509
2023-02-27 06:11:47.323745,8.392153544403632,18.845927201161714,0.32210025900711947,5.880698667843548,1.0062866394899617
2023-02-28 06:11:47.323745,11.299018775172398,18.339497055941624,0.1530670738660721,5.519690875332327,2.7771524175598716
