Date,Basin,Production_MBOED,Drilling_Rigs,Breakeven_Price,Decline_Rate_Pct
2016-03-31 06:11:47.493529,Permian,342.8875281615607,16.5,42.88505757159019,47.67419293355092
2016-03-31 06:11:47.493529,Eagle Ford,311.1256506799,14.4,37.11338605099806,49.92227289044619
2016-03-31 06:11:47.493529,Bakken,173.4235282129984,9.6,31.71905975799619,27.997169283392562
2016-03-31 06:11:47.493529,Alaska,88.42827094768167,5.6000000000000005,37.21653536036248,30.648258784034315
2016-03-31 06:11:47.493529,International,133.63187313610322,11.2,37.8924156011621,34.81409467874368
2016-06-30 06:11:47.493529,Permian,500.5078505356513,25.5,26.752368079122544,37.83081322895441
2016-06-30 06:11:47.493529,Eagle Ford,189.6638818017317,13.600000000000001,36.61536197470902,40.28215923231729
2016-06-30 06:11:47.493529,Bakken,224.29499088837846,4.2,32.84515393866623,47.83854338220356
2016-06-30 06:11:47.493529,Alaska,77.3253571229851,4.4,31.68622403897002,41.51825214791768
2016-06-30 06:11:47.493529,International,268.91606118728436,16.799999999999997,41.26596442593154,25.071324415437815
2016-09-30 06:11:47.493529,Permian,322.0244657672542,13.5,40.587260687456585,40.193074448829066
2016-09-30 06:11:47.493529,Eagle Ford,318.2642361269144,19.200000000000003,43.80206244578275,26.373160430867397
2016-09-30 06:11:47.493529,Bakken,197.3966481371148,3.5999999999999996,47.65460796728554,40.50409917359659
2016-09-30 06:11:47.493529,Alaska,146.7682019527964,8.0,48.105987889250805,37.63395950106115
2016-09-30 06:11:47.493529,International,153.21963565078687,3.5,33.68775412608557,32.09842935827414
2016-12-31 06:11:47.493529,Permian,266.38236601780795,31.5,34.93904979370492,31.61262848591988
2016-12-31 06:11:47.493529,Eagle Ford,288.9711071575799,12.0,46.8986838641147,36.67142499631002
2016-12-31 06:11:47.493529,Bakken,101.92867406273501,8.4,28.88937161399882,46.295610985480046
2016-12-31 06:11:47.493529,Alaska,96.24356890383706,6.0,41.573625984262584,40.37291881543243
2016-12-31 06:11:47.493529,International,238.4570979052814,11.899999999999999,40.81895529224767,41.446865568888626
2017-03-31 06:11:47.493529,Permian,368.6026137716863,24.0,40.496786585920134,44.28133023195692
2017-03-31 06:11:47.493529,Eagle Ford,129.66981954147184,9.600000000000001,27.033179015978945,38.83284390160129
2017-03-31 06:11:47.493529,Bakken,183.98193916307113,13.2,39.45067775363008,41.371437178503655
2017-03-31 06:11:47.493529,Alaska,105.03935303697197,2.8000000000000003,39.88967893167209,40.91469827378037
2017-03-31 06:11:47.493529,International,216.05258485164137,11.899999999999999,39.661485666195894,47.595660743928626
2017-06-30 06:11:47.493529,Permian,501.3761857407494,30.0,44.64634273516844,33.79343492322576
2017-06-30 06:11:47.493529,Eagle Ford,319.47071490968057,8.8,37.56794337970893,28.064590073804368
2017-06-30 06:11:47.493529,Bakken,160.4153306038032,6.0,34.818935934846756,28.828111374021233
2017-06-30 06:11:47.493529,Alaska,84.3796550344901,3.2,45.448370257178716,36.11053447317761
2017-06-30 06:11:47.493529,International,211.90674477206016,16.099999999999998,30.517551671506965,38.94246060580676
2017-09-30 06:11:47.493529,Permian,413.81788608554405,10.5,27.194739362078227,30.391649659459173
2017-09-30 06:11:47.493529,Eagle Ford,274.1500962151257,12.0,33.73887295021956,47.96202977035192
2017-09-30 06:11:47.493529,Bakken,94.70214939892254,4.2,45.357942740220324,49.03730962679749
2017-09-30 06:11:47.493529,Alaska,92.54394484428826,5.2,37.768911327623506,40.29456116314639
2017-09-30 06:11:47.493529,International,227.2418310026266,3.5,43.702735458215585,37.477851622709665
2017-12-31 06:11:47.493529,Permian,238.16805995845147,12.0,39.75932513600919,36.614339543785135
2017-12-31 06:11:47.493529,Eagle Ford,123.2100549076734,17.6,48.011672058871746,47.817188945465624
2017-12-31 06:11:47.493529,Bakken,133.61388657721236,7.8,37.09912811237411,28.540225015695682
2017-12-31 06:11:47.493529,Alaska,69.03458868408966,8.0,27.69697209522937,48.20144477125398
2017-12-31 06:11:47.493529,International,264.2464749987827,4.199999999999999,32.19797554337688,41.79176636308503
2018-03-31 06:11:47.493529,Permian,539.5227147528717,28.5,41.60428457070001,35.6657946251828
2018-03-31 06:11:47.493529,Eagle Ford,279.35028688068945,14.4,41.849273994881095,42.28591923267487
2018-03-31 06:11:47.493529,Bakken,212.2920336362412,12.6,39.3353617993021,37.50849540926173
2018-03-31 06:11:47.493529,Alaska,97.47286828890475,8.8,46.724474996037905,30.244877369046012
2018-03-31 06:11:47.493529,International,245.96165382161223,8.399999999999999,29.83133707953361,28.5316740575475
2018-06-30 06:11:47.493529,Permian,599.2787024390962,22.5,49.48226812504682,25.939875623078212
2018-06-30 06:11:47.493529,Eagle Ford,318.31556114934745,19.200000000000003,30.631101502893618,29.293231453587957
2018-06-30 06:11:47.493529,Bakken,111.30168906546267,5.3999999999999995,47.09937549320804,42.613237482952385
2018-06-30 06:11:47.493529,Alaska,94.8874127295706,9.600000000000001,39.84799620299114,41.15052324405995
2018-06-30 06:11:47.493529,International,122.2978395824329,15.399999999999999,29.784093215955938,30.841431702398907
2018-09-30 06:11:47.493529,Permian,537.0952163648573,21.0,25.422819252187857,29.755269212889296
2018-09-30 06:11:47.493529,Eagle Ford,247.57287901155235,10.4,31.901446200576174,34.25237922454024
2018-09-30 06:11:47.493529,Bakken,182.31733069396546,13.799999999999999,30.841327628533435,35.94070878631992
2018-09-30 06:11:47.493529,Alaska,108.80867204520673,7.6000000000000005,29.325782630885655,40.58028862341916
2018-09-30 06:11:47.493529,International,241.60301209675612,11.899999999999999,46.78555248937536,47.86307059605068
2018-12-31 06:11:47.493529,Permian,595.2151958548413,25.5,28.402096246678028,42.76597285765177
2018-12-31 06:11:47.493529,Eagle Ford,186.62971869910575,13.600000000000001,43.954573885832026,26.864693628864096
2018-12-31 06:11:47.493529,Bakken,160.4681916511589,12.0,39.3438970781004,46.71415858162729
2018-12-31 06:11:47.493529,Alaska,136.91033000410704,4.4,47.28148884977909,42.96616856269345
2018-12-31 06:11:47.493529,International,148.51319224861808,11.899999999999999,46.69259131051819,34.86536664685531
2019-03-31 06:11:47.493529,Permian,225.17693815896098,28.5,26.827549022378786,49.19572960697905
2019-03-31 06:11:47.493529,Eagle Ford,206.51251551476486,11.200000000000001,28.741081113190642,43.05787048887897
2019-03-31 06:11:47.493529,Bakken,222.05052957991268,6.6,47.733854549821366,49.344098679770724
2019-03-31 06:11:47.493529,Alaska,77.76727866195515,3.2,49.17138039105509,39.68036785901804
2019-03-31 06:11:47.493529,International,151.22886897464343,15.399999999999999,29.201483455640016,31.95048660488373
2019-06-30 06:11:47.493529,Permian,292.6470322231693,10.5,40.318748210470496,33.362761301218576
