Date,Refining_Capacity_MBPD,Utilization_Pct,Crack_Spread,Refining_Margin_BBL,Product_Sales_MBPD
2016-03-31 06:11:47.321066,2082.228102222913,92.10835204441337,32.74777320967496,26.19821856773997,1874.6504028976697
2016-06-30 06:11:47.321066,2065.528940894647,94.95391842621068,30.089617459342296,24.071693967473838,1954.9616531600352
2016-09-30 06:11:47.321066,1887.5377064675313,91.05694329639373,26.39270603598083,21.114164828784666,1896.223055494642
2016-12-31 06:11:47.321066,1964.075409436755,96.46827193575766,10.340682746420896,8.272546197136718,1691.967800228017
2017-03-31 06:11:47.321066,2089.069075839957,92.93117336708616,33.4183329807914,26.73466638463312,1938.0272056961967
2017-06-30 06:11:47.321066,1939.711209214629,85.2015073791842,36.258222583427,29.0065780667416,1819.9180422207935
2017-09-30 06:11:47.321066,1863.8300824096589,88.20807275478948,25.23756096940938,20.190048775527504,1660.7517501965297
2017-12-31 06:11:47.321066,1952.9409815318545,94.68408681114336,13.636226659895105,10.908981327916084,1945.3456344386643
2018-03-31 06:11:47.321066,1874.413501566627,90.48595919127521,21.744717732558605,17.395774186046886,1600.7716668662868
2018-06-30 06:11:47.321066,2010.1837381962832,95.95010813323906,32.45733013454755,25.96586410763804,1602.4747068812721
2018-09-30 06:11:47.321066,1983.8568323434397,87.86088938722509,20.89979664659527,16.719837317276216,1974.4265919281497
2018-12-31 06:11:47.321066,2127.023991902627,95.79319716779354,10.813546846243074,8.65083747699446,1658.5990346220412
2019-03-31 06:11:47.321066,1820.699464927659,88.89116091472124,24.478345228969335,19.58267618317547,1647.3061211763222
2019-06-30 06:11:47.321066,1957.960584340423,88.64680919034224,26.673615431532653,21.338892345226125,1799.1786224401476
2019-09-30 06:11:47.321066,1888.3045447024256,87.33766323200273,36.94969117444831,29.55975293955865,1921.4899051652637
2019-12-31 06:11:47.321066,2170.077172122319,95.78257383018698,26.373933069864897,21.09914645589192,1739.6168444611535
2020-03-31 06:11:47.321066,2163.061402432378,91.27099891912422,28.963439945977523,23.17075195678202,1957.6834167960776
2020-06-30 06:11:47.321066,1825.1931236882322,85.42192816734381,36.4246976756227,29.139758140498163,1878.7528329458305
2020-09-30 06:11:47.321066,1824.2951884762856,91.63751233818653,17.61279005207159,14.090232041657272,1854.024663401914
2020-12-31 06:11:47.321066,2001.7553845370714,96.35376483095307,29.477499006510264,23.581999205208213,1863.0578938782
2021-03-31 06:11:47.321066,2125.9532390411323,96.31719937461004,17.646906459611714,14.117525167689372,1900.4111481403597
2021-06-30 06:11:47.321066,1991.870800795221,97.26182263927268,32.13132061147279,25.705056489178233,1688.6035260000237
2021-09-30 06:11:47.321066,2104.4039524261398,93.8922009158697,30.03155195925256,24.02524156740205,1914.0392627464757
2021-12-31 06:11:47.321066,1903.6307436129832,93.62766651146929,16.818146656868176,13.454517325494542,1655.5777809478486
2022-03-31 06:11:47.321066,1926.4657469489894,86.96560816203481,17.644691888610467,14.115753510888375,1854.705219635696
2022-06-30 06:11:47.321066,1908.1061006483033,86.47727535357842,34.661325188362326,27.72906015068986,1992.1296253766068
2022-09-30 06:11:47.321066,2089.2827982848075,91.94451649782008,16.602680128685638,13.28214410294851,1961.8332823729975
2022-12-31 06:11:47.321066,1938.6630391549425,90.41734571403484,15.049464719459248,12.0395717755674,1851.0364795373018
2023-03-31 06:11:47.321066,1839.859446339896,95.44290063182191,38.35580022585782,30.68464018068626,1604.7428978093214
2023-06-30 06:11:47.321066,1821.4686129120919,91.87661722818125,30.300706733233117,24.240565386586496,1991.4684983973764
2023-09-30 06:11:47.321066,2095.6493033972324,96.76250041662577,35.36332684749682,28.29066147799746,1677.937116585387
2023-12-31 06:11:47.321066,2000.500960841483,85.36984986884565,17.271592440593118,13.817273952474494,1944.6581536414355
2024-03-31 06:11:47.321066,1971.3145500166866,86.28973118368603,23.922648451656002,19.1381187613248,1779.286328855691
2024-06-30 06:11:47.321066,2053.9491852605056,92.26329052414411,13.466024778129812,10.77281982250385,1720.0150758519576
2024-09-30 06:11:47.321066,2006.2891342641524,88.88014780174181,13.318423515480516,10.654738812384414,1670.7801953882717
2024-12-31 06:11:47.321066,2128.1884366121812,89.121445625661,13.101959483592232,10.481567586873787,1930.9797158796869
2025-03-31 06:11:47.321066,1874.587763274683,87.34392324482916,33.65916261993918,26.927330095951348,1723.85966710057
2025-06-30 06:11:47.321066,1939.6602231499708,90.17657517313651,16.037927828569256,12.830342262855405,1754.1254207949708
2025-09-30 06:11:47.321066,2133.0131879019955,85.24103845066838,11.872970046362417,9.498376037089933,1761.11262709955
2025-12-31 06:11:47.321066,2066.1109434218133,86.33683351400455,19.873333100720725,15.89866648057658,1687.0911158969318
