Date,LNG_Cargoes,Spot_Price_MMBTU,Contract_Price_MMBTU,Trading_Margin_M,Utilization_Pct
2023-02-02 06:11:47.450468,8,10.256958125217439,9.408303029496306,32.33787992990404,89.8466363160106
2023-02-03 06:11:47.450468,6,18.246305093239943,14.634772850692215,138.4603183539408,95.98240046039543
2023-02-04 06:11:47.450468,6,18.157314120416483,12.16474023864414,50.905372893865376,98.843695336588
2023-02-05 06:11:47.450468,3,11.627791919291097,14.906360437607649,104.69061542162505,90.95613189659112
2023-02-06 06:11:47.450468,9,8.846295495948299,11.683542080388508,38.793058419221076,85.90907780502631
2023-02-07 06:11:47.450468,10,16.310180858134153,10.316406108744829,33.783740205917034,91.79662161331994
2023-02-08 06:11:47.450468,7,11.936571751204763,14.431073889476853,100.67824514367169,92.79718901617214
2023-02-09 06:11:47.450468,7,17.643598966566707,10.069502968578778,112.93168160098259,87.04829471115983
2023-02-10 06:11:47.450468,11,17.022230727077453,13.828086266586187,33.819760736728405,89.95659178953676
2023-02-11 06:11:47.450468,8,16.542103350748274,12.984259192970912,31.9211376940527,98.54559278101216
2023-02-12 06:11:47.450468,5,16.14024749164333,12.986675719459434,47.401068387296235,87.95423785979695
2023-02-13 06:11:47.450468,8,15.544310584581407,13.922611710541021,58.486904567931646,95.30026360704667
2023-02-14 06:11:47.450468,7,24.543672186900412,10.193849426642542,66.51853187558343,94.60704697265795
2023-02-15 06:11:47.450468,9,22.535358008178644,14.498737443359621,37.01317172385405,86.33354431477122
2023-02-16 06:11:47.450468,8,19.967566848406598,12.926839946146892,96.81472811884973,90.02164330508309
2023-02-17 06:11:47.450468,5,22.58205329564242,10.160531659377346,136.97246514546868,89.6844061446789
2023-02-18 06:11:47.450468,5,12.318827284458873,12.611522852463558,139.44543711341456,85.95225025503504
2023-02-19 06:11:47.450468,6,9.611570401243727,11.94014490212246,116.35254124341141,93.72390461850475
2023-02-20 06:11:47.450468,10,22.689090686028855,8.46791090525505,61.07938028557777,92.40127312655298
2023-02-21 06:11:47.450468,10,22.713895089825286,14.775548636332935,105.67517997394643,99.50995644282604
2023-02-22 06:11:47.450468,9,27.738656745229303,14.922118206354277,92.41072360960513,98.678341970969
2023-02-23 06:11:47.450468,10,22.847007203250346,9.063273102979727,36.151585402612525,88.23131909135597
2023-02-24 06:11:47.450468,3,12.253352549179917,11.356645939850868,61.341364238188966,90.27467983364392
2023-02-25 06:11:47.450468,10,20.819111422938285,12.643283747314996,67.90696849573438,97.61354551705583
2023-02-26 06:11:47.450468,7,16.34973038010454,8.9986231029855,58.66714958715976,87.73746727231155
2023-02-27 06:11:47.450468,3,20.661454478032642,13.026658730735715,56.059341041013155,85.1030091130204
2023-02-28 06:11:47.450468,4,16.4858933526803,9.212128607795146,133.26240153750516,91.4383593519324
2023-03-01 06:11:47.450468,8,8.74712873490524,10.222267860729287,51.02864841656086,88.16899028295134
2023-03-02 06:11:47.450468,3,14.483275402464056,9.891031779060624,70.87388523879095,99.95120146710703
2023-03-03 06:11:47.450468,7,6.0695291733185766,8.124781425043397,96.28315642675732,97.21383539686144
2023-03-04 06:11:47.450468,9,6.159859421601215,8.089019632989613,56.3098216590913,94.1257905957619
2023-03-05 06:11:47.450468,6,11.900422013740206,8.57811409576178,42.21150982772197,89.69416449457368
2023-03-06 06:11:47.450468,10,17.122433073087077,10.143553317785413,70.21344903016521,93.45711153135204
2023-03-07 06:11:47.450468,9,8.02103520435066,12.745398081257054,20.063436781505153,88.57839446816007
2023-03-08 06:11:47.450468,11,13.85131867982234,11.750418099437987,47.6550185125808,94.28310212032035
2023-03-09 06:11:47.450468,6,12.700638623396049,14.798410107914826,31.525641327794744,86.79363890941757
2023-03-10 06:11:47.450468,4,13.045118725752674,11.912440797309095,94.29927577434584,88.1494952493916
2023-03-11 06:11:47.450468,6,18.41861453427238,14.698502741554076,87.63558624611099,85.08354093402262
2023-03-12 06:11:47.450468,3,19.41745512705486,14.25053725426306,81.53847648688995,93.69549551033336
2023-03-13 06:11:47.450468,10,15.405342512434508,11.749167950566829,92.25458142807189,91.27904269712576
2023-03-14 06:11:47.450468,9,8.116768812964409,14.872539494725478,65.99714745260566,89.52516167585752
2023-03-15 06:11:47.450468,10,11.667744471154865,8.560956343102802,73.93326609352012,89.8698254297859
2023-03-16 06:11:47.450468,10,13.229475165344523,11.153266265238553,60.24344095293248,95.46586269472088
2023-03-17 06:11:47.450468,9,19.247740146126066,13.915563255794739,43.728454870373184,90.63803450870793
2023-03-18 06:11:47.450468,3,14.120355739476246,8.683542006808146,22.113550296624,94.41981542899696
2023-03-19 06:11:47.450468,5,9.308921254356655,13.88367825956528,95.91985154659812,88.69215411908193
2023-03-20 06:11:47.450468,8,17.752538359623447,14.123268257335043,87.94394021437725,92.3878349789115
2023-03-21 06:11:47.450468,11,11.218299219477247,9.464835419052704,31.018969439547703,99.3375768922457
2023-03-22 06:11:47.450468,3,14.724541458150718,8.750212200246114,65.52748088199799,99.9108549441901
2023-03-23 06:11:47.450468,3,5.44427489914926,14.817512779196914,38.011117242764136,93.06276038336402
