Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Ticker,Name
2016-02-03 00:00:00-05:00,25.83575585468887,26.237064262509257,25.087860698772964,26.145856857299805,7000947,0.0,0.0,SHEL,Shell
2016-02-04 00:00:00-05:00,27.23425306138642,27.55955605166105,26.954553770954135,27.088321685791016,8924574,0.0,0.0,SHEL,Shell
2016-02-05 00:00:00-05:00,27.3072233318516,27.513958137710567,26.924155419921533,27.167373657226562,10761028,0.0,0.0,SHEL,Shell
2016-02-08 00:00:00-05:00,26.802532107560776,27.149116374512026,26.471147521388332,27.05790901184082,5695153,0.0,0.0,SHEL,Shell
2016-02-09 00:00:00-05:00,26.158007420161898,26.316097563154162,25.689814080473653,25.926950454711914,8753081,0.0,0.0,SHEL,Shell
2016-02-10 00:00:00-05:00,25.70805752000214,26.24921542356037,25.54996735921546,25.720218658447266,4367096,0.0,0.0,SHEL,Shell
2016-02-11 00:00:00-05:00,25.51956711541388,25.98776053426721,25.300671250027897,25.829668045043945,6931481,0.0,0.0,SHEL,Shell
2016-02-12 00:00:00-05:00,26.37691484075654,26.997119187218395,26.242110096293757,26.80254554748535,5041977,0.0,0.0,SHEL,Shell
2016-02-16 00:00:00-05:00,27.483552565352934,27.658667908717156,27.00927730138598,27.605161666870117,6449313,0.0,0.0,SHEL,Shell
2016-02-17 00:00:00-05:00,27.760390664282156,28.797293111729186,27.760390664282156,28.629650115966797,5945688,0.94,0.0,SHEL,Shell
2016-02-18 00:00:00-05:00,28.83453236082706,28.87178713238209,28.319187714621233,28.412321090698242,5659913,0.0,0.0,SHEL,Shell
2016-02-19 00:00:00-05:00,27.915602385863522,28.108081817626953,27.611983935129622,28.108081817626953,5586420,0.0,0.0,SHEL,Shell
2016-02-22 00:00:00-05:00,28.38748766570345,28.766236229572367,28.344024948722467,28.691726684570312,4207867,0.0,0.0,SHEL,Shell
2016-02-23 00:00:00-05:00,28.139133057637157,28.3222994328773,27.449935019705393,27.524444580078125,4265072,0.0,0.0,SHEL,Shell
2016-02-24 00:00:00-05:00,26.686233456112873,27.4871935760992,26.60551593889052,27.474775314331055,6563559,0.0,0.0,SHEL,Shell
2016-02-25 00:00:00-05:00,28.002529612278433,28.11429156452764,27.44993016423542,27.97769546508789,5527874,0.0,0.0,SHEL,Shell
2016-02-26 00:00:00-05:00,28.424750249488735,28.505467767878304,28.201226271512258,28.2695255279541,4582028,0.0,0.0,SHEL,Shell
2016-02-29 00:00:00-05:00,28.455801400506644,28.598607881732867,28.201230544815356,28.23848533630371,3279781,0.0,0.0,SHEL,Shell
2016-03-01 00:00:00-05:00,28.573761164306138,28.871792284306338,28.300566563107818,28.834537506103516,4717063,0.0,0.0,SHEL,Shell
2016-03-02 00:00:00-05:00,28.59238625488675,29.250539766243502,28.449579830152313,29.24432945251465,4861243,0.0,0.0,SHEL,Shell
2016-03-03 00:00:00-05:00,29.033222143124085,29.616868436452947,28.971133220597455,29.554777145385742,4437910,0.0,0.0,SHEL,Shell
2016-03-04 00:00:00-05:00,29.356086668025682,30.020448017158696,29.34366841111643,29.796926498413086,4371663,0.0,0.0,SHEL,Shell
2016-03-07 00:00:00-05:00,29.033215547373455,30.212923755698558,29.0021710931628,29.970773696899414,7754218,0.0,0.0,SHEL,Shell
2016-03-08 00:00:00-05:00,29.71621625019622,29.734842455826374,29.03322616508604,29.256750106811523,7511466,0.0,0.0,SHEL,Shell
2016-03-09 00:00:00-05:00,29.480280611024806,30.107389850301903,29.28780109201612,29.939746856689453,9315584,0.0,0.0,SHEL,Shell
2016-03-10 00:00:00-05:00,29.49268618671818,29.657223951740775,29.19154995931891,29.387134552001953,6648209,0.0,0.0,SHEL,Shell
2016-03-11 00:00:00-05:00,29.852810010063656,30.132212524401865,29.747256001624788,29.983198165893555,8743009,0.0,0.0,SHEL,Shell
2016-03-14 00:00:00-04:00,29.604448064608018,29.964568052924484,29.411968628852755,29.85901641845703,4161694,0.0,0.0,SHEL,Shell
2016-03-15 00:00:00-04:00,29.33125523403536,29.697585556829644,29.207075022004314,29.678956985473633,3412659,0.0,0.0,SHEL,Shell
2016-03-16 00:00:00-04:00,29.703801998506243,30.448881115285506,29.703801998506243,30.399208068847656,4502166,0.0,0.0,SHEL,Shell
2016-03-17 00:00:00-04:00,30.840038034763623,31.243623146898642,30.616516486955053,31.10081672668457,3929901,0.0,0.0,SHEL,Shell
2016-03-18 00:00:00-04:00,31.038731826564987,31.144283484891364,30.59478909307858,30.709653854370117,5048538,0.0,0.0,SHEL,Shell
2016-03-21 00:00:00-04:00,30.42404700422603,30.610316206053827,30.126823480212877,30.45509147644043,2847577,0.0,0.0,SHEL,Shell
2016-03-22 00:00:00-04:00,29.85902655147034,30.26261176166232,29.815563820347045,30.08875846862793,3429809,0.0,0.0,SHEL,Shell
2016-03-23 00:00:00-04:00,29.927322182798097,30.001829374484043,29.585828321651523,29.616872787475586,2579536,0.0,0.0,SHEL,Shell
2016-03-24 00:00:00-04:00,29.138775559037974,29.995616409955414,29.039431863898308,29.976987838745117,4684648,0.0,0.0,SHEL,Shell
2016-03-28 00:00:00-04:00,30.051506904968925,30.07634106021438,29.72863920136531,29.890071868896484,2777794,0.0,0.0,SHEL,Shell
2016-03-29 00:00:00-04:00,29.356099840536068,29.840402603149414,29.20708542784072,29.840402603149414,3707732,0.0,0.0,SHEL,Shell
2016-03-30 00:00:00-04:00,30.765532287345476,31.057355454919186,30.355739211102335,30.47991943359375,6301458,0.0,0.0,SHEL,Shell
2016-03-31 00:00:00-04:00,30.225364167104733,30.405425449472386,30.076347361704176,30.082557678222656,2985935,0.0,0.0,SHEL,Shell
2016-04-01 00:00:00-04:00,29.138779008459437,29.654123747833566,29.089105970739094,29.585826873779297,3699347,0.0,0.0,SHEL,Shell
2016-04-04 00:00:00-04:00,29.77829682850298,29.98940245107953,29.585819774872164,29.641700744628906,3436485,0.0,0.0,SHEL,Shell
2016-04-05 00:00:00-04:00,28.91525846894847,29.194663417561006,28.819330186629507,29.008394241333008,3604410,0.0,0.0,SHEL,Shell
2016-04-06 00:00:00-04:00,29.027010490377872,29.623072597238643,28.92766680590108,29.598236083984375,6021708,0.0,0.0,SHEL,Shell
2016-04-07 00:00:00-04:00,29.238129186761352,29.53616037342553,29.132575142513293,29.337472915649414,4797317,0.0,0.0,SHEL,Shell
2016-04-08 00:00:00-04:00,30.299854508904158,30.715857847888433,30.243973534071657,30.56684112548828,7418562,0.0,0.0,SHEL,Shell
