Date,Pair,Price,Volume_24h_M,Trades_24h,Volatility_24h,Bid_Ask_Spread_Bps
2021-02-02 05:53:36.613882,BTC/USD,25373.74299473193,24.12636835527345,120021,6.682001905109284,18.495983515385653
2021-02-02 05:53:36.613882,ETH/USD,1310.631843758212,17.99491449038305,297280,9.910536574186054,18.498733982461147
2021-02-02 05:53:36.613882,SOL/USD,80.60286374638333,2.89353863466486,329929,1.0040180070363052,16.0688208366011
2021-02-02 05:53:36.613882,DOGE/USD,0.1293274953394934,28.06979570223185,451602,4.9538116214193995,10.955433173198783
2021-02-02 05:53:36.613882,XRP/USD,0.5217758791005063,58.669423213091946,339647,1.8749209533021225,11.776573686614233
2021-02-03 05:53:36.613882,BTC/USD,21439.989372123437,55.96830043355606,436114,8.920477003091973,19.037844655915517
2021-02-03 05:53:36.613882,ETH/USD,1023.2656227637062,15.23604197522357,124597,5.826845277443146,1.067055624492494
2021-02-03 05:53:36.613882,SOL/USD,62.506842274813216,45.577145273990624,274872,1.2877452349274892,14.698212889891987
2021-02-03 05:53:36.613882,DOGE/USD,0.10382428870530712,30.788775421976297,177859,3.7953724898195422,17.918541472834743
2021-02-03 05:53:36.613882,XRP/USD,0.4275282109501888,15.481500681597907,23998,2.3970708043708946,4.039195045194463
2021-02-04 05:53:36.613882,BTC/USD,19017.147634081997,6.171293624724688,275275,6.880254647399428,11.34106222265887
2021-02-04 05:53:36.613882,ETH/USD,1004.1128901671897,7.678830575632063,75731,7.611746097045065,17.32075225962446
2021-02-04 05:53:36.613882,SOL/USD,59.818573591050814,17.979256079304594,254673,6.346369352660833,5.6604636480359
2021-02-04 05:53:36.613882,DOGE/USD,0.09841170414535995,126.84759548486886,452850,5.955145402795095,6.0766262435823775
2021-02-04 05:53:36.613882,XRP/USD,0.404998230880439,0.30346980240270444,204754,8.225864607328711,12.051304881794241
2021-02-05 05:53:36.613882,BTC/USD,23402.412071169227,72.37783264549485,306617,1.438380853401005,13.363246929565804
2021-02-05 05:53:36.613882,ETH/USD,1130.3238150618051,46.00681833058005,79776,1.9902108786940507,15.80337794988023
2021-02-05 05:53:36.613882,SOL/USD,68.30535000775086,47.99600703534356,317612,3.606089206825467,17.455881384121533
2021-02-05 05:53:36.613882,DOGE/USD,0.12065695561501921,1.9672691348316356,165581,1.3912477547885245,18.785036297993006
2021-02-05 05:53:36.613882,XRP/USD,0.4494537764935048,8.667352603405517,58423,9.434563357284244,8.69270004133099
2021-02-06 05:53:36.613882,BTC/USD,28677.780588567974,7.127790775971059,65051,6.59808137141583,12.687145596598835
2021-02-06 05:53:36.613882,ETH/USD,1423.1707686422767,26.643116144570108,90423,1.9888165667581903,6.156651643012874
2021-02-06 05:53:36.613882,SOL/USD,86.97314151029782,4.5684316885727325,106722,7.433902629853629,16.00434954164548
2021-02-06 05:53:36.613882,DOGE/USD,0.14473495045143434,36.87112542339639,208882,6.909724663682507,5.280963341062476
2021-02-06 05:53:36.613882,XRP/USD,0.5726754773215468,36.18383537088744,99902,9.268411817363699,2.583357548127761
2021-02-07 05:53:36.613882,BTC/USD,24017.5387905007,89.50538733082949,296207,1.7072085143225957,12.451670332974132
2021-02-07 05:53:36.613882,ETH/USD,1205.9537514554884,16.410077544110134,254146,9.520282796470552,10.399203956395766
2021-02-07 05:53:36.613882,SOL/USD,73.61018928928536,6.94707627998486,231844,7.4572765877623945,17.707732830500376
2021-02-07 05:53:36.613882,DOGE/USD,0.11582766994591116,83.05362028986978,408592,2.7856209323889503,11.316311312178692
2021-02-07 05:53:36.613882,XRP/USD,0.47371378741685377,8.930293916670356,47382,4.970818752845781,12.611031530356636
2021-02-08 05:53:36.613882,BTC/USD,18935.988258890622,69.32682721288741,180476,1.520329535137403,7.191328161514675
2021-02-08 05:53:36.613882,ETH/USD,930.4793176820416,0.6734451271654617,262522,6.6312352599451145,12.922666884877351
2021-02-08 05:53:36.613882,SOL/USD,54.40180769832732,28.609404248676938,29599,7.005892398009638,3.762614701368637
2021-02-08 05:53:36.613882,DOGE/USD,0.08926321874087785,3.899017444965061,130768,8.457599535527207,2.7749447509714416
2021-02-08 05:53:36.613882,XRP/USD,0.38027731155389,77.79384303056463,60343,9.8270365997724,10.740908580679037
2021-02-09 05:53:36.613882,BTC/USD,21481.982136249375,44.24031282961974,432894,8.718413012001452,15.872528475516589
2021-02-09 05:53:36.613882,ETH/USD,1078.7527478726831,39.31314833603068,31976,2.208134871628074,19.69994700183424
2021-02-09 05:53:36.613882,SOL/USD,64.22941360544384,1.6996971030975265,140076,7.413693555886644,16.032453428286434
2021-02-09 05:53:36.613882,DOGE/USD,0.10712181089752161,33.630673145334775,416142,9.070191052058158,19.920063570665146
2021-02-09 05:53:36.613882,XRP/USD,0.42774024818142786,122.37730924290308,343446,4.622772111545919,7.179656998297267
2021-02-10 05:53:36.613882,BTC/USD,9916.844414508361,86.27064256293893,436280,1.4781817694768542,15.457647995402926
2021-02-10 05:53:36.613882,ETH/USD,523.2119604964972,18.162938500010032,368720,1.2544937680679062,6.47066392713505
2021-02-10 05:53:36.613882,SOL/USD,30.24224874728738,65.7552700694803,301596,1.8956140613513361,7.8350523658235565
2021-02-10 05:53:36.613882,DOGE/USD,0.04982515539594332,1.2919132295409044,308458,4.163402201578675,14.831051211240908
2021-02-10 05:53:36.613882,XRP/USD,0.20246924780056724,5.84675556652568,404535,6.343277921745122,14.989070838847583
2021-02-11 05:53:36.613882,BTC/USD,17237.739569788784,23.89337412147326,133859,4.894647506994572,15.085575080669642
2021-02-11 05:53:36.613882,ETH/USD,836.4922064391087,21.258781104967316,259550,6.232188380846703,7.694229554499747
2021-02-11 05:53:36.613882,SOL/USD,50.08789392078638,19.15014485172258,304563,3.5056272176729433,10.905801754016656
2021-02-11 05:53:36.613882,DOGE/USD,0.08370412274861969,27.466898529406702,135981,6.616561243336082,6.298401558424274
2021-02-11 05:53:36.613882,XRP/USD,0.3449973162518559,32.617313942031224,290028,5.0635550394158155,17.192083504155146
2021-02-12 05:53:36.613882,BTC/USD,17335.947196595916,187.14219774931664,436591,4.2279357450393515,2.172954239028709
2021-02-12 05:53:36.613882,ETH/USD,838.9057828307691,41.25115759531207,76836,9.048387045284882,3.6250150557128475
2021-02-12 05:53:36.613882,SOL/USD,52.80334403544691,69.47010477386547,217391,8.078508210249955,10.407659618821612
2021-02-12 05:53:36.613882,DOGE/USD,0.08166041485861629,46.7007837478183,328963,6.512398566572472,3.5607144558653956
2021-02-12 05:53:36.613882,XRP/USD,0.3435781498103473,48.676749915692646,403301,2.093729656223406,16.276360852550688
2021-02-13 05:53:36.613882,BTC/USD,21309.622761347466,133.5563823256217,239006,2.9532474856562803,9.746749325238582
2021-02-13 05:53:36.613882,ETH/USD,1060.8491093950222,3.6437140479508168,126826,5.6831962239233,6.151020573082471
2021-02-13 05:53:36.613882,SOL/USD,62.50265711124184,89.71754604683755,361435,4.74673715522861,9.237629787221449
2021-02-13 05:53:36.613882,DOGE/USD,0.10970706279826192,15.547915962855523,182191,1.1532672637298873,10.926876535896687
2021-02-13 05:53:36.613882,XRP/USD,0.42128374694322446,70.45918309194904,31017,4.789882547041964,11.846950149998968
2021-02-14 05:53:36.613882,BTC/USD,24599.244830838914,5.867566545466605,46082,3.907854878485048,13.94483369645724
2021-02-14 05:53:36.613882,ETH/USD,1215.6975610305985,9.1954764940806,213542,8.350384423320996,6.303690780124128
2021-02-14 05:53:36.613882,SOL/USD,73.47382112993266,1.1489139852143695,284679,8.436777593146102,1.0246337679604136
2021-02-14 05:53:36.613882,DOGE/USD,0.11764739243274387,19.778957116180592,93629,4.4963880804425,10.445141742035478
2021-02-14 05:53:36.613882,XRP/USD,0.477862164321223,7.854878105368725,285299,9.496878258546658,1.0931299223524538
2021-02-15 05:53:36.613882,BTC/USD,23838.21812627522,11.529237515853406,74093,7.729820199853965,2.3867931983397814
2021-02-15 05:53:36.613882,ETH/USD,1182.908854437522,12.498192590338551,266421,7.352657797822502,11.23321707423249
2021-02-15 05:53:36.613882,SOL/USD,72.07167710237141,29.622414107018564,62818,2.7765364286458922,14.079324531781596
2021-02-15 05:53:36.613882,DOGE/USD,0.12264061930209957,127.05168559181529,153516,2.260277516142663,6.7826988213839075
2021-02-15 05:53:36.613882,XRP/USD,0.48241881919494667,72.42728606831943,70881,1.3989602686877698,13.686961529320202
2021-02-16 05:53:36.613882,BTC/USD,18037.457324667477,40.160844269224164,373633,5.59515456073917,17.137926809411002
2021-02-16 05:53:36.613882,ETH/USD,850.2137381046161,59.43359676476476,16562,1.5275325728581572,10.206217325461727
2021-02-16 05:53:36.613882,SOL/USD,50.30878494093101,13.894956617032774,493297,4.595005670853738,7.974914203689632
2021-02-16 05:53:36.613882,DOGE/USD,0.08684184894410212,6.972544068648251,62455,5.884078717992351,17.16065363808144
2021-02-16 05:53:36.613882,XRP/USD,0.3439362941751464,14.662069201919712,123333,1.691397213795561,19.662164676711683
2021-02-17 05:53:36.613882,BTC/USD,9329.941095149425,270.23716584783705,71792,8.384310786733995,9.786867925045627
2021-02-17 05:53:36.613882,ETH/USD,463.80259322943976,64.48453270348588,437718,9.521428380601444,5.450008288465988
2021-02-17 05:53:36.613882,SOL/USD,27.78879055854772,13.035106949815335,226828,7.414049195413148,6.094442213512677
2021-02-17 05:53:36.613882,DOGE/USD,0.04559726023912628,42.24679562457454,71772,6.030368659857207,15.286683763250345
