Date,Exchange,Spot_Volume_B,Derivatives_Volume_B,Open_Interest_B,Unique_Users_M,Liquidity_Score
2021-02-28 05:53:37.516833,Binance,516.2680040504194,1091.3148352832493,44.51497141477987,8.250503702632349,91.02485104398318
2021-02-28 05:53:37.516833,OKX,178.58513356198154,349.325269803383,13.475698581025778,3.1627712935522463,85.95821293242048
2021-02-28 05:53:37.516833,Bybit,78.8687659822695,314.1837405503352,11.385205561318994,0.6692909683067807,83.51132499634521
2021-02-28 05:53:37.516833,Huobi,64.93078786228484,0.0,7.89301279948585,5.483183290295894,65.324130782654
2021-02-28 05:53:37.516833,KuCoin,61.03681248863178,0.0,6.536185378664086,4.282308469518001,75.72103750842582
2021-02-28 05:53:37.516833,Gate.io,44.77417182289432,0.0,4.3439951575740885,3.4938785268194033,80.45631922044208
2021-02-28 05:53:37.516833,Bitfinex,31.17772336739091,0.0,3.0587261593195847,2.8797472631619416,66.1136912890252
2021-02-28 05:53:37.516833,Coinbase,96.62388101182748,0.0,9.245353363807347,3.2489612481169607,50.62693486583656
2021-03-31 05:53:37.516833,Binance,552.962495754149,1746.993288624935,55.390967462744676,24.23632198435426,73.324117863694
2021-03-31 05:53:37.516833,OKX,186.18378510852662,525.0604168110507,14.136429384487924,8.358633573398023,94.77123900474172
2021-03-31 05:53:37.516833,Bybit,88.19245698152282,261.5917804848718,9.399406418728788,3.532201929001958,76.60182316336785
2021-03-31 05:53:37.516833,Huobi,79.71245113173649,0.0,7.654120956568608,4.421403673118403,56.95233703478802
2021-03-31 05:53:37.516833,KuCoin,83.51877636388149,0.0,7.067911460033317,3.9521076213006907,81.61763921917556
2021-03-31 05:53:37.516833,Gate.io,34.5208857486169,0.0,4.128530454238695,0.9412454413201383,54.502598803945574
2021-03-31 05:53:37.516833,Bitfinex,31.629696289006592,0.0,3.257266959981767,9.624242756699015,50.117500466984346
2021-03-31 05:53:37.516833,Coinbase,80.80300679011198,0.0,11.48444547712527,1.9501139240945036,50.83083114934855
2021-04-30 05:53:37.516833,Binance,523.4287171391692,1587.0526735650176,52.85266700888097,8.133670343926823,94.04039546243084
2021-04-30 05:53:37.516833,OKX,139.50494223797787,539.1069654070286,14.131874693300196,2.6803123176345665,79.5358827272112
2021-04-30 05:53:37.516833,Bybit,104.89656656253696,319.15831683203663,8.983193999491858,4.695518268113716,57.68503601823082
2021-04-30 05:53:37.516833,Huobi,75.1338354140994,0.0,9.25753288108914,9.20434142062156,65.4958770273907
2021-04-30 05:53:37.516833,KuCoin,58.49132698708915,0.0,6.344886851156277,4.811252137342772,77.49359535854299
2021-04-30 05:53:37.516833,Gate.io,37.14492840466372,0.0,4.433526967440592,0.9043423342083189,65.40701695921783
2021-04-30 05:53:37.516833,Bitfinex,26.255759302601977,0.0,3.094643421218768,1.741292635517589,62.8750068995315
2021-04-30 05:53:37.516833,Coinbase,121.01599751446338,0.0,9.640024595230429,9.896573551798594,74.95406374751967
2021-05-31 05:53:37.516833,Binance,482.958916929017,1649.3915802512238,47.198282528087866,21.113828373009266,73.79552046767334
2021-05-31 05:53:37.516833,OKX,149.15952930102017,328.0364924096603,12.331605797247985,1.5317901836742394,89.22895809038516
2021-05-31 05:53:37.516833,Bybit,93.3879207196819,304.2882989493827,9.85316539079019,8.36220379809016,62.122099849093765
2021-05-31 05:53:37.516833,Huobi,84.61415409177053,0.0,7.232217411871251,9.155883335949413,61.57991807326664
2021-05-31 05:53:37.516833,KuCoin,48.94863715502887,0.0,4.887816087988681,0.5157099177910034,59.820805524295444
2021-05-31 05:53:37.516833,Gate.io,30.499778174212256,0.0,4.457541162704919,3.7393817262116724,70.21330977260817
2021-05-31 05:53:37.516833,Bitfinex,25.114127097215647,0.0,3.2798440290696314,8.603209494790146,59.418829446090655
2021-05-31 05:53:37.516833,Coinbase,100.473673514267,0.0,11.956552091306634,1.564657537699095,59.37343642019474
2021-06-30 05:53:37.516833,Binance,491.6815597522582,1839.0210118403377,53.29246168975861,14.925792896426746,76.2964108303775
2021-06-30 05:53:37.516833,OKX,143.25329544698334,265.42746251085805,11.263356131952643,2.100077116768384,88.31039417817621
2021-06-30 05:53:37.516833,Bybit,101.91732807158775,280.95035477420276,9.231670298183253,8.575357853157318,58.3003135561825
2021-06-30 05:53:37.516833,Huobi,70.4586641067084,0.0,8.188818703895672,3.285019197807455,82.225421710613
