Date,BTC_Perp_OI_B,ETH_Perp_OI_B,Funding_Rate_8h,Annualized_Funding,Long_Short_Ratio,Liquidations_24h_M,Options_Volume_B
2023-02-02 05:53:37.559841,15.095893549081117,5.379341788285436,0.05222822273161222,57.189903891115385,1.2966310845893902,63.06847394543126,0.9486455178095683
2023-02-03 05:53:37.559841,12.380278543216459,2.6310001849709064,-0.023625162045470532,-25.86955243979023,0.828689335314251,20.031174887400788,4.07524598419902
2023-02-04 05:53:37.559841,16.177014757701713,2.7286404906230537,-0.016662789504186686,-18.24575450708442,1.054016905708619,17.57809357645684,3.7109995129845696
2023-02-05 05:53:37.559841,12.772309108249646,3.558097240925518,-0.024397513188492776,-26.71527694139959,0.9272358203475121,28.194044691686287,2.8092642291302488
2023-02-06 05:53:37.559841,15.377514180230246,2.200480614567084,0.03665801195227788,40.14052308774428,1.137591973959332,9.617713698846329,1.0487263910567874
2023-02-07 05:53:37.559841,12.837198722838739,6.388099680954201,0.08959144471602948,98.10263196405228,0.858323409765128,44.238452210577265,1.0211386221361274
2023-02-08 05:53:37.559841,13.464899708794105,7.8880589028877734,0.04428446654854421,48.491490870655916,1.1263224793758209,64.90349423948211,3.501208843068591
2023-02-09 05:53:37.559841,14.21061613877902,6.865193816993077,-0.05643354822203345,-61.79473530312662,1.2686878515043254,126.11381279708903,2.148859374800293
2023-02-10 05:53:37.559841,14.494017411944634,2.5838788679321985,-0.045198004815785585,-49.49181527328521,1.036765586696557,5.345465103232984,3.4365754057676385
2023-02-11 05:53:37.559841,16.919030205060512,3.081436187919244,0.08931314962465074,97.79789883899255,1.0679502920942368,43.13737516463383,2.499049754926915
2023-02-12 05:53:37.559841,8.999426810746034,8.489945497729167,-0.006185997118110021,-6.7736668443304735,0.9984223422220688,96.19041553505598,2.8373501467223803
2023-02-13 05:53:37.559841,12.188507417069076,3.510488023849751,-0.01287736930092117,-14.10071938450868,0.8836460557815298,115.41109025567285,2.457227757526209
2023-02-14 05:53:37.559841,12.534775667979101,4.878403969071028,0.02154884606015473,23.595986435869428,0.8487109307383047,82.98490417676759,2.1992587621611546
2023-02-15 05:53:37.559841,14.712069505107456,8.41483626832252,0.03414402186907535,37.38770394663751,1.2984452215882076,21.537346179002125,1.4243995609986544
2023-02-16 05:53:37.559841,7.389632067744301,8.253288716615785,0.04169029923807114,45.6508776656879,1.051970336313855,2.439968981795099,1.4249961046806008
2023-02-17 05:53:37.559841,11.2913300796289,8.610697668033556,-0.010508641721136771,-11.506962684644764,1.2124813090913458,33.44945783328137,3.859745834575316
2023-02-18 05:53:37.559841,13.029583485309356,2.3801389207368286,0.06683251119024956,73.18159975332327,0.9144536145082338,33.63676623944657,2.1943133494428806
2023-02-19 05:53:37.559841,17.82281148144149,6.317777429173466,-0.05184131242713857,-56.76623710771673,1.2643909433836578,6.599597611943134,2.127896081177997
2023-02-20 05:53:37.559841,8.702526313455943,5.076495078062315,-0.026364299606428037,-28.8689080690387,1.1481064327661505,2.9556375457095947,1.9681636011505177
2023-02-21 05:53:37.559841,5.801479106403743,3.107057142890455,0.032273004370757946,35.33893978597995,1.0837847272702363,2.467262573710899,2.607860943033527
2023-02-22 05:53:37.559841,9.5182904637167,8.737043527176585,-0.021955820881265742,-24.041623864985986,1.0245982825936935,110.70631352542641,1.865491364420293
2023-02-23 05:53:37.559841,19.191518720492073,9.548378304219627,0.0046001588958478005,5.037173990953342,0.8925198406944588,8.114199951705434,3.1537156909834376
2023-02-24 05:53:37.559841,7.784853222818143,3.3185546840808113,-0.006256412911350957,-6.850772137929298,0.9600028685960129,11.590912219946462,1.2689455681442068
2023-02-25 05:53:37.559841,17.163204443428306,9.47611061767488,-0.03707456912753346,-40.596653194649136,1.1893849737723274,337.0107900256293,4.539006040403169
