Date,Company,BTC_Holdings,Avg_Cost_Basis,Current_BTC_Price,Holdings_Value_M,Unrealized_PnL_M,Pct_of_Market_Cap
2021-03-31 05:53:36.901380,MicroStrategy,150000.0,25089.138505717245,17913.60052396751,2687.0400785951265,-1076.3306972624603,1.6699319627097422
2021-03-31 05:53:36.901380,Tesla,9574.198801238817,34620.49558691082,17913.60052396751,171.50837266244076,-159.95513468405457,0.2811336877290728
2021-03-31 05:53:36.901380,Block,7972.139781290288,30037.296012619052,17913.60052396751,142.80972736326393,-96.65179510132855,0.053612068999189834
2021-03-31 05:53:36.901380,Marathon,12659.729966704099,34479.3863479762,17913.60052396751,226.78134536483773,-209.71837521820476,0.14162777402572554
2021-03-31 05:53:36.901380,Coinbase,9583.905904502457,22272.390162488427,17913.60052396751,171.68226183255052,-41.77422975310475,0.31750007405850406
2021-03-31 05:53:36.901380,Galaxy Digital,4792.770916115683,26392.822139916476,17913.60052396751,85.85578359418614,-40.63896675221962,0.1125539707433634
2021-06-30 05:53:36.901380,MicroStrategy,155000.0,22923.164680775077,19747.02953384525,3060.7895777460135,-492.3009477741233,2.286310542995225
2021-06-30 05:53:36.901380,Tesla,10463.81328291385,21285.039216081466,19747.02953384525,206.62922993434202,-16.093446142233443,0.26296002401212554
2021-06-30 05:53:36.901380,Block,8195.255898676385,24169.722873354778,19747.02953384525,161.83196026858207,-36.245103678652235,0.33946942000422725
2021-06-30 05:53:36.901380,Marathon,11675.41210900552,29750.467839493136,19747.02953384525,230.55470773634644,-116.794264725451,0.4019019785789587
2021-06-30 05:53:36.901380,Coinbase,10470.73706716549,34305.8501482194,19747.02953384525,206.7659541064451,-152.44158266114044,0.4174418288967048
2021-06-30 05:53:36.901380,Galaxy Digital,4600.544010220451,23910.792886165265,19747.02953384525,90.8470784415781,-19.155576550491276,0.04383492708263247
2021-09-30 05:53:36.901380,MicroStrategy,160000.0,30539.936197567866,27354.641025965087,4376.742564154414,-509.6472274564445,0.5844664500365438
2021-09-30 05:53:36.901380,Tesla,10230.84071070025,31360.018637332454,27354.641025965087,279.8609750350348,-40.97838032810458,0.10043947591868226
2021-09-30 05:53:36.901380,Block,8480.60999346963,25745.50629005138,27354.641025965087,231.98404205257387,13.6464441222289,0.2581253366032519
2021-09-30 05:53:36.901380,Marathon,11380.497702084689,21711.022346137186,27354.641025965087,311.3094293373473,64.22718941722366,0.3774917881592371
2021-09-30 05:53:36.901380,Coinbase,9551.375786491773,36042.00330821049,27354.641025965087,261.27445594357744,-82.97626175112067,0.3100997761463275
2021-09-30 05:53:36.901380,Galaxy Digital,5310.269738954865,22165.533015065757,27354.641025965087,145.26052246015567,27.555563242446986,0.20721785453133781
2021-12-31 05:53:36.901380,MicroStrategy,165000.0,26943.563869514997,28822.89555156564,4755.777766008331,310.0897275383563,0.7896091262296108
2021-12-31 05:53:36.901380,Tesla,9522.935855721465,21500.524521530508,28822.89555156564,274.4785855137192,69.7304696308177,0.47183358438247547
2021-12-31 05:53:36.901380,Block,6953.137699359869,31118.661230486545,28822.89555156564,200.4095616643029,-15.962774891001436,0.21094974546828293
2021-12-31 05:53:36.901380,Marathon,11638.888714682475,38566.115019808945,28822.89555156564,335.466473759589,-113.40024711361157,0.498454218551261
2021-12-31 05:53:36.901380,Coinbase,9574.834674294703,29375.582275345932,28822.89555156564,275.97445974070524,-5.291884006873867,0.16389243773595674
2021-12-31 05:53:36.901380,Galaxy Digital,4677.686413369707,22525.26777151291,28822.89555156564,134.82446691553278,29.458327903212293,0.2578868560097279
2022-03-31 05:53:36.901380,MicroStrategy,170000.0,32455.183239581384,33084.71921144841,5624.40226594623,107.02111521739505,1.032482760091975
2022-03-31 05:53:36.901380,Tesla,10027.11007985824,23750.34248038293,33084.71921144841,331.74412149439394,93.5968230092609,0.28624367050389593
2022-03-31 05:53:36.901380,Block,8425.167704070718,34792.42629977889,33084.71921144841,278.7443077985432,-14.387718608614575,0.47019957870484186
2022-03-31 05:53:36.901380,Marathon,11404.50345262595,26134.052195185224,33084.71921144841,377.3147944761235,79.26890598502685,0.31741987697445473
2022-03-31 05:53:36.901380,Coinbase,10801.831618612343,21769.433865593775,33084.71921144841,357.3755660711347,122.22580702247353,0.17834780967269745
2022-03-31 05:53:36.901380,Galaxy Digital,4776.791759746889,25043.39357840637,33084.71921144841,158.03881410278638,38.41173802135667,0.08295114650336864
2022-06-30 05:53:36.901380,MicroStrategy,175000.0,37727.57488520737,28012.914243329502,4902.259992582663,-1700.0656123286265,0.8429120827013116
2022-06-30 05:53:36.901380,Tesla,10035.685482170611,39305.08687925977,28012.914243329502,281.1287967850722,-113.32469298456962,0.3904316372529339
2022-06-30 05:53:36.901380,Block,7322.23045340243,38149.697339603736,28012.914243329502,205.11701376105796,-74.22386188707418,0.2769570202146725
2022-06-30 05:53:36.901380,Marathon,12783.65436551811,36647.24642399403,28012.914243329502,358.10741345762364,-110.37831827468561,0.30296297737754724
2022-06-30 05:53:36.901380,Coinbase,10255.98490558111,31262.831999413138,28012.914243329502,287.30002564092547,-33.3311074507738,0.4413918987128721
2022-06-30 05:53:36.901380,Galaxy Digital,5040.222957400844,39234.00585135193,28012.914243329502,141.19133347293047,-56.556803529852615,0.48303852378256507
2022-09-30 05:53:36.901380,MicroStrategy,180000.0,34413.71166317607,30814.438639274118,5546.598955069342,-647.8691443023519,2.125279149601548
2022-09-30 05:53:36.901380,Tesla,8940.445628551532,23474.035467856862,30814.438639274118,275.49481322876767,65.6264754457032,0.06049062210581863
2022-09-30 05:53:36.901380,Block,7874.3648921235745,29989.303297567083,30814.438639274118,242.64413379159623,6.497416765988265,0.062184269799411426
2022-09-30 05:53:36.901380,Marathon,12001.038958484743,39469.12728165423,30814.438639274118,369.8052785937663,-103.86525557075919,0.1247553324920844
2022-09-30 05:53:36.901380,Coinbase,9873.85709893038,38564.93297687317,30814.438639274118,304.25736370795136,-76.52727353552211,0.4606587767686089
2022-09-30 05:53:36.901380,Galaxy Digital,4632.3769497652775,31279.925280667303,30814.438639274118,142.74409527252996,-2.1563095880134457,0.3124734385390977
2022-12-31 05:53:36.901380,MicroStrategy,185000.0,22495.26992086645,31281.58075138097,5787.09243900548,1625.4675036451865,1.4951469733367515
2022-12-31 05:53:36.901380,Tesla,10538.58016426381,27059.809577414817,31281.58075138097,329.6634464133201,44.49147395202045,0.0992712789759002
2022-12-31 05:53:36.901380,Block,8336.635369531255,29877.12371175797,31281.58075138097,260.7831325068107,11.70844623150827,0.030729387739216022
2022-12-31 05:53:36.901380,Marathon,12391.485763239,38376.237245047225,31281.58075138097,387.6252625323484,-87.9133349363365,0.3775645511191046
2022-12-31 05:53:36.901380,Coinbase,10197.729319985774,38474.720436291245,31281.58075138097,319.00109320386036,-73.35369146756274,0.05628854807172403
2022-12-31 05:53:36.901380,Galaxy Digital,4727.490206138,30726.315829216714,31281.58075138097,147.8833666346685,2.625009481343503,0.25806487643569087
2023-03-31 05:53:36.901380,MicroStrategy,190000.0,25954.043064330235,37200.21203915655,7068.040287439744,2136.772105216999,2.2685833440741443
2023-03-31 05:53:36.901380,Tesla,9489.234778768976,24805.93657107977,37200.21203915655,353.0015458595447,117.6121898293173,0.4204739693754929
2023-03-31 05:53:36.901380,Block,7424.007091395487,26682.50306250867,37200.21203915655,276.17463798011397,78.08354602786783,0.34886986512075296
2023-03-31 05:53:36.901380,Marathon,11221.450107621233,28780.43648900686,37200.21203915655,417.4403233903259,94.48209125337384,0.27218019180968106
2023-03-31 05:53:36.901380,Coinbase,9866.752782460708,30939.491548637725,37200.21203915655,367.0452956454762,61.77298132003536,0.4698683164892722
2023-03-31 05:53:36.901380,Galaxy Digital,5301.727872698817,20331.075893077556,37200.21203915655,197.22540103830235,89.4355692940181,0.231222460965931
2023-06-30 05:53:36.901380,MicroStrategy,195000.0,28558.210683527894,38033.51240368433,7416.534918718445,1847.6838354305057,1.3825547693545712
2023-06-30 05:53:36.901380,Tesla,10686.224279813232,27303.35214840324,38033.51240368433,406.4346436948292,114.66489904627178,0.1524653650120168
2023-06-30 05:53:36.901380,Block,8529.387526741248,31864.036174093802,38033.51240368433,324.4025662941437,52.6218535991961,0.48858196319997677
2023-06-30 05:53:36.901380,Marathon,11860.513254507772,35946.87090503306,38033.51240368433,451.09697797938384,24.748639152159416,0.2793682754660414
2023-06-30 05:53:36.901380,Coinbase,10267.156632689926,26543.686205102313,38033.51240368433,390.4960291399822,117.96784526322588,0.22265035233015587
2023-06-30 05:53:36.901380,Galaxy Digital,4985.865503277742,20834.392503589654,38033.51240368433,189.62997746201583,85.7524985966198,0.3608414453772457
2023-09-30 05:53:36.901380,MicroStrategy,200000.0,24107.471870886504,43396.66641940056,8679.333283880113,3857.8389097028107,1.2552917930877145
2023-09-30 05:53:36.901380,Tesla,9539.344456834928,32646.229507942146,43396.66641940056,413.97574925302314,102.5521207598744,0.11024940234384156
2023-09-30 05:53:36.901380,Block,7817.966884769816,27470.192172338953,43396.66641940056,339.27370097627585,124.51264825466691,0.3984497890213718
2023-09-30 05:53:36.901380,Marathon,11508.325021151199,37291.41306479055,43396.66641940056,499.4229419889394,70.26123994132567,0.11747103258390586
2023-09-30 05:53:36.901380,Coinbase,9841.018420448981,24324.386945185277,43396.66641940056,427.0673936194006,187.69065362570356,0.12076619680670259
2023-09-30 05:53:36.901380,Galaxy Digital,4893.789427177009,25641.29410055155,43396.66641940056,212.37414729799,86.89105332957462,0.10221218046588908
2023-12-31 05:53:36.901380,MicroStrategy,205000.0,34131.84122279285,38651.512073161735,7923.559974998156,926.5325243256216,2.6423250896562904
2023-12-31 05:53:36.901380,Tesla,10431.436783202687,35482.211240565615,38651.512073161735,403.1908047663821,33.06036128217807,0.10866649241987597
2023-12-31 05:53:36.901380,Block,8244.561364843665,36168.44495427922,38651.512073161735,318.6647631311777,20.471799234652448,0.2679096625920513
