date,ticker,open,high,low,close,volume,daily_return,volatility_20d,sma_20,sma_50
2025-11-11,NVDA,195.149134832034,195.4091148592836,191.28934919242403,193.1492462158203,176483300,-0.0295905886249191,0.0262383728418901,191.56533660888672,184.36618041992188
2025-11-12,NVDA,195.70910637927892,195.8790950852001,191.1193655455878,193.78921508789065,154935300,0.0033133386984862,0.026212980522358,192.26379776000977,184.82994689941407
2025-11-13,NVDA,191.03936321053533,191.42934088057365,183.8397672401686,186.84959411621097,207423100,-0.0358101505727875,0.0276139692529899,192.51628341674805,185.13412322998047
2025-11-14,NVDA,182.8498180673128,190.9993581321044,180.56994624954729,190.1594085693359,186591900,0.0177137899002683,0.0278173546302821,192.86376342773437,185.59728546142577
2025-11-17,NVDA,185.9596450685713,188.98947511566345,184.30974305565783,186.5896148681641,173628900,-0.0187726377991455,0.0281930136300193,193.0617523193359,185.96325500488285
2025-11-18,NVDA,183.36979105504545,184.7897101334883,179.63998782140993,181.3498992919922,213598900,-0.0280814962819555,0.0288944447929185,193.0717514038086,186.1754357910156
2025-11-19,NVDA,184.7796984316032,187.8495347223247,182.8198161698128,186.50961303710935,247246400,0.0284517044964525,0.029525531539379,193.38373413085935,186.35942535400392
2025-11-20,NVDA,195.9390891568929,195.9890894251709,179.83999453744622,180.62994384765625,343504800,-0.0315247514254574,0.0303816831118491,193.30773849487304,186.4288214111328
2025-11-21,NVDA,181.22991004695135,184.5497171819005,172.92036011460985,178.8700408935547,346926200,-0.0097431406809597,0.029978345328268,192.93875961303712,186.45002014160156
2025-11-24,NVDA,179.48001348627363,183.4897847612219,176.47017128450955,182.5398406982422,256618300,0.0205165705019958,0.0296300226884196,192.49178466796872,186.54601501464845
2025-11-25,NVDA,174.90026276869568,178.15008177330986,169.54056066153746,177.8101043701172,320600300,-0.0259107069998146,0.02741926507969,191.33134918212892,186.60481170654296
2025-11-26,NVDA,181.61988829154,182.8998157763143,178.2300777211247,180.2499542236328,183852000,0.0137216603193539,0.0265365771541549,189.992423248291,186.80420043945313
2025-11-28,NVDA,179.0000253919654,179.28000857805475,176.49017066740046,176.99014282226562,121332800,-0.018084949954122,0.0264877786547517,188.6979949951172,186.8193994140625
2025-12-01,NVDA,174.75027181562072,180.28997214473748,173.67033006996684,179.9099884033203,188131000,0.0164972214525349,0.0269704294269106,187.56955795288087,186.8843960571289
2025-12-02,NVDA,181.74987648908228,185.6496685428864,179.98997995570696,181.4499053955078,182632200,0.0085593746398078,0.026427394315579,186.29862899780272,186.84139862060547
2025-12-03,NVDA,181.06992440272873,182.43984327721984,179.1000328161426,179.5800018310547,165138000,-0.0103053432867726,0.0252661040664079,185.34368209838868,186.86459747314453
2025-12-04,NVDA,181.6199951171875,184.52000427246097,179.9600067138672,183.3800048828125,167364900,0.0211605023555616,0.0257129304002107,184.75272521972656,186.9929946899414
2025-12-05,NVDA,183.88999938964844,184.66000366210935,180.91000366210935,182.41000366210935,143971100,-0.0052895691726204,0.0244759151702305,184.46974868774413,187.08759246826173
2025-12-08,NVDA,182.63999938964844,188.0,182.3999938964844,185.5500030517578,204378100,0.0172139648407927,0.0248217126127116,184.34027252197265,187.23499084472655
2025-12-09,NVDA,185.55999755859375,185.72000122070312,183.32000732421875,184.97000122070312,144719700,-0.0031258519079242,0.0206784546937048,183.6368263244629,187.2975930786133
2025-12-10,NVDA,184.97000122070312,185.47999572753903,182.0399932861328,183.77999877929688,162785400,-0.0064334888552353,0.0197661864621496,183.16836395263672,187.24180084228516
2025-12-11,NVDA,180.27999877929688,181.32000732421875,176.6199951171875,180.92999267578125,182136600,-0.0155077055307755,0.0199323685989239,182.5254028320313,187.1158090209961
2025-12-12,NVDA,181.11000061035156,182.82000732421875,174.6199951171875,175.02000427246094,204274900,-0.0326645036343463,0.0196725360768431,181.93392333984377,186.8386193847656
2025-12-15,NVDA,177.94000244140625,178.4199981689453,175.02999877929688,176.2899932861328,164775600,0.0072562506151858,0.0192246325336516,181.2404525756836,186.6122283935547
2025-12-16,NVDA,176.25999450683594,178.49000549316406,174.89999389648438,177.72000122070312,148588100,0.0081116795565889,0.0190472258588581,180.79697189331057,186.45603515625
2025-12-17,NVDA,176.10000610351562,176.1300048828125,170.30999755859375,170.94000244140625,222775500,-0.0381498915863559,0.0198804625122119,180.27647705078124,186.1742413330078
2025-12-18,NVDA,174.52999877929688,176.14999389648438,171.82000732421875,174.13999938964844,176096000,0.018720000599854,0.0191831313271959,179.6579963684082,185.8750518798828
2025-12-19,NVDA,176.6699981689453,181.4499969482422,176.33999633789062,180.9900054931641,324925900,0.0393362014903211,0.0202026503411754,179.6759994506836,185.6436663818359
2025-12-22,NVDA,183.9199981689453,184.16000366210935,182.3500061035156,183.69000244140625,129064400,0.0149179339537848,0.0203101032818852,179.91699752807617,185.65447021484377
2025-12-23,NVDA,182.97000122070312,189.3300018310547,182.8999938964844,189.2100067138672,174873600,0.030050651636426,0.0208830782806728,180.25050582885743,185.67247985839845
2025-12-24,NVDA,187.94000244140625,188.91000366210935,186.58999633789065,188.61000061035156,65528500,-0.0031711118980244,0.0198781387548219,180.7905006408691,185.8442803955078
2025-12-26,NVDA,189.9199981689453,192.69000244140625,188.0,190.52999877929688,139740300,0.0101797262220035,0.0197945116870759,181.30450286865235,186.05848052978516
2025-12-29,NVDA,187.7100067138672,188.7599945068359,185.91000366210935,188.22000122070312,120006100,-0.0121240622127414,0.0195036449952742,181.86599578857425,186.18688293457032
2025-12-30,NVDA,188.2400054931641,188.9900054931641,186.92999267578125,187.5399932861328,97687300,-0.0036128356718739,0.0193027222281901,182.24749603271485,186.2734866333008
2025-12-31,NVDA,189.57000732421875,190.55999755859375,186.4900054931641,186.5,120100500,-0.0055454480290295,0.0193179655849599,182.50000076293944,186.35088989257812
2026-01-02,NVDA,189.83999633789065,192.92999267578125,188.2599945068359,188.8500061035156,148240500,0.0126005689196548,0.0192569670138297,182.9635009765625,186.5048916625977
2026-01-05,NVDA,191.7599945068359,193.6300048828125,186.1499938964844,188.1199951171875,183529700,-0.0038655597709008,0.0188017263485798,183.20050048828125,186.66189239501952
2026-01-06,NVDA,190.52000427246097,192.1699981689453,186.82000732421875,187.2400054931641,176862600,-0.0046778101576882,0.0187906880864677,183.44200057983397,186.7636953735351
2026-01-07,NVDA,188.57000732421875,191.3699951171875,186.55999755859375,189.11000061035156,153543200,0.0099871558551933,0.0185399227197864,183.62000045776367,186.8209030151367
2026-01-08,NVDA,189.11000061035156,189.5500030517578,183.7100067138672,185.0399932861328,172457000,-0.0215219042413559,0.0192057235557674,183.62350006103512,186.6921160888672
2026-01-09,NVDA,185.0800018310547,186.33999633789065,183.6699981689453,184.86000061035156,131327500,-0.0009727230993946,0.0191452618458691,183.6775001525879,186.3689398193359
2026-01-12,NVDA,183.22000122070312,187.1199951171875,183.02000427246097,184.94000244140625,137968500,0.0004327698300905,0.0187734056685196,183.87800064086915,185.92717041015624
2026-01-13,NVDA,185.0,188.11000061035156,183.3999938964844,185.80999755859375,160128900,0.0047042019341549,0.0169941454033923,184.4175003051758,185.58579620361328
2026-01-14,NVDA,184.32000732421875,184.4600067138672,180.8000030517578,183.13999938964844,159586100,-0.0143695075831608,0.0174010925112409,184.76000061035157,185.1990216064453
2026-01-15,NVDA,186.5,189.6999969482422,186.3300018310547,187.0500030517578,206188600,0.0213498071155413,0.0178886891991203,185.22650070190429,184.80265197753903
2026-01-16,NVDA,189.0800018310547,190.44000244140625,186.0800018310547,186.22999572753903,187967200,-0.0043838936692871,0.0152240359127146,185.99100036621093,184.55367309570312
2026-01-20,NVDA,181.8999938964844,182.3800048828125,177.61000061035156,178.07000732421875,223345300,-0.0438167244296061,0.0182498965415029,186.18750076293944,184.2110903930664
2026-01-21,NVDA,179.0500030517578,185.3800048828125,178.39999389648438,183.32000732421875,200381000,0.029482786455111,0.0172752986019265,186.3040008544922,184.11609985351564
2026-01-22,NVDA,184.75,186.1699981689453,183.92999267578125,184.83999633789065,139636600,0.0082914518489169,0.0170520214631482,186.3615005493164,184.0501092529297
2026-01-23,NVDA,187.5,189.6000061035156,186.82000732421875,187.6699981689453,142524700,0.0153105490539038,0.0159908805360306,186.2845001220703,183.82273071289063
2025-11-11,MSFT,503.85694933091565,508.64800052182136,501.411544557113,507.7297058105469,17980000,0.0052964316489676,0.0121835566391631,516.2143447875976,512.9733074951172
2025-11-12,MSFT,508.4084461357136,510.7141588310794,498.1875853040363,510.1851501464844,26574900,0.0048361250244706,0.0122399551411043,516.1000610351563,513.0888916015625
2025-11-13,MSFT,509.3566671737073,512.54071024479,500.3535287599438,502.3497924804687,25273100,-0.0153578708901385,0.0126890843086745,515.6848388671875,512.9954663085938
2025-11-14,MSFT,497.2992409027003,510.644258818196,496.51070821491913,509.2268981933594,28505700,0.0136898746965403,0.0130618014047961,515.515153503418,513.2984985351562
2025-11-17,MSFT,507.5001596757347,511.16328656765256,503.9667643395777,506.54193115234375,19092800,-0.0052726339683575,0.0130140091626936,515.0510238647461,513.4839508056641
2025-11-18,MSFT,494.44458869198826,502.0403882023454,485.87063942574486,492.8675537109375,33815100,-0.026995548838964,0.0142446687363966,513.8597549438476,513.3917236328125
2025-11-19,MSFT,489.1844353923467,494.264922953439,481.9279972054541,486.2099914550781,23245300,-0.0135078119988478,0.0143314012600307,512.1918762207031,513.1272186279297
2025-11-20,MSFT,492.7099914550781,493.5700073242187,475.5,478.4299926757813,26802500,-0.0160013140742206,0.0145863225593594,510.1339996337891,512.6943371582031
2025-11-21,MSFT,478.5,478.9200134277344,468.2699890136719,472.1199951171875,31769200,-0.0131889673623991,0.014529331281887,507.60840759277346,511.9577880859375
2025-11-24,MSFT,475.0,476.8999938964844,468.0199890136719,474.0,34421000,0.0039820488482931,0.0139205115629329,504.7820526123047,511.14984375
2025-11-25,MSFT,474.0700073242187,479.1499938964844,464.8900146484375,476.989990234375,28019800,0.0063079962750527,0.0129144170237546,501.5786834716797,510.5278625488281
2025-11-26,MSFT,486.30999755859375,488.30999755859375,481.2000122070313,485.5,25709100,0.0178410657243426,0.0139581538360882,498.82676696777344,510.0565185546875
2025-11-28,MSFT,487.6000061035156,492.6300048828125,486.6499938964844,492.010009765625,14386700,0.0134088769631823,0.0133550778599458,497.18837585449216,509.7467156982422
2025-12-01,MSFT,488.44000244140625,489.8599853515625,484.6499938964844,486.739990234375,23964000,-0.0107112038914827,0.0131820330439185,495.6832427978515,509.1422674560547
2025-12-02,MSFT,486.7200012207031,493.5,486.3200073242187,490.0,19562700,0.0066976411041452,0.0133546308859626,494.3800354003906,508.6724884033203
2025-12-03,MSFT,476.3200073242187,484.239990234375,475.2000122070313,477.7300109863281,34615100,-0.0250407939054527,0.0142708709549517,492.5980758666992,508.06151428222654
2025-12-04,MSFT,479.760009765625,481.3200073242187,476.489990234375,480.8399963378906,22318200,0.0065099225086184,0.0142155050062411,491.3294479370117,507.494375
2025-12-05,MSFT,482.5199890136719,483.3999938964844,478.8800048828125,483.1600036621094,22608700,0.0048249050451045,0.0136898578138015,490.6788803100586,507.0359191894531
2025-12-08,MSFT,484.8900146484375,492.2999877929687,484.3800048828125,491.0199890136719,21965900,0.0162678725308134,0.014239825009258,490.435285949707,506.6462286376953
2025-12-09,MSFT,489.1000061035156,492.1199951171875,488.5,492.0199890136719,14696100,0.0020365769670778,0.0135507755676043,489.7835494995117,506.2138562011719
