Date,Monthly_Unique_Users_M,App_Downloads_M,DAU_MAU_Ratio,Avg_Session_Min,Push_Enabled_Pct
2016-03-31 06:16:13.665461,1365.54221779578,26.16036755368905,0.4432065714659738,2.886249020115203,53.83286142432085
2016-06-30 06:16:13.665461,1342.0726963962175,25.668716852986922,0.38887040257072214,4.402777095876605,41.12158546781669
2016-09-30 06:16:13.665461,1176.1888221693944,14.604648998874321,0.41800076074957004,2.888781948109369,52.21799367541456
2016-12-31 06:16:13.665461,1475.8275301045792,17.16568933002749,0.3837848315132168,4.494909023061611,51.99514135752853
2017-03-31 06:16:13.665461,1707.988259200837,27.78080087671789,0.43895678246395453,4.013003497427896,53.027646098787834
2017-06-30 06:16:13.665461,1741.2612677434452,16.250547329581742,0.3959795754432358,2.0857482730699313,46.11457884108287
2017-09-30 06:16:13.665461,1528.1845351297966,20.715048439522008,0.4476907870140905,4.1229605509343354,58.36664041352511
2017-12-31 06:16:13.665461,1661.3794272706316,42.14533639591997,0.3340853278115945,4.570504378283548,51.19369571628916
2018-03-31 06:16:13.665461,1802.0073587969357,39.366059637820214,0.425302171823077,3.2654110002807517,47.94448299037891
2018-06-30 06:16:13.665461,2185.9481053943014,39.10145524209652,0.3760641480637423,4.019139285614385,54.82046822336669
2018-09-30 06:16:13.665461,2213.894168754378,43.70200334833075,0.3737205548926473,2.916443720664064,45.829233952961054
2018-12-31 06:16:13.665461,1955.5350168966913,39.17578965950807,0.3911702106979698,2.428467716489336,51.250796225913376
2019-03-31 06:16:13.665461,2609.5131382752147,35.22091495109675,0.43640704257791635,4.0899331305286,49.581769127369576
2019-06-30 06:16:13.665461,2764.2682434251506,48.187911921290834,0.3806894130178426,4.102267408356042,41.595226028235736
2019-09-30 06:16:13.665461,2804.4672261570086,29.24117181368916,0.4115317699038307,4.858114146796445,41.09867023140943
2019-12-31 06:16:13.665461,2378.1198844238647,49.62450062103546,0.30949861428717673,2.8490712422987756,46.18929660825359
2020-03-31 06:16:13.665461,3135.101496147081,57.40879258110751,0.40216367014558096,3.4951597800883047,59.02406139509121
2020-06-30 06:16:13.665461,2731.5730628252345,65.9899925930782,0.4179525847621706,4.810946891241038,59.837708867105206
2020-09-30 06:16:13.665461,2900.0259186458143,64.25718974137457,0.30706737345864665,4.432172216990214,59.37175767520499
2020-12-31 06:16:13.665461,2703.666150991201,35.5920116465102,0.4087715243672152,2.587376871382471,58.875201346466945
2021-03-31 06:16:13.665461,3741.1637309556,70.98258058302281,0.3441581363664347,3.642914591532608,48.5377637374464
2021-06-30 06:16:13.665461,3877.6865957312543,36.177230776589724,0.40481914614528286,4.163176431949821,57.83033443379451
2021-09-30 06:16:13.665461,3755.5861372716727,37.575771595044515,0.40083193950005963,2.4337606802128704,59.89298896395244
2021-12-31 06:16:13.665461,3348.7147305198837,80.90244595983712,0.33763580492517187,2.527653521151604,53.50297156662692
2022-03-31 06:16:13.665461,3604.8055476443533,77.11051632336387,0.4007166712751451,4.799114686025765,55.87145299604741
2022-06-30 06:16:13.665461,4540.370524754059,85.9739465731366,0.40472077882121943,2.4375963580801003,56.058041615347484
2022-09-30 06:16:13.665461,4971.502482333334,71.00950459085804,0.3166350579739395,4.1057334507539185,41.177161237082956
2022-12-31 06:16:13.665461,3989.9986781394537,46.48938394852333,0.4126927620621038,3.891564843003644,52.537564488446655
2023-03-31 06:16:13.665461,5081.335604466824,101.4053800545068,0.39575755494344533,4.385639852775382,47.38194072101523
2023-06-30 06:16:13.665461,5355.487962766459,58.21720493695706,0.31250245049126474,4.028412090208517,45.427242036553274
2023-09-30 06:16:13.665461,5299.013974942758,116.11007075955582,0.4413528146443289,3.6756371955485627,43.44181329460202
2023-12-31 06:16:13.665461,5836.052940702775,102.71663817222814,0.34199902326397325,3.8443120209905155,40.0632895461211
2024-03-31 06:16:13.665461,7075.381758345133,51.2536076342767,0.36303617927470744,2.5534504116692496,44.496619214559985
2024-06-30 06:16:13.665461,7147.373703201807,72.90218052059394,0.30844557612377593,3.1090288008518128,59.807369969742425
2024-09-30 06:16:13.665461,7360.996660966664,113.048297271645,0.44673843949077,4.158045976788898,41.235008474509684
2024-12-31 06:16:13.665461,6579.261265196109,161.58008659918661,0.32412289512926684,4.901302144616602,43.40447782750145
2025-03-31 06:16:13.665461,8484.538422706928,59.769978014728444,0.42154529634550847,3.9563984234489618,56.319313301867204
2025-06-30 06:16:13.665461,6877.735338410281,146.84252266370402,0.3307802395570683,4.186145607660231,48.385823830933084
2025-09-30 06:16:13.665461,9053.112900375028,142.1533642848567,0.3524414252484619,4.427305156019906,46.10509496059423
2025-12-31 06:16:13.665461,6717.21545273198,135.85554073369113,0.44658055464142826,2.575601746435423,46.94209992700282
