Date,API_Calls_B,Enterprise_Customers_K,Avg_Revenue_Per_Customer_K,Uptime_Pct,Latency_MS
2016-03-31 06:16:13.668674,10.0,13.257298472726031,151.98015677275575,99.93150190002419,52.08781561837634
2016-06-30 06:16:13.668674,11.200000000000001,12.906966740929313,94.20040882744873,99.9120730096759,110.5152832692367
2016-09-30 06:16:13.668674,12.544000000000002,9.707432183194669,98.24794208919448,99.90748725518435,143.22708511774533
2016-12-31 06:16:13.668674,14.049280000000003,15.102703795150449,55.104591128668595,99.93451160727179,148.19746733899038
2017-03-31 06:16:13.668674,15.735193600000006,11.280197807768893,126.41682988749321,99.90054335335539,145.2544576008669
2017-06-30 06:16:13.668674,17.623416832000007,12.248718046464917,198.33620807006258,99.9458530711785,135.82735831288926
2017-09-30 06:16:13.668674,19.73822685184001,27.691157661019297,184.6547063088054,99.9267109200721,115.31256516946816
2017-12-31 06:16:13.668674,22.106814074060814,23.320378627963866,170.2753527754555,99.91688783485071,121.52741849181136
2018-03-31 06:16:13.668674,24.759631762948114,31.59979324274059,68.40081066806324,99.96388836455375,109.02797314281113
2018-06-30 06:16:13.668674,27.730787574501893,17.207565847349965,172.99923057397086,99.94881227861902,62.63782377534749
2018-09-30 06:16:13.668674,31.058482083442122,29.370625262156608,147.88244899487034,99.9841681355737,81.37794200336614
2018-12-31 06:16:13.668674,34.78549993345518,33.41390132503655,187.93223368974216,99.96306827185268,87.04374533866047
2019-03-31 06:16:13.668674,38.959759925469804,25.35516719357635,118.15433641287672,99.92453998640218,71.02517879063258
2019-06-30 06:16:13.668674,43.63493111652619,26.869282321317737,174.25282003677597,99.91819012779816,91.86802251438951
2019-09-30 06:16:13.668674,48.87112285050933,46.72774808376142,91.55157665573363,99.96707930856432,92.27658541971192
2019-12-31 06:16:13.668674,54.735657592570455,39.519644804263976,109.45724052819236,99.98946894513473,65.26818171401473
2020-03-31 06:16:13.668674,61.30393650367892,72.89377836485828,73.40781769471822,99.95911279278835,59.19354750627242
2020-06-30 06:16:13.668674,68.66040888412039,90.6382680615418,62.616305264751944,99.95159402396142,102.59298032333311
2020-09-30 06:16:13.668674,76.89965795021484,109.44679543542672,160.11800202387633,99.96383266933655,85.60356244556688
2020-12-31 06:16:13.668674,86.12761690424064,90.65585614037735,196.3013888206787,99.95916125762858,116.7415816522608
2021-03-31 06:16:13.668674,96.46293093274952,105.8663909977236,53.14784206075566,99.93008798947521,83.1957301888555
2021-06-30 06:16:13.668674,108.03848264467948,99.0461010980701,75.75190240926858,99.98290735287846,89.52592307755498
2021-09-30 06:16:13.668674,121.00310056204103,171.6167620694997,181.02325921620093,99.97687276623826,113.49135822218057
2021-12-31 06:16:13.668674,135.52347262948595,197.4486747397991,73.29440936028864,99.93023602750526,64.36909166906263
2022-03-31 06:16:13.668674,151.7862893450243,179.81689819226153,148.36285619941594,99.90334942212569,65.20104773130237
2022-06-30 06:16:13.668674,170.0006440664272,201.38375043827142,119.32250833934962,99.94793580315768,84.95688881539861
2022-09-30 06:16:13.668674,190.4007213543985,166.29543184671073,132.6472276499189,99.9213150308625,96.84513424428506
2022-12-31 06:16:13.668674,213.24880791692635,143.58083668298661,100.33151743426114,99.96762248276498,124.87968379086395
2023-03-31 06:16:13.668674,238.83866486695754,310.17724312917073,196.9954536351178,99.92422090235368,95.92367534905199
2023-06-30 06:16:13.668674,267.4993046509925,226.64978592115213,138.48581390627777,99.93474072052047,148.5541126113774
2023-09-30 06:16:13.668674,299.5992212091116,356.2288776645901,104.10767699900039,99.93573137326878,56.1048399817433
2023-12-31 06:16:13.668674,335.551127754205,390.98923103193835,172.81489293361162,99.93839471792504,95.40904884314891
2024-03-31 06:16:13.668674,375.8172630847096,211.55295904916238,160.02845940910967,99.97662638375681,75.17395866421676
2024-06-30 06:16:13.668674,420.91533465487487,555.0609554980632,189.26397294072032,99.9309183042402,56.86697392578627
2024-09-30 06:16:13.668674,471.4251748134599,312.05183089638797,73.85736147860683,99.92934890942705,57.429742411430475
2024-12-31 06:16:13.668674,527.9961957910751,288.7518431257514,117.6625314855066,99.96308873104236,54.87157690598971
2025-03-31 06:16:13.668674,591.3557392860041,331.38454730701,181.93706281557203,99.92930914616099,123.5557086771696
2025-06-30 06:16:13.668674,662.3184280003247,589.4904573934062,132.26657324865104,99.91714533205968,134.44475359839947
2025-09-30 06:16:13.668674,741.7966393603638,777.8436213542404,112.33966018564092,99.94178888617685,133.7697852721731
2025-12-31 06:16:13.668674,830.8122360836074,543.5761640119091,94.894318678076,99.9165328624082,97.23388361989142
