Date,Corn_Price,Soy_Price,Wheat_Price,Weather_Impact_Score,Market_Alerts_K
2023-02-02 06:16:13.675795,4.344259729461607,13.776597530916883,8.176459537871004,2.0955870908739573,8.921646823076552
2023-02-03 06:16:13.675795,7.8511999156153065,14.605950849431245,6.913479665053719,6.0816950672206955,12.34397613203993
2023-02-04 06:16:13.675795,6.960792202661384,14.676682581258113,6.289819878229768,5.223223284377808,8.436954516715742
2023-02-05 06:16:13.675795,6.74540471089883,11.081509439484329,5.519930796938825,2.3369819864955117,15.011146789554134
2023-02-06 06:16:13.675795,5.841113416947342,14.736270576614245,7.180297275434821,3.9405254180506963,14.806515278450972
2023-02-07 06:16:13.675795,4.622530725315807,13.532325085007173,6.185861135736321,8.50115195129556,17.89285986770928
2023-02-08 06:16:13.675795,5.126315907717057,11.462998187475602,5.721685844294331,6.481948414734366,17.518700918277688
2023-02-09 06:16:13.675795,4.741499460939796,10.234210191589609,6.871432482468685,4.5386328631856045,14.469041260051284
2023-02-10 06:16:13.675795,6.613486743506913,14.054655099943933,7.130292790664668,2.0414096582738974,14.41614461503562
2023-02-11 06:16:13.675795,6.828222347558052,12.189047620551213,5.052710999757489,5.433795670876213,13.224954373172608
2023-02-12 06:16:13.675795,7.933381121827285,12.7113959531852,6.978088876920435,8.663061067714064,6.039921298693084
2023-02-13 06:16:13.675795,4.656435146172102,11.438582712143912,6.420458265120251,1.4952211677426854,17.07510095432143
2023-02-14 06:16:13.675795,4.813508775608261,14.083119621260487,6.261627840724547,7.217549349783111,18.903499002936496
2023-02-15 06:16:13.675795,6.010703879576205,10.512335899447088,6.994151184052246,3.5344234704730177,17.376144192032957
2023-02-16 06:16:13.675795,6.356118317373342,11.644394208187641,5.22081358706051,8.270174539315045,6.905980567934456
2023-02-17 06:16:13.675795,7.0505500256931075,13.665743352524633,5.151594081358048,2.6612649428811204,12.18239811401512
2023-02-18 06:16:13.675795,4.5551585194744995,12.100130332528376,5.1929624570664465,1.2447680154801424,12.436174021344499
2023-02-19 06:16:13.675795,4.245910797042258,15.941495627573241,5.7279242419470915,4.736226473863045,16.684708717238177
