Date,Farm_Subscribers_K,Acres_Covered_M,ARR_M,Churn_Rate_Pct,NPS_Score
2016-03-31 06:16:13.668599,391.71088211533487,154.99046481341225,128.54840174252982,10.787149998753726,41.118757297321814
2016-06-30 06:16:13.668599,314.7726020518533,156.84792278028445,181.6688503795248,5.181736911330401,50.73199117600046
2016-09-30 06:16:13.668599,397.03525605399784,123.25768316905332,229.58195993255248,11.366846016096815,43.118622166201845
2016-12-31 06:16:13.668599,435.0974255140986,248.84652086859785,236.93745422460782,10.586815994254916,58.49213547322189
2017-03-31 06:16:13.668599,541.6138572567676,254.13310827609152,195.8946918685829,9.34010107752329,50.89931679747409
2017-06-30 06:16:13.668599,374.60013779986383,252.49512461730077,228.28509687291094,6.631614891565698,51.52976471451012
2017-09-30 06:16:13.668599,373.904177462565,308.97975818283095,208.12963219289668,8.860268761288953,46.59773867120758
2017-12-31 06:16:13.668599,553.8359644075804,267.25944171286983,283.3925062856054,6.420168400450071,59.288206342997995
2018-03-31 06:16:13.668599,555.5278763873403,368.50687186921675,304.3909671293302,7.107046323870717,54.99079707042108
2018-06-30 06:16:13.668599,695.387817917855,220.8991572566204,243.71337427966787,10.653161191040827,50.33943456568607
2018-09-30 06:16:13.668599,656.8083522298016,357.9438315800374,381.03958194582503,6.665472452064451,49.46014648432047
2018-12-31 06:16:13.668599,608.7736930099009,246.4535534497414,410.7917585006706,5.750247607825524,46.741943609987594
2019-03-31 06:16:13.668599,629.8441541595013,406.6799482130061,432.98238764271684,10.439404149772086,43.57690033422496
2019-06-30 06:16:13.668599,1074.605287823321,289.6079266672958,298.1448527696461,9.390164201367813,45.95743248126021
2019-09-30 06:16:13.668599,742.9334914937054,432.3697119795335,421.17660399134377,7.520485982874366,46.9789957980132
2019-12-31 06:16:13.668599,1139.9940965900234,447.841689645131,428.52524255347214,7.100298386895818,45.25843173965851
2020-03-31 06:16:13.668599,939.1638064754984,669.9192827103067,371.8668923152473,5.730265879358184,51.82150223896476
2020-06-30 06:16:13.668599,884.234727989294,654.3163063208584,722.1101642643976,9.984257758929232,51.39070476717528
2020-09-30 06:16:13.668599,1478.3650928466386,500.474469297682,658.7492751254421,10.55764716102597,54.25446321654864
2020-12-31 06:16:13.668599,1147.0148864540674,839.6749040709656,809.0354836679516,8.442051505220782,43.18277197804025
2021-03-31 06:16:13.668599,1342.2134788829696,686.2894838821608,646.1444504319888,9.012420552878805,54.08267230873676
2021-06-30 06:16:13.668599,1436.2719520692845,926.5215869277132,871.5797361033768,8.304228329190034,57.63749432436048
2021-09-30 06:16:13.668599,1673.972771873558,866.2638556823061,846.6469219575575,7.097331909219928,50.28782584993153
2021-12-31 06:16:13.668599,1585.3888881810417,912.5454267634188,719.3991535501704,5.4539615474756005,41.124299272467056
2022-03-31 06:16:13.668599,2341.0928506018377,715.7812054543682,715.4867667766047,5.833764911378561,48.36368427504812
2022-06-30 06:16:13.668599,2669.485449016561,745.4103286799581,1014.3391206489156,11.443271703529746,55.7378447873224
2022-09-30 06:16:13.668599,2628.5614517817603,1129.4466458695915,770.701758792245,9.307017438692299,55.795398647791
2022-12-31 06:16:13.668599,2576.2084843104153,1256.781674876523,815.1339880436874,8.014569082875003,43.22513755406186
2023-03-31 06:16:13.668599,2556.247274696764,1722.2944454546307,1016.8539221139571,10.775880308058351,53.14798487649081
2023-06-30 06:16:13.668599,2573.1862602557567,1582.5465665974186,1053.8728235752324,11.58300245472792,41.478788186713125
2023-09-30 06:16:13.668599,2998.0665056821626,1943.360449138257,1631.9152348455298,7.965403121531944,40.44585026666893
2023-12-31 06:16:13.668599,4340.00223580431,1773.4541109019365,1987.452194503298,9.444827999052448,51.14571421072798
2024-03-31 06:16:13.668599,3089.466242352364,1595.056304289001,1688.9410907137749,6.509979289004443,56.85754700130852
2024-06-30 06:16:13.668599,4864.072786142256,1857.9806505823708,1940.3424305822869,5.889834089938239,41.6172779280233
2024-09-30 06:16:13.668599,3752.038077647708,2373.424371804592,1433.6743127332509,10.183965495040857,55.53328359474553
2024-12-31 06:16:13.668599,5043.626907630644,2003.3798764593412,2764.8824384185905,11.37010876528286,56.83199936512805
2025-03-31 06:16:13.668599,5063.7288801647555,1798.6424461599115,2168.6089655939522,8.670422629845321,51.62463379014679
2025-06-30 06:16:13.668599,3851.2688576126716,2921.5823733487955,2032.9785821436021,7.628723472334036,58.54316552312162
2025-09-30 06:16:13.668599,4069.527183207549,2284.766805335842,3416.4064328163568,11.675461081839904,54.658596112716175
2025-12-31 06:16:13.668599,6799.822500576017,3986.119820967195,3207.5390630660772,9.95216342638664,50.21952393420152
