Date,Energy_Requests_M,Retail_Requests_M,Insurance_Requests_M,Aviation_Requests_M,Agriculture_Requests_M
2023-02-02 06:16:13.675650,252.01746112653115,81.41665684151236,94.3351238835678,111.19331875791164,72.12768331077758
2023-02-03 06:16:13.675650,196.13957061559455,90.45650631816694,62.587138645913114,113.40378112541906,57.47184750803997
2023-02-04 06:16:13.675650,228.39187758990548,80.83167396541377,97.15695336302164,45.68987625135486,51.091215000267496
2023-02-05 06:16:13.675650,227.6780681349461,56.26997544215829,72.25520419417992,75.87845201686817,75.5164412513269
2023-02-06 06:16:13.675650,185.6932803724651,91.57254753063172,41.01321909241672,119.15213914491117,37.15966571544339
2023-02-07 06:16:13.675650,141.03149556159062,138.1721373192251,78.00926250018018,54.57689727491633,55.29666102777367
2023-02-08 06:16:13.675650,216.1309766549683,70.11876372483749,39.082730643277664,72.39307478465778,63.273408078783156
2023-02-09 06:16:13.675650,189.95613029821357,88.00924789443303,41.95947437834443,91.65196896439015,40.90491807878777
2023-02-10 06:16:13.675650,170.84750676129858,82.38124593610675,33.62627453603164,119.63141697621009,40.9011584355339
2023-02-11 06:16:13.675650,138.94926498766068,69.12565413370004,85.5978665688151,95.74820044836771,33.91000347888995
2023-02-12 06:16:13.675650,256.59941527851294,75.17119905327202,84.28296228366793,100.48365592898247,33.42912744744405
2023-02-13 06:16:13.675650,212.2051506118615,114.2894855373117,68.59906374052396,61.251206690530104,49.88117624620057
2023-02-14 06:16:13.675650,237.5984891390278,66.30529156631827,50.338206562845606,96.19448875799793,78.10151477959177
2023-02-15 06:16:13.675650,182.13833923315704,128.4089650866683,58.45535871671002,117.1370973604003,27.780329789036287
2023-02-16 06:16:13.675650,241.49304960150195,118.30560619269556,47.17479224504562,62.42393380904851,54.44893566086811
2023-02-17 06:16:13.675650,247.08632146863638,110.44571008387965,54.626253387374696,86.40677909049771,76.75144923742452
2023-02-18 06:16:13.675650,204.10879302593153,107.77812544782277,42.63623667573128,108.65309610986836,48.11974108901003
2023-02-19 06:16:13.675650,231.88532505033834,62.29518539674061,67.69963221786824,117.47775626408594,31.595340509380886
