Date,Active_Radars,Coverage_Area_KM2_M,Data_Points_Per_Day_B,Latency_Seconds,Uptime_Pct
2021-02-28 06:16:13.673200,5,4.306817424815563,44.30447726565875,39.75294558220123,99.65245307072236
2021-03-31 06:16:13.673200,5,3.1404319999098447,12.07651965052188,42.71506241860526,99.25985588283787
2021-04-30 06:16:13.673200,6,3.2915759088752163,23.55345816714607,102.69149668759118,99.12900663572567
2021-05-31 06:16:13.673200,6,5.623564365828741,38.423108699914366,50.42487231059764,99.60721754778476
2021-06-30 06:16:13.673200,7,3.0039575072241718,21.776925424492806,54.93685727651364,99.02790037045821
2021-07-31 06:16:13.673200,7,3.736101849237814,24.03968687268072,50.537695759001345,99.60568868197673
2021-08-31 06:16:13.673200,8,2.6766567090971,54.798337325004354,61.64769701633681,99.58948148816074
2021-09-30 06:16:13.673200,8,2.8240430749106595,83.61899305050409,104.2992483848892,99.8196327763583
2021-10-31 06:16:13.673200,9,4.519054150354355,89.70857492272754,93.78676129314407,99.17368636546098
2021-11-30 06:16:13.673200,9,11.281920369347569,49.91643548209289,90.42044957060166,99.47057855766488
2021-12-31 06:16:13.673200,10,12.747349844761125,57.40859984992007,78.0205990577203,99.44255835550416
2022-01-31 06:16:13.673200,10,13.553566259195609,116.13081470725011,84.65759906024667,99.66453023697848
2022-02-28 06:16:13.673200,11,4.3611803179665,91.69458531564013,79.73902403772,99.15055076764308
2022-03-31 06:16:13.673200,11,8.07218812406125,170.2244824610208,95.16735641255426,99.06794034016066
2022-04-30 06:16:13.673200,12,5.588337455424025,41.58388925489212,77.71908487889094,99.5377706670928
2022-05-31 06:16:13.673200,12,18.92614133253245,160.40330071305246,112.51422697151814,99.03786108847933
2022-06-30 06:16:13.673200,13,13.398349058873649,119.43062508929704,69.67890396531696,99.579415185709
2022-07-31 06:16:13.673200,13,8.816246749384609,185.70038547804035,107.49821407671212,99.6862603806432
2022-08-31 06:16:13.673200,14,12.759910293038432,226.74178056437052,98.35979121756274,99.7714786963773
2022-09-30 06:16:13.673200,14,25.980662187890747,179.54570527841796,85.45253785656499,99.00589775548985
2022-10-31 06:16:13.673200,15,10.514357095656822,106.6291484347031,76.03822255667077,99.82044337535321
2022-11-30 06:16:13.673200,15,23.6905103093509,106.0213989783597,33.681923057506296,99.6994791205995
2022-12-31 06:16:13.673200,16,13.077633184117895,168.74383205458847,36.25624836873034,99.18435867668903
2023-01-31 06:16:13.673200,16,29.11335679996715,115.55076534393434,99.29429290449221,99.4343790627266
2023-02-28 06:16:13.673200,17,25.05717032382425,268.1215243181897,68.83305302281006,99.52531477949418
2023-03-31 06:16:13.673200,17,42.82272125277297,377.745129501507,32.72585152400878,99.34636438600084
2023-04-30 06:16:13.673200,18,31.705024960258854,479.3571511020062,42.866892859390525,99.08480054014588
2023-05-31 06:16:13.673200,18,24.476676617134352,551.5142413558985,76.39627285896599,99.10643758189045
