Date,Ad_Revenue_M,CPM,Ad_Fill_Rate_Pct,Video_Ads_Pct,Programmatic_Pct
2021-02-28 06:16:13.673839,18.783446786915828,8.607253354053965,91.78376119754331,36.09346249076188,84.98881191835432
2021-03-31 06:16:13.673839,34.23343632261679,11.015643626365051,85.07874279274917,35.68440967617056,82.32966957837615
2021-04-30 06:16:13.673839,26.200907471441614,12.595168471407776,90.22305092612524,33.29764629202714,87.62860274134631
2021-05-31 06:16:13.673839,26.71023761485207,8.549432306532402,87.19125130020925,38.9242595447959,72.77457428053408
2021-06-30 06:16:13.673839,32.96150559638461,14.42015263346066,94.28107472446379,38.71724968709918,72.93117726066868
2021-07-31 06:16:13.673839,18.778900350611096,8.952503801739928,90.26291717028391,34.37749048925392,76.95194434148121
2021-08-31 06:16:13.673839,35.717496100111916,11.76826608414727,85.3728340506421,27.44553062291794,84.52121230739002
2021-09-30 06:16:13.673839,22.602265204590523,12.920419734861294,85.27032984211759,26.004069263444155,81.32156612991136
2021-10-31 06:16:13.673839,23.862586944154494,12.132130642098208,89.60363202997918,21.733362218095873,81.40646647348143
2021-11-30 06:16:13.673839,40.57963504994309,10.76852493827957,91.81158146708702,39.110341670494,76.55709012431578
2021-12-31 06:16:13.673839,22.306624490360626,6.2936271032282445,96.2605663983545,30.787212553991093,72.81244089801243
2022-01-31 06:16:13.673839,36.801350177405794,6.323842756193832,93.37757005609433,36.341209404831524,83.49370617043118
2022-02-28 06:16:13.673839,18.068823571230407,12.264271635286606,86.84461926946065,35.09135370611573,89.78509461491716
2022-03-31 06:16:13.673839,25.929883660965924,11.916058416936714,89.43648855680114,22.6545629658439,76.75375668778037
2022-04-30 06:16:13.673839,26.379815438353013,12.311164980022955,93.75468258594564,23.075629137287237,77.65624855859573
2022-05-31 06:16:13.673839,35.9694978234813,9.631772791985997,92.09219967066855,36.340343518249604,75.00781421147217
2022-06-30 06:16:13.673839,32.57688818486214,8.347132826417324,91.12589575790656,26.945295702690544,82.90341825570245
2022-07-31 06:16:13.673839,34.34645978732494,8.650721868429665,96.87737178980338,32.049600104254594,71.78348150444386
2022-08-31 06:16:13.673839,24.707967648573685,7.488681698938132,95.63013052679972,35.77127645391335,82.4775610993288
2022-09-30 06:16:13.673839,37.409354301336315,10.58620257134168,90.71465666726728,24.732760485702514,84.44639046651689
2022-10-31 06:16:13.673839,26.97313318649892,9.375041191132809,87.73096054691547,36.305307943082354,75.81933812556343
2022-11-30 06:16:13.673839,27.551936084518623,12.454055392700141,90.13630729212073,36.225149942797565,89.68350791612133
2022-12-31 06:16:13.673839,48.37021612749104,13.003008384537637,89.77555731327583,31.100661235449905,86.10941794384686
2023-01-31 06:16:13.673839,39.13113554552833,13.710606077578065,90.79321249333861,25.217357842784413,84.77957840010671
2023-02-28 06:16:13.673839,22.811547989039145,13.40459608201618,86.63194282656782,38.02460370493825,84.79538619412646
2023-03-31 06:16:13.673839,19.93926504423031,12.185892594601293,92.37663046325976,20.481107788382513,77.96248054161688
2023-04-30 06:16:13.673839,34.87879796396327,8.08993170217638,96.8380844013486,36.32976062082773,75.31571514472282
2023-05-31 06:16:13.673839,20.543892153433372,11.461569259267433,95.20591403417978,20.34276366861453,82.87647301168653
2023-06-30 06:16:13.673839,21.684252988582955,10.09576971440978,92.6764645539991,32.07489272455041,80.30170779592221
2023-07-31 06:16:13.673839,33.695694971312385,7.760582635315939,89.06714168305618,32.20477796141206,71.12046475127195
2023-08-31 06:16:13.673839,39.51588610111781,6.188434163236856,89.92356476075655,28.94069306480317,76.7220029948655
2023-09-30 06:16:13.673839,29.02607286136456,10.92303360936884,92.94591503598983,37.19836615562476,78.65516327494781
2023-10-31 06:16:13.673839,39.66953401242598,8.842995226734729,94.65556940995023,32.95237003024236,89.74720901578539
2023-11-30 06:16:13.673839,34.06576047998096,7.1447755707270595,86.32940972284973,38.39926786413538,86.20769590631929
2023-12-31 06:16:13.673839,32.12453726005639,9.71389218753927,94.29850269851391,26.039357023416105,80.89996436275658
2024-01-31 06:16:13.673839,38.489331761579116,5.253789935310533,85.85902462762894,33.63973228000336,76.02974592776683
2024-02-29 06:16:13.673839,20.036045896304923,5.123112202463523,91.11854059452044,30.288175388807602,71.49999965070124
2024-03-31 06:16:13.673839,35.61970102390737,5.613646860577209,89.21716215548737,37.35303165428956,77.65612134828211
