Date,Systems_Installed_K,Avg_System_Size_kW,Installer_Count_K,Enlighten_Activations_K,NPS_Score
2023-02-02 06:16:14.668146,8.571164789366758,8.66916104380265,3.442330832677426,10.040414205644074,68.24541896786549
2023-02-03 06:16:14.668146,10.567120469612142,8.757474837759359,2.1954966655745936,17.631757719860335,76.49263106663368
2023-02-04 06:16:14.668146,10.544967813326931,8.669386530806216,2.770003144305499,16.633547690489905,74.54008336157108
2023-02-05 06:16:14.668146,8.961397534588102,11.121440344192777,2.315621551404269,9.006066220284382,71.69029137836695
2023-02-06 06:16:14.668146,10.99902962287197,10.051609497854775,2.2314264318845045,14.75723229760564,77.09603242864422
2023-02-07 06:16:14.668146,8.924046180208112,9.905039992322385,3.134828738033405,17.724641820817727,77.34226679889123
2023-02-08 06:16:14.668146,8.052166748436017,7.76166545615072,2.0243167486961555,12.831743563641007,72.00893416551988
2023-02-09 06:16:14.668146,8.13468618877083,10.694518207622192,3.208275184328931,8.346608864851754,76.23952681204558
2023-02-10 06:16:14.668146,8.957030122470783,8.412423982116298,3.534314623809075,10.642650314851123,70.81034587530726
2023-02-11 06:16:14.668146,5.170066854809901,9.184632018545875,2.7574769642746553,17.247474937881947,77.93378435022618
2023-02-12 06:16:14.668146,11.954447469037945,7.620680625653951,3.5467522419199007,10.608550817344977,65.47265955588628
2023-02-13 06:16:14.668146,12.985506418786327,11.471107814383899,2.2140167205584813,8.434167107583939,71.30567361751261
2023-02-14 06:16:14.668146,5.024412158046966,9.019799438117973,2.6687027255537865,16.533125417370467,75.66047606435075
2023-02-15 06:16:14.668146,13.716216890496161,9.53702700058238,2.380944905716824,11.920098741542695,75.71802837781746
2023-02-16 06:16:14.668146,8.644074682468116,9.967438028292763,2.465812688896176,18.69035728057943,74.54917022227995
2023-02-17 06:16:14.668146,10.73063683835236,8.692777192897449,3.2413303511981892,15.486221816121903,65.32421530852217
2023-02-18 06:16:14.668146,11.76128970339937,11.75225300413343,3.449198993524552,8.098584877521573,74.84606041230528
2023-02-19 06:16:14.668146,9.574076380749466,8.49256728064645,2.152845126637393,8.632749047895985,65.79249458252654
2023-02-20 06:16:14.668146,11.98349835546679,8.327431220311025,2.9440301162945017,11.01516719809186,78.17813501364587
2023-02-21 06:16:14.668146,10.40328417185772,10.992698537424909,3.1935785386204074,11.85431893572556,68.6282643431838
2023-02-22 06:16:14.668146,11.737089219228313,10.177665513170183,2.080650864164772,10.39578950252858,77.06460398546575
2023-02-23 06:16:14.668146,14.85291975644863,9.503234289911,3.0765757285615107,17.529765644900536,71.55347511903997
2023-02-24 06:16:14.668146,11.7452150970469,9.151691458612362,2.162512079360174,19.383387271191086,63.07587503804311
2023-02-25 06:16:14.668146,11.399733202464937,11.299862721425786,3.5387896920382365,8.322293315710725,63.9300113049591
2023-02-26 06:16:14.668146,6.3891671308745,8.3626901377384,2.381840722138957,8.521568153074996,62.218431801228604
2023-02-27 06:16:14.668146,7.3190196249296715,9.573773947641724,3.7658715948425314,19.445874179416524,61.391909420280356
2023-02-28 06:16:14.668146,5.723748205450341,8.161604088243546,3.434699505171097,14.389057415038817,62.469312862478
2023-03-01 06:16:14.668146,8.282691587377366,7.69330525149122,3.0610637118364057,12.526488484942984,76.15127935874749
2023-03-02 06:16:14.668146,13.48783371062562,9.958924094128468,3.5549553624835086,15.528377397996678,67.23762092238212
2023-03-03 06:16:14.668146,13.661585676096802,7.156034532888526,3.5917873304146886,16.194750999585317,61.84519996631703
2023-03-04 06:16:14.668146,13.019019751829166,11.451131214063073,2.954513910143004,12.559617206552707,61.435213551791755
2023-03-05 06:16:14.668146,13.857859246915114,7.691844409547383,3.6867596876946003,11.473367322417307,65.45639053726161
2023-03-06 06:16:14.668146,12.490628051407416,9.99145317210341,2.8945878259386895,9.225416148021209,74.662665217434
2023-03-07 06:16:14.668146,9.766399876790551,8.845227568091692,2.481689162717731,12.318790644284334,65.75717999166736
2023-03-08 06:16:14.668146,11.97208687305048,10.040361002402978,3.1991401157671095,11.355923487721544,69.15406655974078
2023-03-09 06:16:14.668146,8.09033863708139,9.485875178361539,3.7876794136001948,14.493687484703052,79.05414111874227
2023-03-10 06:16:14.668146,6.020715237181453,10.855911614064436,3.8975764476429045,19.49277951444393,78.4004144218112
2023-03-11 06:16:14.668146,11.020299212539804,10.644122377076208,2.2405669390035587,12.527470605629695,77.98729706453689
2023-03-12 06:16:14.668146,12.85527667390009,9.336157359855136,2.3089072636014594,12.62404147586049,61.61101634551217
2023-03-13 06:16:14.668146,10.938775358459178,7.338250132886565,3.038901425562437,18.77563764939295,67.3451457914031
2023-03-14 06:16:14.668146,12.34256757427682,11.011038022036054,2.081491095221476,17.90271496528326,77.9851681815304
2023-03-15 06:16:14.668146,8.769517228994122,11.86349722216406,3.75229428599345,14.759023910745789,76.31676006795493
2023-03-16 06:16:14.668146,6.705763146940339,10.684119198569029,3.0086551845177976,17.81445710380539,79.84456118977839
2023-03-17 06:16:14.668146,13.606786312511106,11.94525743305004,3.5640382702656015,11.611928391930466,60.51963920578792
2023-03-18 06:16:14.668146,5.24142498914812,10.60744083952345,2.105815428917521,13.723714469968701,77.84727656952904
2023-03-19 06:16:14.668146,7.273325905507364,9.572407556138467,3.478130202516472,12.646296553906188,75.58745208627352
2023-03-20 06:16:14.668146,9.18326769207432,8.599912486287385,3.7785781813600927,11.073961493282116,72.42459502326312
2023-03-21 06:16:14.668146,12.257547786219863,11.74148155249318,2.3247905947871543,8.230063286812289,78.82725487906808
2023-03-22 06:16:14.668146,6.002148072281193,8.07471922139268,2.5738953539024756,9.583855436720654,63.99848684556901
2023-03-23 06:16:14.668146,14.251080240737545,9.51643676564866,3.7958073225210036,14.70357624789405,76.61285921684228
2023-03-24 06:16:14.668146,5.672368310746898,11.971555242997322,2.2049122344708856,14.530068926437476,67.93353342322779
2023-03-25 06:16:14.668146,7.702885215717097,7.8126499014821595,3.1459725813716775,8.575604650036373,79.9892894490888
2023-03-26 06:16:14.668146,7.066079622209159,7.87845403588858,2.7470951248304427,14.63734631179082,79.94356348165793
2023-03-27 06:16:14.668146,11.152387918641091,8.425529394521819,2.081519432720686,13.64652523339825,77.75033429098849
2023-03-28 06:16:14.668146,5.951125748454794,10.343933768956036,2.007952422492198,15.56731639442864,70.91180630945416
2023-03-29 06:16:14.668146,12.11327173575533,10.99160186941243,2.672522492453144,12.333123319623205,76.25142197972762
2023-03-30 06:16:14.668146,14.531395580862027,10.544110798526004,2.6292976725751602,16.70969539123711,66.83626862897347
2023-03-31 06:16:14.668146,6.829829865101868,11.306853725834719,2.943785949344075,8.506952818364141,73.05974669513525
2023-04-01 06:16:14.668146,5.296319081511369,11.37635033017387,3.3779013372815365,18.809453950456874,67.92028858289154
2023-04-02 06:16:14.668146,11.957130723485816,8.278550615392376,3.13261478249413,18.850162531089495,67.98132928875488
2023-04-03 06:16:14.668146,12.511274497248525,11.676050923327937,3.792751607435406,15.404823801827316,63.25337833101224
2023-04-04 06:16:14.668146,10.050224935107998,10.046291012526678,3.866520950093573,12.40762469377416,75.22428491102504
2023-04-05 06:16:14.668146,11.45095364319487,11.844453211124065,2.326679152764311,10.657026379435267,64.78871332459535
2023-04-06 06:16:14.668146,8.892919502031665,8.816733402137174,3.4331186183171654,11.113444433845492,63.87114436276743
2023-04-07 06:16:14.668146,11.808215411835954,8.451659298142545,3.9082500352502447,14.3343311421586,70.27352280405252
2023-04-08 06:16:14.668146,7.676074458272866,8.338697969055275,3.4456608017465213,18.193580765947313,60.485887600034154
2023-04-09 06:16:14.668146,5.872218332685003,10.71311934555651,3.082639110487748,18.56714096380299,70.36392342964915
2023-04-10 06:16:14.668146,11.863491436019787,8.633768569156109,3.085385329553228,8.884869981623453,64.28359975368859
2023-04-11 06:16:14.668146,9.211246179681009,10.267599856457046,2.429113921206058,13.945172845556051,68.29671735753604
2023-04-12 06:16:14.668146,14.28721560602522,9.407220244369055,3.665274496380203,10.548519053628322,73.91260620917052
2023-04-13 06:16:14.668146,11.201725448044055,10.929692980712884,3.0701704421891574,16.57220754432025,73.65093968766975
2023-04-14 06:16:14.668146,7.237173579992927,8.14183478769296,3.327367959734663,13.556941170045961,71.5307071108448
2023-04-15 06:16:14.668146,5.5641537534166705,10.519891506683676,3.524442717796786,17.79240587190046,66.33234394536304
2023-04-16 06:16:14.668146,8.492292160903963,9.037816715852957,2.4022490093825413,10.367052891273547,67.99023381683945
2023-04-17 06:16:14.668146,10.740104262429334,9.163127075729264,2.7164011528738166,9.228393717909745,65.94760552024267
2023-04-18 06:16:14.668146,8.209125941973017,7.212407492922244,2.4774953726939537,19.76507290466033,73.08269158847362
2023-04-19 06:16:14.668146,5.970976130604482,10.354449733676088,2.2052400875945812,8.903421301222915,78.93007965012832
2023-04-20 06:16:14.668146,14.401683553862732,11.85638669646278,2.248696355576405,19.528133161389874,77.01088529557282
2023-04-21 06:16:14.668146,13.950992393287226,10.171735601192857,2.090639718035287,13.591264145905688,78.39197047923604
2023-04-22 06:16:14.668146,12.076930221482673,9.26709364695327,2.688844158421966,8.534437378958595,60.50302728794067
2023-04-23 06:16:14.668146,13.111322413530552,11.606502348507425,2.568228551378358,13.697361897143582,63.281787136713085
