Date,Solar_Generation_GWh,Wind_Generation_GWh,Capacity_Factor_Solar_Pct,Capacity_Factor_Wind_Pct,Curtailment_Pct
2023-02-02 06:16:15.298688,29.812689413109407,71.58819668865793,22.007741409711908,44.124260306478966,2.855605266032063
2023-02-03 06:16:15.298688,25.567393834636615,41.1271064703176,23.58017318416408,36.085768777342466,4.63771513606998
2023-02-04 06:16:15.298688,18.894083686849125,67.78604867734472,20.220935078776122,34.95327188384945,2.4077015014241243
2023-02-05 06:16:15.298688,22.89783319558227,96.66424358888698,17.192777675524265,32.80548674756197,1.5200330879625117
2023-02-06 06:16:15.298688,44.34423306545447,57.683103226087006,23.420976335293904,37.50499336791999,1.0570799346330202
2023-02-07 06:16:15.298688,21.25628049803126,53.19287155186415,25.731887909861538,39.8077020141645,4.968884572919054
2023-02-08 06:16:15.298688,19.97722244913928,94.76903468130237,23.07266368634849,39.66498713666009,1.1563739674181974
2023-02-09 06:16:15.298688,26.71648503114098,48.712891855283885,23.336594987313564,33.257808220032764,2.4937187981344375
2023-02-10 06:16:15.298688,41.457967325532486,79.43445884181426,26.987775343586783,32.15965080888993,2.8779564394743646
2023-02-11 06:16:15.298688,31.92767726398031,86.65884174357672,17.940560978368268,35.5890733215116,4.473101290579372
2023-02-12 06:16:15.298688,24.910470208099362,98.06904892922621,20.921843119399057,39.94381847841978,2.0389730438256914
2023-02-13 06:16:15.298688,23.78602161449473,55.99601731255491,26.92298341299319,30.177915068156725,3.858755591500676
2023-02-14 06:16:15.298688,37.428587944989026,51.45129870341207,21.095107623351666,36.77154926892647,3.0844142959724126
2023-02-15 06:16:15.298688,32.450364581049705,57.94751098886572,17.803003771675183,32.81610441003156,2.615186031539389
2023-02-16 06:16:15.298688,47.45877662884656,50.122346998360754,19.775776115397974,40.09368116162657,2.570516271790534
2023-02-17 06:16:15.298688,35.47304960524156,57.68073888771224,22.192436401520286,37.86197274235181,1.101626137970015
2023-02-18 06:16:15.298688,43.30577226421111,47.10084937080105,25.04934303023288,41.540400850882165,1.6124205520255246
