Date,Monthly_Recurring_Rev_M,Subscriber_Value_Created_M,Cash_Generation_M,Renewal_Rate_Pct,ITC_Benefit_M
2023-02-02 06:16:14.751238,91.0003274903388,96.33639724635727,-17.49994024882998,92.84550665959512,8.071348453548318
2023-02-03 06:16:14.751238,78.01769977442505,66.7281727827007,-5.404801994200918,90.93908036541744,8.898044614015788
2023-02-04 06:16:14.751238,102.04495702615672,115.23799541263897,23.427782669874027,93.56162472507266,10.320330341766711
2023-02-05 06:16:14.751238,81.41628768810013,146.201678254362,9.671926935408221,91.2025829792055,12.867217319909441
2023-02-06 06:16:14.751238,111.1510531962388,123.86591571205511,26.988076551026815,96.3690386745444,8.69754259376553
2023-02-07 06:16:14.751238,88.8616257632536,136.22684264062147,19.054796688815085,94.08796661772669,9.740091280946132
2023-02-08 06:16:14.751238,118.22021582298143,139.16170723643384,-10.533404044813215,90.38307236999493,17.267561397967253
2023-02-09 06:16:14.751238,104.32203757822235,147.59743883623813,29.244003898956564,97.2474494068099,9.428960824599132
2023-02-10 06:16:14.751238,112.70194785246993,128.6940026307365,-1.4966194205289818,93.55058744657636,13.892577732954454
2023-02-11 06:16:14.751238,77.2037041893372,129.9331435869294,3.0373580354167773,97.36114721487418,7.955004193409177
2023-02-12 06:16:14.751238,100.4351954806645,64.84987761887822,-6.029061385148764,96.74492682370759,6.2133217555144515
2023-02-13 06:16:14.751238,78.03408525407242,105.48055423453752,17.748794375897848,91.40510184647758,18.801451365777453
2023-02-14 06:16:14.751238,111.56144414479985,115.38349363368744,-2.1632713194520026,90.88526940904623,19.02944095292422
2023-02-15 06:16:14.751238,103.77931361984228,76.39996707434028,-4.146916835397533,95.7247324143564,16.194924234948182
2023-02-16 06:16:14.751238,73.16169382674914,114.76291641845907,-2.202195884524032,90.92884583020046,15.535168398851598
2023-02-17 06:16:14.751238,112.76784478956816,58.612275176362076,-9.113471853351028,92.22758391922522,10.704918942900733
2023-02-18 06:16:14.751238,83.59572402435664,51.78311984607408,-9.643024104993025,93.10946981768221,7.498731358811732
2023-02-19 06:16:14.751238,92.8024430695338,141.96302606370577,2.7861912250550915,90.77988313496061,18.34870407958969
2023-02-20 06:16:14.751238,100.52168165432234,116.04506066182013,-15.498064063522413,91.97776813584551,7.109025326551257
2023-02-21 06:16:14.751238,95.25143951219908,109.6346734133951,17.912987773180152,90.0965708695841,18.106137151600098
2023-02-22 06:16:14.751238,81.67886524947136,110.113392170257,24.131955126889856,91.46524307051865,7.733085554780811
2023-02-23 06:16:14.751238,98.26924159625406,124.32809171969923,4.275709835247588,90.10269873361489,5.884582042118359
2023-02-24 06:16:14.751238,119.47095442682378,54.920278558848615,29.97670693303818,91.92626998941867,11.03624137455479
2023-02-25 06:16:14.751238,74.1969807086236,52.89705710691322,-19.539410349847252,93.52966351531614,18.489202423748466
2023-02-26 06:16:14.751238,75.59909809447633,137.5783371630378,-6.636706007773512,96.3799213446243,16.69135797295904
2023-02-27 06:16:14.751238,113.69933075214956,117.38154429461888,-17.30801800573615,91.60407684106015,9.942190215753572
2023-02-28 06:16:14.751238,71.30156012253882,129.56477042361198,-11.632182312874406,90.56251893245923,6.041680583091505
2023-03-01 06:16:14.751238,97.27417855515493,148.0141446873717,-2.747701152567854,96.30036688337881,13.433799705925257
2023-03-02 06:16:14.751238,72.91856764216604,97.06636851372686,2.3929185924637286,96.53700755831481,14.229590876853877
2023-03-03 06:16:14.751238,72.00450968603018,133.48463921211808,-19.404676143349146,93.0458359289173,10.47997457981309
2023-03-04 06:16:14.751238,71.90013382182687,53.47045927842387,-0.943294171848551,93.03087280491397,10.002362524029854
2023-03-05 06:16:14.751238,94.73595798602551,70.2648772761088,15.496687333965117,93.72783918170329,9.151916493846254
2023-03-06 06:16:14.751238,103.25772554378051,56.63639189976577,-17.986014339130246,96.80034362498427,10.005459738832212
2023-03-07 06:16:14.751238,84.21809160242645,71.24069994387142,-18.9937564665467,94.29967024150253,10.397621824954246
2023-03-08 06:16:14.751238,73.41382975276969,56.979353955198896,2.978400241219438,92.91875586374888,8.083838659329889
2023-03-09 06:16:14.751238,95.91325621256837,109.7193775716546,5.027630780132282,97.3447610976035,13.984894720918637
2023-03-10 06:16:14.751238,105.80038608314744,129.26899009641792,8.898641925542396,96.09149763618079,8.223919359576014
2023-03-11 06:16:14.751238,87.02019880435363,100.80338645141914,29.69622325767986,95.65572322631691,17.77754878893115
2023-03-12 06:16:14.751238,86.19089255084343,137.430044394672,-0.06776793205142018,91.67935235906543,6.967018994108972
2023-03-13 06:16:14.751238,95.84179061194789,71.47624059341948,23.02433139872309,93.77922060043136,7.847946815741782
2023-03-14 06:16:14.751238,84.96156142071409,103.90187219543861,-10.463025050987122,97.79392361991675,6.891316191830045
2023-03-15 06:16:14.751238,106.83607702617373,91.61452701608769,-13.717078003287385,97.15117014480258,9.138756943829055
