Date,Net_Bookings_GW,Backlog_GW,Pipeline_GW,Contract_Price_W,US_Bookings_Pct
2021-02-28 06:16:14.715305,6.2838245006309865,60.4870341197946,181.0261317295634,0.35732526536137443,83.69226460668041
2021-03-31 06:16:14.715305,5.290436164991399,61.7585949428835,140.14753372343623,0.29254643858199014,65.53563642194007
2021-04-30 06:16:14.715305,4.39289459882227,74.08806480883038,196.90569946194566,0.3556560167617883,83.71858704234349
2021-05-31 06:16:14.715305,5.5845014856896995,66.22624341165772,101.799398273591,0.37603576330472893,75.78922147118554
2021-06-30 06:16:14.715305,5.548644253730155,79.1453071303163,194.0209934308835,0.2851043366831338,60.69418556472296
2021-07-31 06:16:14.715305,7.101746720303751,70.64617516880965,143.34482917715812,0.32831590493300394,68.00944118371008
2021-08-31 06:16:14.715305,7.419810886326587,73.30574846877401,136.39216987755012,0.2985231556468547,81.49387617049813
2021-09-30 06:16:14.715305,4.210092592411432,77.9963961863899,141.26615641948618,0.29396389227661834,83.78731299272133
2021-10-31 06:16:14.715305,2.1172959723581553,50.891795160795276,127.19932523708918,0.3484834483668898,72.85803584931186
2021-11-30 06:16:14.715305,4.63481432450513,64.81718292107344,139.5661653056677,0.29948497753791653,68.58976947192095
2021-12-31 06:16:14.715305,2.9924945790161415,72.50427753842486,140.8609106794268,0.3732092842177246,76.61009032561172
2022-01-31 06:16:14.715305,4.2411487182064445,55.42515981965929,182.15063462945108,0.28478912396477024,83.4601989563524
2022-02-28 06:16:14.715305,4.462743538728643,69.2744756222275,105.21032437244084,0.3115117792474573,83.40871176616841
2022-03-31 06:16:14.715305,7.452902859480087,73.37780625228089,136.1767267807372,0.2840685331787318,73.52939239555657
2022-04-30 06:16:14.715305,7.338678488039802,69.83768038256275,146.624457299505,0.3685354979304721,78.1284256495037
2022-05-31 06:16:14.715305,5.440375322373297,62.30372749662582,153.5316251678825,0.3726093592800569,73.77162950070452
2022-06-30 06:16:14.715305,7.3573653362301155,70.96676450153468,146.78019559933162,0.3137508530352441,64.19572464740943
2022-07-31 06:16:14.715305,3.413648191059631,62.614277502258595,120.39856817035206,0.3608560570022606,70.44212430929666
2022-08-31 06:16:14.715305,6.925679671042529,66.72898823244157,175.97665451383006,0.2926478404454732,61.01294469725745
2022-09-30 06:16:14.715305,3.7697876165644724,76.75255529416324,197.51239789571804,0.37972087451299985,64.11742004552336
2022-10-31 06:16:14.715305,2.6819997589409326,59.39840192450238,163.61874399031237,0.3214314346051947,84.52903908864319
2022-11-30 06:16:14.715305,5.437339116465116,72.5131591873381,197.22772896876026,0.31214884471971655,64.6244046194408
2022-12-31 06:16:14.715305,4.4269532765780575,77.02787540535935,163.09958125511542,0.36341893263826164,79.50712378169352
2023-01-31 06:16:14.715305,2.386276412974783,61.09094828039169,173.31774645654627,0.2874315540590093,79.72858993184853
2023-02-28 06:16:14.715305,4.6487291865248785,68.47320017675573,137.71744158232073,0.3080993630546276,66.55618966212644
2023-03-31 06:16:14.715305,4.553717233246791,55.003409251643404,182.24295882376416,0.37221365045665833,80.78006308872983
2023-04-30 06:16:14.715305,3.8979111205075596,62.229567752418035,149.17934529519133,0.3437449033773637,66.22945751171999
2023-05-31 06:16:14.715305,6.588054308289677,66.36321610349194,137.4380548119092,0.3640183387855468,73.76460589144376
2023-06-30 06:16:14.715305,7.4447399236122855,58.676009464048995,136.90187626522257,0.3445646610941187,64.60912911247803
2023-07-31 06:16:14.715305,7.702751469379406,78.97266848839287,190.72480496255068,0.3469423108784574,82.9055355152392
2023-08-31 06:16:14.715305,6.821357736125582,68.4558158706024,146.05599793336978,0.3412331617358451,67.95508368399986
2023-09-30 06:16:14.715305,6.909293397100817,68.51274063363147,159.3467999365337,0.3129406494126775,70.43705852447962
2023-10-31 06:16:14.715305,7.276153751040234,76.61466391553871,130.73874288400765,0.35103691045121505,76.63220754096297
2023-11-30 06:16:14.715305,3.2344676624826674,64.11771161721988,135.8283152559834,0.3189456703064435,82.99795359132798
2023-12-31 06:16:14.715305,4.073744067854136,51.58550830861724,134.50045039171482,0.3197395219870732,61.384630187316944
2024-01-31 06:16:14.715305,6.192504148800053,78.79909139146456,190.15196158729307,0.3088062745814965,64.46384315721738
2024-02-29 06:16:14.715305,4.738974856595181,74.70600095264757,149.46188833769483,0.3713286818953906,63.64384303402465
2024-03-31 06:16:14.715305,2.606827362320119,75.29172487671498,195.3272592037161,0.297386165108761,69.41983471083218
2024-04-30 06:16:14.715305,5.387285865791873,62.366357431698994,103.56232916127374,0.2901730625477175,60.797480818562214
2024-05-31 06:16:14.715305,3.4778253322451285,61.38916719715871,103.00936511404521,0.36726543380199284,79.62662026402698
2024-06-30 06:16:14.715305,3.578321253262817,77.53411645833593,111.39428327337895,0.32995739554096626,65.43281051349095
2024-07-31 06:16:14.715305,3.2703113032440894,78.46227082967253,172.27639364898894,0.30982137786703023,65.7698384393368
2024-08-31 06:16:14.715305,3.082936205545196,78.10303955383738,109.49441405404704,0.36609614883996117,66.11229180696117
2024-09-30 06:16:14.715305,6.436372396285984,79.9291027363644,168.37255199041138,0.2936234207352234,61.61812412712813
2024-10-31 06:16:14.715305,6.8963691753576555,65.75749247762862,197.23350061760954,0.29049341486269714,80.48640104925114
2024-11-30 06:16:14.715305,6.765367492051121,70.07227237744897,155.2726492554967,0.37769713621279327,66.12272548417411
2024-12-31 06:16:14.715305,5.410893075660281,53.16254231538075,102.58437998404999,0.3247799452928513,60.453466376069684
2025-01-31 06:16:14.715305,3.6727447597446794,56.18288951833818,182.2699994419752,0.2871710473136103,70.35546094333866
2025-02-28 06:16:14.715305,2.858962336843338,67.53926952026676,150.38061134867206,0.3365224851495355,61.66503704399557
